,bootstrap_num,speech_type,speech_metric,embeddings,assoc,corr
691,15,CS,pfgw,Word2Vec,PROJ,"(0.2084447749450034, 8.335587812574951e-26)"
692,15,CDS,OR,Word2Vec,PROJ,"(0.17891158929001724, 2.5034025165912194e-19)"
693,15,CS,OR,Word2Vec,PROJ,"(0.15739949997760913, 2.9451468609063632e-15)"
694,15,CDS,LOR,Word2Vec,PROJ,"(0.16956734278342134, 1.708811819204024e-17)"
695,15,CS,LOR,Word2Vec,PROJ,"(0.1718065837705986, 6.345241615799395e-18)"
696,16,CDS,pfgw,Word2Vec,PROJ,"(0.18552083390305948, 1.3068283075374925e-20)"
697,16,CS,pfgw,Word2Vec,PROJ,"(0.22317683355877005, 2.5467389630689575e-29)"
698,16,CDS,OR,Word2Vec,PROJ,"(0.19076803329086178, 1.0109010161339876e-21)"
699,16,CS,OR,Word2Vec,PROJ,"(0.15104003356283824, 4.1805319412272225e-14)"
700,16,CDS,LOR,Word2Vec,PROJ,"(0.18235695167446203, 5.897976003429125e-20)"
701,16,CS,LOR,Word2Vec,PROJ,"(0.18895332990013133, 2.4706142949662888e-21)"
702,17,CDS,pfgw,Word2Vec,PROJ,"(0.17870995994382355, 2.0121226233499092e-19)"
703,17,CS,pfgw,Word2Vec,PROJ,"(0.2168337051833812, 4.878042641660819e-28)"
704,17,CDS,OR,Word2Vec,PROJ,"(0.1970533343857298, 2.3896920819248002e-23)"
705,17,CS,OR,Word2Vec,PROJ,"(0.1306883516892034, 5.1732971767454794e-11)"
706,17,CDS,LOR,Word2Vec,PROJ,"(0.1706661603767694, 7.920052593673438e-18)"
707,17,CS,LOR,Word2Vec,PROJ,"(0.18391723792484266, 1.699199183178049e-20)"
708,18,CDS,pfgw,Word2Vec,PROJ,"(0.17775989100848263, 3.626960840734363e-19)"
709,18,CS,pfgw,Word2Vec,PROJ,"(0.21465564046805446, 2.0953704650712867e-27)"
710,18,CDS,OR,Word2Vec,PROJ,"(0.16523805763564595, 9.706025280787513e-17)"
711,18,CS,OR,Word2Vec,PROJ,"(0.1644426937565772, 1.3647489195978382e-16)"
712,18,CDS,LOR,Word2Vec,PROJ,"(0.16700462749316708, 4.5255013036957927e-17)"
713,18,CS,LOR,Word2Vec,PROJ,"(0.193014815241698, 2.250018086121351e-22)"
714,19,CDS,pfgw,Word2Vec,PROJ,"(0.19772942393736015, 2.95674687118746e-23)"
715,19,CS,pfgw,Word2Vec,PROJ,"(0.21262946071158878, 1.0212036617520914e-26)"
716,19,CDS,OR,Word2Vec,PROJ,"(0.2218933832497551, 5.251261748434859e-29)"
717,19,CS,OR,Word2Vec,PROJ,"(0.15169423909453922, 3.201720599320441e-14)"
718,19,CDS,LOR,Word2Vec,PROJ,"(0.19404032583606534, 1.9345282903804655e-22)"
719,19,CS,LOR,Word2Vec,PROJ,"(0.18734537254467568, 5.315936195492242e-21)"
720,20,CDS,pfgw,Word2Vec,PROJ,"(0.18971140370645304, 1.1540206678450427e-21)"
721,20,CS,pfgw,Word2Vec,PROJ,"(0.21833917114288992, 2.4948880183617824e-28)"
722,20,CDS,OR,Word2Vec,PROJ,"(0.22275982054965937, 1.8967821252180583e-29)"
723,20,CS,OR,Word2Vec,PROJ,"(0.15989443039804527, 9.1550837962833e-16)"
724,20,CDS,LOR,Word2Vec,PROJ,"(0.18137208214911804, 6.572118547308055e-20)"
725,20,CS,LOR,Word2Vec,PROJ,"(0.1861952650090988, 6.4935903341873355e-21)"
726,21,CDS,pfgw,Word2Vec,PROJ,"(0.175810456628249, 9.793924430055224e-19)"
727,21,CS,pfgw,Word2Vec,PROJ,"(0.1976024072598689, 2.4300812193197115e-23)"
728,21,CDS,OR,Word2Vec,PROJ,"(0.1732754789907588, 3.0918835509928002e-18)"
729,21,CS,OR,Word2Vec,PROJ,"(0.15323167766984927, 1.4963032751069088e-14)"
730,21,CDS,LOR,Word2Vec,PROJ,"(0.1621796362734782, 3.8673517707941415e-16)"
731,21,CS,LOR,Word2Vec,PROJ,"(0.17995122638400926, 1.4427938871772894e-19)"
732,22,CDS,pfgw,Word2Vec,PROJ,"(0.19438786824707116, 1.8968007349991992e-22)"
733,22,CS,pfgw,Word2Vec,PROJ,"(0.21965940098173778, 2.3361237126847472e-28)"
734,22,CDS,OR,Word2Vec,PROJ,"(0.18521240613389756, 1.7147430642049932e-20)"
735,22,CS,OR,Word2Vec,PROJ,"(0.1819415435132735, 8.082208487897816e-20)"
736,22,CDS,LOR,Word2Vec,PROJ,"(0.1858680305471093, 1.2523373763270667e-20)"
737,22,CS,LOR,Word2Vec,PROJ,"(0.1934334767634897, 3.062976570960159e-22)"
738,23,CDS,pfgw,Word2Vec,PROJ,"(0.181010789509141, 6.699195672211119e-20)"
739,23,CS,pfgw,Word2Vec,PROJ,"(0.20916558969374394, 3.5784505436567464e-26)"
740,23,CDS,OR,Word2Vec,PROJ,"(0.2102822249762677, 1.9276846094962357e-26)"
741,23,CS,OR,Word2Vec,PROJ,"(0.08195241383947996, 4.0014073547994545e-05)"
742,23,CDS,LOR,Word2Vec,PROJ,"(0.17926230656796766, 1.5280739075960878e-19)"
743,23,CS,LOR,Word2Vec,PROJ,"(0.178292668762282, 2.405366649832048e-19)"
744,24,CDS,pfgw,Word2Vec,PROJ,"(0.17506978714816301, 1.3302136698777416e-18)"
745,24,CS,pfgw,Word2Vec,PROJ,"(0.20291031776246105, 1.4433427492375026e-24)"
746,24,CDS,OR,Word2Vec,PROJ,"(0.1611235048945931, 5.861374312509788e-16)"
747,24,CS,OR,Word2Vec,PROJ,"(0.13894346599288887, 3.2519219218753976e-12)"
748,24,CDS,LOR,Word2Vec,PROJ,"(0.1631096574724687, 2.5423523498865863e-16)"
749,24,CS,LOR,Word2Vec,PROJ,"(0.17311942961154875, 3.2160755704709705e-18)"
750,25,CDS,pfgw,Word2Vec,PROJ,"(0.17868921123807602, 2.316961959068539e-19)"
751,25,CS,pfgw,Word2Vec,PROJ,"(0.21595522943395962, 9.781941247371986e-28)"
752,25,CDS,OR,Word2Vec,PROJ,"(0.15493053978007376, 6.968499797729214e-15)"
753,25,CS,OR,Word2Vec,PROJ,"(0.1721784394406071, 4.545865496648122e-18)"
754,25,CDS,LOR,Word2Vec,PROJ,"(0.17371453936356496, 2.275712564679018e-18)"
755,25,CS,LOR,Word2Vec,PROJ,"(0.18921477776173765, 1.4759749913103397e-21)"
756,26,CDS,pfgw,Word2Vec,PROJ,"(0.1709650420782815, 7.142904737581951e-18)"
757,26,CS,pfgw,Word2Vec,PROJ,"(0.2072126672702097, 1.1187071046785198e-25)"
758,26,CDS,OR,Word2Vec,PROJ,"(0.18728902914220696, 3.4170134269713496e-21)"
759,26,CS,OR,Word2Vec,PROJ,"(0.14501224327976198, 3.1018449467055187e-13)"
760,26,CDS,LOR,Word2Vec,PROJ,"(0.1636439363824182, 1.7422261047921259e-16)"
761,26,CS,LOR,Word2Vec,PROJ,"(0.18203568351285404, 4.33136154605223e-20)"
762,27,CDS,pfgw,Word2Vec,PROJ,"(0.19363074210686895, 1.7798597444930486e-22)"
763,27,CS,pfgw,Word2Vec,PROJ,"(0.21568081259106922, 1.2895077531548959e-27)"
764,27,CDS,OR,Word2Vec,PROJ,"(0.17851081356999807, 2.7326956236558117e-19)"
765,27,CS,OR,Word2Vec,PROJ,"(0.152881497198978, 1.678201542118015e-14)"
766,27,CDS,LOR,Word2Vec,PROJ,"(0.17876987697441632, 2.4225942387248965e-19)"
767,27,CS,LOR,Word2Vec,PROJ,"(0.1891365614260052, 1.6821351229428407e-21)"
768,28,CDS,pfgw,Word2Vec,PROJ,"(0.18595002519756668, 6.01554390239016e-21)"
769,28,CS,pfgw,Word2Vec,PROJ,"(0.20658411681199695, 1.4118919432018732e-25)"
770,28,CDS,OR,Word2Vec,PROJ,"(0.1838660352053844, 1.6530942345055386e-20)"
771,28,CS,OR,Word2Vec,PROJ,"(0.14621161571056618, 1.8641638549639888e-13)"
772,28,CDS,LOR,Word2Vec,PROJ,"(0.1761786852471311, 6.209205629995058e-19)"
773,28,CS,LOR,Word2Vec,PROJ,"(0.1802924339247972, 9.100672245362802e-20)"
774,29,CDS,pfgw,Word2Vec,PROJ,"(0.18467611676225112, 1.5325754552585378e-20)"
775,29,CS,pfgw,Word2Vec,PROJ,"(0.2260153894244587, 3.300585864888379e-30)"
776,29,CDS,OR,Word2Vec,PROJ,"(0.2101973293450273, 2.909952445753834e-26)"
777,29,CS,OR,Word2Vec,PROJ,"(0.150694801768523, 4.0591905343102345e-14)"
778,29,CDS,LOR,Word2Vec,PROJ,"(0.1747009771766037, 1.6232900301213278e-18)"
779,29,CS,LOR,Word2Vec,PROJ,"(0.1988839670799179, 1.2506022435587053e-23)"
780,30,CDS,pfgw,Word2Vec,PROJ,"(0.18307966019842417, 3.12560253451641e-20)"
781,30,CS,pfgw,Word2Vec,PROJ,"(0.1935168431577787, 1.8494097605975077e-22)"
782,30,CDS,OR,Word2Vec,PROJ,"(0.15958271528244192, 1.0979855852553556e-15)"
783,30,CS,OR,Word2Vec,PROJ,"(0.14022121716455455, 2.0286970954043206e-12)"
784,30,CDS,LOR,Word2Vec,PROJ,"(0.16812496047255077, 2.9011193290324356e-17)"
785,30,CS,LOR,Word2Vec,PROJ,"(0.17023405433928296, 1.147906610565588e-17)"
786,31,CDS,pfgw,Word2Vec,PROJ,"(0.179441039317348, 1.9567898308927645e-19)"
787,31,CS,pfgw,Word2Vec,PROJ,"(0.21032900556820952, 2.9645788186095906e-26)"
788,31,CDS,OR,Word2Vec,PROJ,"(0.17513109432253057, 1.421984141655833e-18)"
789,31,CS,OR,Word2Vec,PROJ,"(0.14011342270364113, 2.2643222835209623e-12)"
790,31,CDS,LOR,Word2Vec,PROJ,"(0.172213788697173, 5.291520965684857e-18)"
791,31,CS,LOR,Word2Vec,PROJ,"(0.19141973007780835, 6.059859460966353e-22)"
792,32,CDS,pfgw,Word2Vec,PROJ,"(0.18791334849698277, 4.41598069947844e-21)"
793,32,CS,pfgw,Word2Vec,PROJ,"(0.22231404204856742, 4.6696252701082104e-29)"
794,32,CDS,OR,Word2Vec,PROJ,"(0.16241547856784105, 4.470388108838689e-16)"
795,32,CS,OR,Word2Vec,PROJ,"(0.13660256249745062, 9.083171859751147e-12)"
796,32,CDS,LOR,Word2Vec,PROJ,"(0.17996218998404678, 1.937305411901386e-19)"
797,32,CS,LOR,Word2Vec,PROJ,"(0.19093359102833113, 1.003941090710788e-21)"
798,33,CDS,pfgw,Word2Vec,PROJ,"(0.17615682312130565, 8.096440467585563e-19)"
799,33,CS,pfgw,Word2Vec,PROJ,"(0.20580866225769856, 3.0541645368058943e-25)"
800,33,CDS,OR,Word2Vec,PROJ,"(0.17904899991947754, 2.127311769345305e-19)"
801,33,CS,OR,Word2Vec,PROJ,"(0.13884729700726917, 3.366341655009662e-12)"
802,33,CDS,LOR,Word2Vec,PROJ,"(0.1639352327066666, 1.7910407235626656e-16)"
803,33,CS,LOR,Word2Vec,PROJ,"(0.1744220404294885, 1.7854635154968566e-18)"
804,34,CDS,pfgw,Word2Vec,PROJ,"(0.202158110810489, 1.8566199374867593e-24)"
805,34,CS,pfgw,Word2Vec,PROJ,"(0.21445281033274405, 2.188503953431948e-27)"
806,34,CDS,OR,Word2Vec,PROJ,"(0.20153823711333987, 2.579166358301466e-24)"
807,34,CS,OR,Word2Vec,PROJ,"(0.14039032158055076, 1.7951103783353015e-12)"
808,34,CDS,LOR,Word2Vec,PROJ,"(0.19739213730641852, 2.261138243463587e-23)"
809,34,CS,LOR,Word2Vec,PROJ,"(0.18440208034954497, 1.4936302960445905e-20)"
810,35,CDS,pfgw,Word2Vec,PROJ,"(0.186683578358617, 5.0278601222333576e-21)"
811,35,CS,pfgw,Word2Vec,PROJ,"(0.21628939931514024, 7.891947184564566e-28)"
812,35,CDS,OR,Word2Vec,PROJ,"(0.17339335967294944, 2.5909752080479172e-18)"
813,35,CS,OR,Word2Vec,PROJ,"(0.10833354998230153, 5.705897027927681e-08)"
814,35,CDS,LOR,Word2Vec,PROJ,"(0.17036103527190172, 1.0071554262241122e-17)"
815,35,CS,LOR,Word2Vec,PROJ,"(0.1820541885054358, 4.675380242472613e-20)"
816,36,CDS,pfgw,Word2Vec,PROJ,"(0.1928284751988169, 2.47194956450401e-22)"
817,36,CS,pfgw,Word2Vec,PROJ,"(0.22129748589252948, 4.590679389956532e-29)"
818,36,CDS,OR,Word2Vec,PROJ,"(0.2134103353475228, 4.22959735384295e-27)"
819,36,CS,OR,Word2Vec,PROJ,"(0.15808884016232388, 1.9550586354316175e-15)"
820,36,CDS,LOR,Word2Vec,PROJ,"(0.18328056368145823, 2.6962387191977435e-20)"
821,36,CS,LOR,Word2Vec,PROJ,"(0.20481951254128933, 4.771567223218581e-25)"
822,37,CDS,pfgw,Word2Vec,PROJ,"(0.17724391550265056, 4.75592526812264e-19)"
823,37,CS,pfgw,Word2Vec,PROJ,"(0.22143944502848534, 4.444454520832635e-29)"
824,37,CDS,OR,Word2Vec,PROJ,"(0.15536384760049632, 6.074262682789438e-15)"
825,37,CS,OR,Word2Vec,PROJ,"(0.18103764032658676, 8.097452306627635e-20)"
826,37,CDS,LOR,Word2Vec,PROJ,"(0.16446206303717598, 1.3916658272581489e-16)"
827,37,CS,LOR,Word2Vec,PROJ,"(0.20645705793041746, 2.0583243255485696e-25)"
828,38,CDS,pfgw,Word2Vec,PROJ,"(0.1908501533505513, 8.512440337363688e-22)"
829,38,CS,pfgw,Word2Vec,PROJ,"(0.21530474591989973, 1.979741111843234e-27)"
830,38,CDS,OR,Word2Vec,PROJ,"(0.19534133089081712, 8.903084823906997e-23)"
831,38,CS,OR,Word2Vec,PROJ,"(0.18322295854891285, 3.4691808490214593e-20)"
832,38,CDS,LOR,Word2Vec,PROJ,"(0.17995281026012827, 1.6200107256083057e-19)"
833,38,CS,LOR,Word2Vec,PROJ,"(0.19931752704783484, 1.1515640705397242e-23)"
834,39,CDS,pfgw,Word2Vec,PROJ,"(0.1995431800281411, 7.683980918212363e-24)"
835,39,CS,pfgw,Word2Vec,PROJ,"(0.2187187012204088, 2.0041629630373588e-28)"
836,39,CDS,OR,Word2Vec,PROJ,"(0.17962620040652158, 1.4954512408688852e-19)"
837,39,CS,OR,Word2Vec,PROJ,"(0.1897049367785575, 1.1577293817798636e-21)"
838,39,CDS,LOR,Word2Vec,PROJ,"(0.1922071689797859, 3.3166179861832846e-22)"
839,39,CS,LOR,Word2Vec,PROJ,"(0.19527579150012792, 6.992472743699481e-23)"
840,40,CDS,pfgw,Word2Vec,PROJ,"(0.18488760204680205, 1.5383199576977506e-20)"
841,40,CS,pfgw,Word2Vec,PROJ,"(0.20728436014306473, 1.638803012209127e-25)"
842,40,CDS,OR,Word2Vec,PROJ,"(0.19015018691543134, 1.1820063623066524e-21)"
843,40,CS,OR,Word2Vec,PROJ,"(0.19243359375666302, 3.791648942914123e-22)"
844,40,CDS,LOR,Word2Vec,PROJ,"(0.1751141776723568, 1.4788681502496205e-18)"
845,40,CS,LOR,Word2Vec,PROJ,"(0.19623073010927428, 5.544868412529044e-23)"
846,41,CDS,pfgw,Word2Vec,PROJ,"(0.17895409630638626, 2.2979510524549196e-19)"
847,41,CS,pfgw,Word2Vec,PROJ,"(0.20479974965060316, 5.490575733249831e-25)"
848,41,CDS,OR,Word2Vec,PROJ,"(0.18375254272207797, 2.3869522890367996e-20)"
849,41,CS,OR,Word2Vec,PROJ,"(0.09024585161915498, 6.476558707242842e-06)"
850,41,CDS,LOR,Word2Vec,PROJ,"(0.16423201306687468, 1.6228144720684344e-16)"
851,41,CS,LOR,Word2Vec,PROJ,"(0.17249446823171571, 4.3906468038429156e-18)"
852,42,CDS,pfgw,Word2Vec,PROJ,"(0.18546638806175664, 7.614169701076897e-21)"
853,42,CS,pfgw,Word2Vec,PROJ,"(0.2153957204479507, 1.0333666248417952e-27)"
854,42,CDS,OR,Word2Vec,PROJ,"(0.19095423253527255, 5.056187959677227e-22)"
855,42,CS,OR,Word2Vec,PROJ,"(0.15349324204505155, 1.0844420503466602e-14)"
856,42,CDS,LOR,Word2Vec,PROJ,"(0.17600030718156262, 6.741314773073789e-19)"
857,42,CS,LOR,Word2Vec,PROJ,"(0.18673284996763748, 4.1022284719575875e-21)"
858,43,CDS,pfgw,Word2Vec,PROJ,"(0.19736123586568938, 2.982245192099574e-23)"
859,43,CS,pfgw,Word2Vec,PROJ,"(0.21113865301479567, 1.89542534159312e-26)"
860,43,CDS,OR,Word2Vec,PROJ,"(0.18739355662077617, 4.4134576666960336e-21)"
861,43,CS,OR,Word2Vec,PROJ,"(0.13906085411873265, 3.309332857664519e-12)"
862,43,CDS,LOR,Word2Vec,PROJ,"(0.18384572462918436, 2.4472740057297648e-20)"
863,43,CS,LOR,Word2Vec,PROJ,"(0.17703622669937386, 5.954396871177424e-19)"
864,44,CDS,pfgw,Word2Vec,PROJ,"(0.18800374002903036, 3.653677804902304e-21)"
865,44,CS,pfgw,Word2Vec,PROJ,"(0.2079642071248906, 1.2384285751725728e-25)"
866,44,CDS,OR,Word2Vec,PROJ,"(0.1911330984983563, 7.825168179260092e-22)"
867,44,CS,OR,Word2Vec,PROJ,"(0.1589018956138992, 1.722001477624296e-15)"
868,44,CDS,LOR,Word2Vec,PROJ,"(0.17959053701254757, 2.0160559602771806e-19)"
869,44,CS,LOR,Word2Vec,PROJ,"(0.17924511134907195, 2.367196414932861e-19)"
870,45,CDS,pfgw,Word2Vec,PROJ,"(0.17207253725417557, 7.641941971107734e-18)"
871,45,CS,pfgw,Word2Vec,PROJ,"(0.21007567174908454, 5.374341681143652e-26)"
872,45,CDS,OR,Word2Vec,PROJ,"(0.18744308405300442, 6.1850143241805956e-21)"
873,45,CS,OR,Word2Vec,PROJ,"(0.1225574187092813, 1.0215668080969245e-09)"
874,45,CDS,LOR,Word2Vec,PROJ,"(0.167616416669397, 5.3488905795610443e-17)"
875,45,CS,LOR,Word2Vec,PROJ,"(0.1744959747193364, 2.5941173087826282e-18)"
876,46,CDS,pfgw,Word2Vec,PROJ,"(0.19573034742510265, 4.5482473464096146e-23)"
877,46,CS,pfgw,Word2Vec,PROJ,"(0.2191734603870608, 1.2021821186347304e-28)"
878,46,CDS,OR,Word2Vec,PROJ,"(0.20330906211002325, 8.480191286978874e-25)"
879,46,CS,OR,Word2Vec,PROJ,"(0.1499485494782662, 4.4581826079970134e-14)"
880,46,CDS,LOR,Word2Vec,PROJ,"(0.19301381681319044, 1.8229804010366048e-22)"
881,46,CS,LOR,Word2Vec,PROJ,"(0.19101856731720568, 4.9883573709724195e-22)"
882,47,CDS,pfgw,Word2Vec,PROJ,"(0.20136549813519747, 3.340172484561695e-24)"
883,47,CS,pfgw,Word2Vec,PROJ,"(0.23081229795964747, 1.7723357278426235e-31)"
884,47,CDS,OR,Word2Vec,PROJ,"(0.1612752497423089, 5.575091533468892e-16)"
885,47,CS,OR,Word2Vec,PROJ,"(0.1713045658894509, 7.356131883878402e-18)"
886,47,CDS,LOR,Word2Vec,PROJ,"(0.18917157131361056, 1.6840457322353954e-21)"
887,47,CS,LOR,Word2Vec,PROJ,"(0.19579259348833375, 6.040835252268998e-23)"
888,48,CDS,pfgw,Word2Vec,PROJ,"(0.1732694138704408, 2.42183656693887e-18)"
889,48,CS,pfgw,Word2Vec,PROJ,"(0.20589597936923804, 2.145500033763588e-25)"
890,48,CDS,OR,Word2Vec,PROJ,"(0.19921249511201222, 7.599483883154847e-24)"
891,48,CS,OR,Word2Vec,PROJ,"(0.16166088285887914, 3.8780126147227e-16)"
892,48,CDS,LOR,Word2Vec,PROJ,"(0.1620170635860468, 3.336632054430887e-16)"
893,48,CS,LOR,Word2Vec,PROJ,"(0.18508657613653817, 9.486601815490097e-21)"
894,49,CDS,pfgw,Word2Vec,PROJ,"(0.1856634170507638, 1.2202413648269648e-20)"
895,49,CS,pfgw,Word2Vec,PROJ,"(0.21345734901386942, 6.592795366487544e-27)"
896,49,CDS,OR,Word2Vec,PROJ,"(0.1766431487330955, 8.372972563917334e-19)"
897,49,CS,OR,Word2Vec,PROJ,"(0.1446393615763953, 4.773592116748507e-13)"
898,49,CDS,LOR,Word2Vec,PROJ,"(0.18156354528677934, 8.569994703870214e-20)"
899,49,CS,LOR,Word2Vec,PROJ,"(0.19476818243930963, 1.3658353784125272e-22)"
900,50,CDS,pfgw,Word2Vec,PROJ,"(0.2070626332099729, 1.0871508457301677e-25)"
901,50,CS,pfgw,Word2Vec,PROJ,"(0.22599415821282057, 2.078003136374931e-30)"
902,50,CDS,OR,Word2Vec,PROJ,"(0.18816755436521837, 2.024949763927433e-21)"
903,50,CS,OR,Word2Vec,PROJ,"(0.14840516105855758, 8.030848065211194e-14)"
904,50,CDS,LOR,Word2Vec,PROJ,"(0.19870287083971627, 9.528347742964546e-24)"
905,50,CS,LOR,Word2Vec,PROJ,"(0.191191693487691, 4.48789713276711e-22)"
906,51,CDS,pfgw,Word2Vec,PROJ,"(0.1914620781673741, 4.2245384814772476e-22)"
907,51,CS,pfgw,Word2Vec,PROJ,"(0.22431841733037203, 6.288979361480248e-30)"
908,51,CDS,OR,Word2Vec,PROJ,"(0.17677800672580793, 5.019970950516536e-19)"
909,51,CS,OR,Word2Vec,PROJ,"(0.10607731313301785, 1.0349748514402239e-07)"
910,51,CDS,LOR,Word2Vec,PROJ,"(0.17849050115347403, 2.266218021361549e-19)"
911,51,CS,LOR,Word2Vec,PROJ,"(0.19749300557930444, 1.9409513666269398e-23)"
912,52,CDS,pfgw,Word2Vec,PROJ,"(0.17919169451791556, 1.6325789742996904e-19)"
913,52,CS,pfgw,Word2Vec,PROJ,"(0.20465755684659492, 4.379985461021726e-25)"
914,52,CDS,OR,Word2Vec,PROJ,"(0.14688215750645234, 1.50851761895249e-13)"
915,52,CS,OR,Word2Vec,PROJ,"(0.1446182223979539, 3.5595217920904656e-13)"
916,52,CDS,LOR,Word2Vec,PROJ,"(0.16046855429542717, 6.571022605381486e-16)"
917,52,CS,LOR,Word2Vec,PROJ,"(0.18305205876542083, 2.620041982270517e-20)"
918,53,CDS,pfgw,Word2Vec,PROJ,"(0.19911371579061432, 1.306623702047933e-23)"
919,53,CS,pfgw,Word2Vec,PROJ,"(0.2152939203267482, 2.040117784808443e-27)"
920,53,CDS,OR,Word2Vec,PROJ,"(0.208890057267701, 7.150276443802628e-26)"
921,53,CS,OR,Word2Vec,PROJ,"(0.1505011727522213, 4.805033565241842e-14)"
922,53,CDS,LOR,Word2Vec,PROJ,"(0.18697052169352188, 5.827927124103324e-21)"
923,53,CS,LOR,Word2Vec,PROJ,"(0.19434046904210803, 1.508630432862817e-22)"
924,54,CDS,pfgw,Word2Vec,PROJ,"(0.19796286812038422, 2.3703348142117394e-23)"
925,54,CS,pfgw,Word2Vec,PROJ,"(0.21432883436848688, 3.512855277254308e-27)"
926,54,CDS,OR,Word2Vec,PROJ,"(0.21661955770097926, 9.629674761727181e-28)"
927,54,CS,OR,Word2Vec,PROJ,"(0.19635368787589272, 5.417673952477481e-23)"
928,54,CDS,LOR,Word2Vec,PROJ,"(0.18749784321861146, 4.509353556669011e-21)"
929,54,CS,LOR,Word2Vec,PROJ,"(0.19050226766696984, 1.0306531981389682e-21)"
930,55,CDS,pfgw,Word2Vec,PROJ,"(0.19644608113606346, 3.613412810300306e-23)"
931,55,CS,pfgw,Word2Vec,PROJ,"(0.22583328488045346, 2.826525152488663e-30)"
932,55,CDS,OR,Word2Vec,PROJ,"(0.2034972831184947, 8.901164323440617e-25)"
933,55,CS,OR,Word2Vec,PROJ,"(0.1479197703105824, 1.059904056488027e-13)"
934,55,CDS,LOR,Word2Vec,PROJ,"(0.19073454229878067, 6.557290439484877e-22)"
935,55,CS,LOR,Word2Vec,PROJ,"(0.19197325897339929, 3.524097187153026e-22)"
936,56,CDS,pfgw,Word2Vec,PROJ,"(0.17891424325508015, 2.5840168409199604e-19)"
937,56,CS,pfgw,Word2Vec,PROJ,"(0.20509228063334098, 5.344317532163975e-25)"
938,56,CDS,OR,Word2Vec,PROJ,"(0.16742549185895722, 4.480137095697817e-17)"
939,56,CS,OR,Word2Vec,PROJ,"(0.11574211069287055, 7.246700614991753e-09)"
940,56,CDS,LOR,Word2Vec,PROJ,"(0.16881968383541454, 2.4421798975730247e-17)"
941,56,CS,LOR,Word2Vec,PROJ,"(0.1680276909464623, 3.4494296220894537e-17)"
942,57,CDS,pfgw,Word2Vec,PROJ,"(0.19067114427312268, 8.161050039517611e-22)"
943,57,CS,pfgw,Word2Vec,PROJ,"(0.22761774498810292, 1.2634651984559601e-30)"
944,57,CDS,OR,Word2Vec,PROJ,"(0.1508806565762157, 3.775163636384426e-14)"
945,57,CS,OR,Word2Vec,PROJ,"(0.16558956896036897, 9.080851711916703e-17)"
946,57,CDS,LOR,Word2Vec,PROJ,"(0.17897004462129792, 2.2809563566848717e-19)"
947,57,CS,LOR,Word2Vec,PROJ,"(0.19888995897592676, 1.2467106458189853e-23)"
948,58,CDS,pfgw,Word2Vec,PROJ,"(0.17477086298514644, 1.728003883506778e-18)"
949,58,CS,pfgw,Word2Vec,PROJ,"(0.2215576045115639, 5.345171666963398e-29)"
950,58,CDS,OR,Word2Vec,PROJ,"(0.15402802382475567, 1.1728456785040633e-14)"
951,58,CS,OR,Word2Vec,PROJ,"(0.18014050583369573, 1.4594675623129232e-19)"
952,58,CDS,LOR,Word2Vec,PROJ,"(0.16279823345950029, 3.234141389480113e-16)"
953,58,CS,LOR,Word2Vec,PROJ,"(0.2001728829319414, 7.223644620555296e-24)"
954,59,CDS,pfgw,Word2Vec,PROJ,"(0.19471170781496538, 1.4054135548425715e-22)"
955,59,CS,pfgw,Word2Vec,PROJ,"(0.21882994925953966, 3.1593192189215108e-28)"
956,59,CDS,OR,Word2Vec,PROJ,"(0.17465555230410656, 2.0640726185519177e-18)"
957,59,CS,OR,Word2Vec,PROJ,"(0.1395356040816717, 3.0839099407582264e-12)"
958,59,CDS,LOR,Word2Vec,PROJ,"(0.1784748862514166, 3.6114146845169404e-19)"
959,59,CS,LOR,Word2Vec,PROJ,"(0.19018769251624532, 1.3466249015969926e-21)"
960,60,CDS,pfgw,Word2Vec,PROJ,"(0.19669453773495932, 3.8797167994337796e-23)"
961,60,CS,pfgw,Word2Vec,PROJ,"(0.1958406731520969, 6.011564961330026e-23)"
962,60,CDS,OR,Word2Vec,PROJ,"(0.1950164740466826, 9.15663334576741e-23)"
963,60,CS,OR,Word2Vec,PROJ,"(0.13175795799041246, 4.106032449777376e-11)"
964,60,CDS,LOR,Word2Vec,PROJ,"(0.18524728862912992, 1.1638983656399755e-20)"
965,60,CS,LOR,Word2Vec,PROJ,"(0.16458376567142857, 1.3968244091359242e-16)"
966,61,CDS,pfgw,Word2Vec,PROJ,"(0.17618606434477205, 7.494534549074341e-19)"
967,61,CS,pfgw,Word2Vec,PROJ,"(0.22167513461439664, 3.680248044304608e-29)"
968,61,CDS,OR,Word2Vec,PROJ,"(0.1548633646885496, 7.248186082231265e-15)"
969,61,CS,OR,Word2Vec,PROJ,"(0.1790478577541189, 1.9926010327151266e-19)"
970,61,CDS,LOR,Word2Vec,PROJ,"(0.16921120114372484, 1.7244609887956498e-17)"
971,61,CS,LOR,Word2Vec,PROJ,"(0.2094811218964342, 3.769053341548337e-26)"
972,62,CDS,pfgw,Word2Vec,PROJ,"(0.1725712801107565, 4.114155149867297e-18)"
973,62,CS,pfgw,Word2Vec,PROJ,"(0.21646733700674312, 8.243061164162222e-28)"
974,62,CDS,OR,Word2Vec,PROJ,"(0.19378512602778314, 1.646062940799896e-22)"
975,62,CS,OR,Word2Vec,PROJ,"(0.16564848520794473, 8.60760710161397e-17)"
