,bootstrap_num,speech_type,speech_metric,embeddings,assoc,corr
1794,99,CDS,pfgw,GloVe,WEAT,"(0.21997421590592448, 1.5184824026185676e-28)"
1795,99,CS,pfgw,GloVe,WEAT,"(0.27295812134590913, 1.3192331373334883e-43)"
1796,99,CDS,OR,GloVe,WEAT,"(0.18720427718822236, 5.491228398389622e-21)"
1797,99,CS,OR,GloVe,WEAT,"(0.11756365586119957, 4.335433243161088e-09)"
1798,99,CDS,LOR,GloVe,WEAT,"(0.2085213475428515, 9.352980559299056e-26)"
1799,99,CS,LOR,GloVe,WEAT,"(0.2324639287512426, 9.000960329496484e-32)"
1800,0,CDS,pfgw,GloVe,PROJ,"(0.22912146996570026, 1.0326915240103292e-30)"
1801,0,CS,pfgw,GloVe,PROJ,"(0.26461241201621866, 9.386418213232424e-41)"
1802,0,CDS,OR,GloVe,PROJ,"(0.174017613366222, 3.3164475501568043e-18)"
1803,0,CS,OR,GloVe,PROJ,"(0.13228182137302216, 4.34081318758038e-11)"
1804,0,CDS,LOR,GloVe,PROJ,"(0.22073786522142178, 1.424534529606653e-28)"
1805,0,CS,LOR,GloVe,PROJ,"(0.24218969758465647, 3.1888003287975806e-34)"
1806,1,CDS,pfgw,GloVe,PROJ,"(0.2313053980403496, 3.179684455742852e-31)"
1807,1,CS,pfgw,GloVe,PROJ,"(0.2687297272317037, 6.078826699370479e-42)"
1808,1,CDS,OR,GloVe,PROJ,"(0.17914708192512424, 3.5039133807775427e-19)"
1809,1,CS,OR,GloVe,PROJ,"(0.14219295663197665, 1.4051529972582433e-12)"
1810,1,CDS,LOR,GloVe,PROJ,"(0.22794996906606163, 2.379984014284902e-30)"
1811,1,CS,LOR,GloVe,PROJ,"(0.24506094399437617, 5.903688900198523e-35)"
1812,2,CDS,pfgw,GloVe,PROJ,"(0.2243228874015898, 1.5589835338338264e-29)"
1813,2,CS,pfgw,GloVe,PROJ,"(0.2721711292196434, 3.458049447477359e-43)"
1814,2,CDS,OR,GloVe,PROJ,"(0.20138949003330991, 5.223478826258213e-24)"
1815,2,CS,OR,GloVe,PROJ,"(0.16380759074236295, 2.5970622760680937e-16)"
1816,2,CDS,LOR,GloVe,PROJ,"(0.21458111784559014, 4.152103992567847e-27)"
1817,2,CS,LOR,GloVe,PROJ,"(0.2393133703446213, 1.699257091435588e-33)"
1818,3,CDS,pfgw,GloVe,PROJ,"(0.22510502985097625, 1.1821748098758756e-29)"
1819,3,CS,pfgw,GloVe,PROJ,"(0.26808763809915814, 8.593592377194637e-42)"
1820,3,CDS,OR,GloVe,PROJ,"(0.2062611173564028, 4.61826442146062e-25)"
1821,3,CS,OR,GloVe,PROJ,"(0.16898824674869994, 3.1337027596353536e-17)"
1822,3,CDS,LOR,GloVe,PROJ,"(0.21715504702347938, 1.1555972940410877e-27)"
1823,3,CS,LOR,GloVe,PROJ,"(0.24285146040273992, 2.221804701622242e-34)"
1824,4,CDS,pfgw,GloVe,PROJ,"(0.21494703398976298, 2.540818888175286e-27)"
1825,4,CS,pfgw,GloVe,PROJ,"(0.27798139327613475, 2.92793515980504e-45)"
1826,4,CDS,OR,GloVe,PROJ,"(0.2182302962762067, 3.9374366133504363e-28)"
1827,4,CS,OR,GloVe,PROJ,"(0.1747804533652323, 1.803535532799513e-18)"
1828,4,CDS,LOR,GloVe,PROJ,"(0.20615177610792756, 3.2288384608025998e-25)"
1829,4,CS,LOR,GloVe,PROJ,"(0.24560019228768692, 2.093369531606376e-35)"
1830,5,CDS,pfgw,GloVe,PROJ,"(0.24747603688712252, 1.1216662130624429e-35)"
1831,5,CS,pfgw,GloVe,PROJ,"(0.2703068615050641, 1.7478993355050784e-42)"
1832,5,CDS,OR,GloVe,PROJ,"(0.238186592191391, 4.239531981063378e-33)"
1833,5,CS,OR,GloVe,PROJ,"(0.16950394664314275, 2.5047988114994723e-17)"
1834,5,CDS,LOR,GloVe,PROJ,"(0.23961199461165653, 1.733541479625252e-33)"
1835,5,CS,LOR,GloVe,PROJ,"(0.24594681352552988, 3.0318917164756617e-35)"
1836,6,CDS,pfgw,GloVe,PROJ,"(0.2310081533726952, 5.015921329175744e-31)"
1837,6,CS,pfgw,GloVe,PROJ,"(0.2829969522895489, 2.499083455184876e-46)"
1838,6,CDS,OR,GloVe,PROJ,"(0.21371808782505056, 1.0772038004964759e-26)"
1839,6,CS,OR,GloVe,PROJ,"(0.18842360151876475, 5.2436142926802974e-21)"
1840,6,CDS,LOR,GloVe,PROJ,"(0.22437573373777106, 2.5435780028707673e-29)"
1841,6,CS,LOR,GloVe,PROJ,"(0.25894383811786553, 8.176467601135606e-39)"
1842,7,CDS,pfgw,GloVe,PROJ,"(0.2232943129631263, 4.1913327222307193e-29)"
1843,7,CS,pfgw,GloVe,PROJ,"(0.27374055082944304, 1.974494326289553e-43)"
1844,7,CDS,OR,GloVe,PROJ,"(0.19032008187831723, 1.9011783818360047e-21)"
1845,7,CS,OR,GloVe,PROJ,"(0.16847218070135525, 4.403658690297415e-17)"
1846,7,CDS,LOR,GloVe,PROJ,"(0.21583808949965638, 2.9414561812061245e-27)"
1847,7,CS,LOR,GloVe,PROJ,"(0.2531065732374004, 3.54544915201661e-37)"
1848,8,CDS,pfgw,GloVe,PROJ,"(0.22059661561184954, 1.1143650613540137e-28)"
1849,8,CS,pfgw,GloVe,PROJ,"(0.2736109983084415, 8.827439768921004e-44)"
1850,8,CDS,OR,GloVe,PROJ,"(0.17335295373756893, 3.650213652047713e-18)"
1851,8,CS,OR,GloVe,PROJ,"(0.19101524362297317, 8.7776849498646e-22)"
1852,8,CDS,LOR,GloVe,PROJ,"(0.20671034020404558, 2.6091716691701066e-25)"
1853,8,CS,LOR,GloVe,PROJ,"(0.24326482419808024, 1.0762197227298567e-34)"
1854,9,CDS,pfgw,GloVe,PROJ,"(0.22995564867421536, 6.4295498274077605e-31)"
1855,9,CS,pfgw,GloVe,PROJ,"(0.2668412332001508, 2.012104348984865e-41)"
1856,9,CDS,OR,GloVe,PROJ,"(0.2018248374398059, 4.717592207589241e-24)"
1857,9,CS,OR,GloVe,PROJ,"(0.1672351289939179, 6.580288985449246e-17)"
1858,9,CDS,LOR,GloVe,PROJ,"(0.2216736318737946, 8.514874594883774e-29)"
1859,9,CS,LOR,GloVe,PROJ,"(0.24108503010589505, 6.634116695837984e-34)"
1860,10,CDS,pfgw,GloVe,PROJ,"(0.22998426423482504, 4.30805159338116e-31)"
1861,10,CS,pfgw,GloVe,PROJ,"(0.2794245273002891, 1.1636044291798888e-45)"
1862,10,CDS,OR,GloVe,PROJ,"(0.18258287417718838, 5.2108789649126564e-20)"
1863,10,CS,OR,GloVe,PROJ,"(0.19575059396136146, 8.13602100019646e-23)"
1864,10,CDS,LOR,GloVe,PROJ,"(0.2162738000406299, 1.3222150533168183e-27)"
1865,10,CS,LOR,GloVe,PROJ,"(0.257896744883941, 6.33186281545518e-39)"
1866,11,CDS,pfgw,GloVe,PROJ,"(0.22830789955999986, 1.215905054286625e-30)"
1867,11,CS,pfgw,GloVe,PROJ,"(0.27370334991855794, 8.576722610530997e-44)"
1868,11,CDS,OR,GloVe,PROJ,"(0.17300827389877857, 4.325044277542629e-18)"
1869,11,CS,OR,GloVe,PROJ,"(0.1829420609803409, 4.472547035371538e-20)"
1870,11,CDS,LOR,GloVe,PROJ,"(0.21284443246726406, 9.27571758321396e-27)"
1871,11,CS,LOR,GloVe,PROJ,"(0.25802659898835667, 5.995021609699631e-39)"
1872,12,CDS,pfgw,GloVe,PROJ,"(0.21916665065332713, 2.9484787798444366e-28)"
1873,12,CS,pfgw,GloVe,PROJ,"(0.27946936975737685, 1.4374775331755372e-45)"
1874,12,CDS,OR,GloVe,PROJ,"(0.19967574959747286, 1.2228807951865587e-23)"
1875,12,CS,OR,GloVe,PROJ,"(0.09853563303444793, 9.220179344754056e-07)"
1876,12,CDS,LOR,GloVe,PROJ,"(0.20791701435340365, 1.5529137476746097e-25)"
1877,12,CS,LOR,GloVe,PROJ,"(0.25129725954758797, 6.751339096002283e-37)"
1878,13,CDS,pfgw,GloVe,PROJ,"(0.2242669543005937, 1.342934606378874e-29)"
1879,13,CS,pfgw,GloVe,PROJ,"(0.26379095788868434, 1.0822249633096088e-40)"
1880,13,CDS,OR,GloVe,PROJ,"(0.21595869053826738, 1.618706831611407e-27)"
1881,13,CS,OR,GloVe,PROJ,"(0.15736409833719817, 3.3936342616008764e-15)"
1882,13,CDS,LOR,GloVe,PROJ,"(0.21588900647928888, 1.6836941235437326e-27)"
1883,13,CS,LOR,GloVe,PROJ,"(0.23814567629941355, 2.8821614803830068e-33)"
1884,14,CDS,pfgw,GloVe,PROJ,"(0.2210263357315512, 1.090534971567357e-28)"
1885,14,CS,pfgw,GloVe,PROJ,"(0.2774657515282313, 7.272832805699704e-45)"
1886,14,CDS,OR,GloVe,PROJ,"(0.19610894214563335, 8.101631045988833e-23)"
1887,14,CS,OR,GloVe,PROJ,"(0.16816706517144658, 4.096826154817294e-17)"
1888,14,CDS,LOR,GloVe,PROJ,"(0.20917724988254577, 8.382012105358356e-26)"
1889,14,CS,LOR,GloVe,PROJ,"(0.2546502856257557, 7.869015760675549e-38)"
1890,15,CDS,pfgw,GloVe,PROJ,"(0.2198720974087946, 2.119855816344974e-28)"
1891,15,CS,pfgw,GloVe,PROJ,"(0.2778716437629518, 5.3738994793132555e-45)"
1892,15,CDS,OR,GloVe,PROJ,"(0.19810880948435777, 2.9175662946381917e-23)"
1893,15,CS,OR,GloVe,PROJ,"(0.1785839785620419, 3.915573531242925e-19)"
1894,15,CDS,LOR,GloVe,PROJ,"(0.21440919364639702, 4.680926851477372e-27)"
1895,15,CS,LOR,GloVe,PROJ,"(0.24493126599981777, 4.849820505056972e-35)"
1896,16,CDS,pfgw,GloVe,PROJ,"(0.23375186640838327, 6.785501360314267e-32)"
1897,16,CS,pfgw,GloVe,PROJ,"(0.280580468416875, 9.393209210665956e-46)"
1898,16,CDS,OR,GloVe,PROJ,"(0.18276638215729668, 6.289609892101915e-20)"
1899,16,CS,OR,GloVe,PROJ,"(0.17389407968525727, 3.672224317158601e-18)"
1900,16,CDS,LOR,GloVe,PROJ,"(0.2246361609589857, 1.597886945608154e-29)"
1901,16,CS,LOR,GloVe,PROJ,"(0.24703730475736183, 1.5410878822184015e-35)"
1902,17,CDS,pfgw,GloVe,PROJ,"(0.22730483664670864, 1.838630479103186e-30)"
1903,17,CS,pfgw,GloVe,PROJ,"(0.27965320257136445, 7.661260273018222e-46)"
1904,17,CDS,OR,GloVe,PROJ,"(0.202166600830472, 2.5889283972641963e-24)"
1905,17,CS,OR,GloVe,PROJ,"(0.14034368437968314, 2.1474923183305537e-12)"
1906,17,CDS,LOR,GloVe,PROJ,"(0.22117500781913207, 6.849756277246874e-29)"
1907,17,CS,LOR,GloVe,PROJ,"(0.2459256874510159, 1.5898339462884085e-35)"
1908,18,CDS,pfgw,GloVe,PROJ,"(0.22143731873420405, 6.344681227353658e-29)"
1909,18,CS,pfgw,GloVe,PROJ,"(0.2656133890320465, 2.570977327056903e-41)"
1910,18,CDS,OR,GloVe,PROJ,"(0.18404846722935236, 2.4659575684280814e-20)"
1911,18,CS,OR,GloVe,PROJ,"(0.18670661081949877, 6.866318440474015e-21)"
1912,18,CDS,LOR,GloVe,PROJ,"(0.20689773394947025, 2.2071941405353287e-25)"
1913,18,CS,LOR,GloVe,PROJ,"(0.2487450143282845, 2.7417073450165453e-36)"
1914,19,CDS,pfgw,GloVe,PROJ,"(0.23288385992657623, 1.1531997380277576e-31)"
1915,19,CS,pfgw,GloVe,PROJ,"(0.2747150778353399, 7.350503639220957e-44)"
1916,19,CDS,OR,GloVe,PROJ,"(0.21683502667894158, 1.4185251265917813e-27)"
1917,19,CS,OR,GloVe,PROJ,"(0.19173401460786815, 8.314156481776344e-22)"
1918,19,CDS,LOR,GloVe,PROJ,"(0.22928640263409078, 1.0149459750911183e-30)"
1919,19,CS,LOR,GloVe,PROJ,"(0.25744928081559487, 1.4951441339523448e-38)"
1920,20,CDS,pfgw,GloVe,PROJ,"(0.22088706109251985, 9.419350833048567e-29)"
1921,20,CS,pfgw,GloVe,PROJ,"(0.26977957165166494, 1.4454654527755957e-42)"
1922,20,CDS,OR,GloVe,PROJ,"(0.20363154652419624, 1.3543100671402124e-24)"
1923,20,CS,OR,GloVe,PROJ,"(0.17824594632258828, 3.948570769408243e-19)"
1924,20,CDS,LOR,GloVe,PROJ,"(0.2077815361476407, 1.4620592517785278e-25)"
1925,20,CS,LOR,GloVe,PROJ,"(0.2340231837731751, 3.6502092999153844e-32)"
1926,21,CDS,pfgw,GloVe,PROJ,"(0.20503800919869497, 7.782704197937407e-25)"
1927,21,CS,pfgw,GloVe,PROJ,"(0.2590112063906435, 4.021712609909094e-39)"
1928,21,CDS,OR,GloVe,PROJ,"(0.15334210879044258, 1.868646347261141e-14)"
1929,21,CS,OR,GloVe,PROJ,"(0.18060002292610394, 1.5393968893351955e-19)"
1930,21,CDS,LOR,GloVe,PROJ,"(0.1941222863995558, 2.210409044728298e-22)"
1931,21,CS,LOR,GloVe,PROJ,"(0.2372736347017676, 6.290843862379702e-33)"
1932,22,CDS,pfgw,GloVe,PROJ,"(0.22426975741064498, 2.6360650516665525e-29)"
1933,22,CS,pfgw,GloVe,PROJ,"(0.2698769321513773, 3.759465030526553e-42)"
1934,22,CDS,OR,GloVe,PROJ,"(0.1770981369358095, 1.034386050112776e-18)"
1935,22,CS,OR,GloVe,PROJ,"(0.18791521128595615, 6.5808227164389724e-21)"
1936,22,CDS,LOR,GloVe,PROJ,"(0.21737912989520625, 1.364445017052662e-27)"
1937,22,CS,LOR,GloVe,PROJ,"(0.2468543153505961, 2.4585431451587385e-35)"
1938,23,CDS,pfgw,GloVe,PROJ,"(0.21575477205252336, 1.3289031567548447e-27)"
1939,23,CS,pfgw,GloVe,PROJ,"(0.2720082129262494, 1.7980713191182663e-43)"
1940,23,CDS,OR,GloVe,PROJ,"(0.19660370213642808, 4.146863504402517e-23)"
1941,23,CS,OR,GloVe,PROJ,"(0.11822743188446536, 3.295676102897034e-09)"
1942,23,CDS,LOR,GloVe,PROJ,"(0.2088620337092017, 6.202573566435334e-26)"
1943,23,CS,LOR,GloVe,PROJ,"(0.24769663650742688, 4.1091833018879333e-36)"
1944,24,CDS,pfgw,GloVe,PROJ,"(0.2096879109716206, 5.928746417708121e-26)"
1945,24,CS,pfgw,GloVe,PROJ,"(0.26101656424807196, 9.035551140662463e-40)"
1946,24,CDS,OR,GloVe,PROJ,"(0.1566639296373555, 4.7979461528519125e-15)"
1947,24,CS,OR,GloVe,PROJ,"(0.14803180953689227, 1.4077986218842842e-13)"
1948,24,CDS,LOR,GloVe,PROJ,"(0.19389561459482008, 2.337151135271471e-22)"
1949,24,CS,LOR,GloVe,PROJ,"(0.22400007051101453, 1.7887888179097754e-29)"
1950,25,CDS,pfgw,GloVe,PROJ,"(0.2246680064260354, 1.0603124957814153e-29)"
1951,25,CS,pfgw,GloVe,PROJ,"(0.2772350140202003, 6.261590749914132e-45)"
1952,25,CDS,OR,GloVe,PROJ,"(0.1762309800833688, 1.0104515377286093e-18)"
1953,25,CS,OR,GloVe,PROJ,"(0.17620329421136716, 1.023274049345448e-18)"
1954,25,CDS,LOR,GloVe,PROJ,"(0.217465313253991, 6.888134722471585e-28)"
1955,25,CS,LOR,GloVe,PROJ,"(0.25191445984030114, 3.792714540463842e-37)"
1956,26,CDS,pfgw,GloVe,PROJ,"(0.20718370409988424, 1.8090627521749182e-25)"
1957,26,CS,pfgw,GloVe,PROJ,"(0.266456105334473, 1.3089802365603476e-41)"
1958,26,CDS,OR,GloVe,PROJ,"(0.18856970581339283, 2.6709155337178307e-21)"
1959,26,CS,OR,GloVe,PROJ,"(0.17363132760797884, 2.9816206705748154e-18)"
1960,26,CDS,LOR,GloVe,PROJ,"(0.19742026932228596, 3.1347961455875884e-23)"
1961,26,CS,LOR,GloVe,PROJ,"(0.2424661602208243, 1.544025693464074e-34)"
1962,27,CDS,pfgw,GloVe,PROJ,"(0.22960217237039351, 5.732232054445053e-31)"
1963,27,CS,pfgw,GloVe,PROJ,"(0.26997455190767927, 1.3543597927475318e-42)"
1964,27,CDS,OR,GloVe,PROJ,"(0.18906913110552648, 2.3776429562837738e-21)"
1965,27,CS,OR,GloVe,PROJ,"(0.17412800085926328, 2.659056741072566e-18)"
1966,27,CDS,LOR,GloVe,PROJ,"(0.21600179877182069, 1.6182722080195643e-27)"
1967,27,CS,LOR,GloVe,PROJ,"(0.23963264490436967, 1.1620270058836471e-33)"
1968,28,CDS,pfgw,GloVe,PROJ,"(0.23232550113650163, 7.835123384318318e-32)"
1969,28,CS,pfgw,GloVe,PROJ,"(0.27085063005514265, 4.531678082101726e-43)"
1970,28,CDS,OR,GloVe,PROJ,"(0.19077357736470027, 8.203877906797927e-22)"
1971,28,CS,OR,GloVe,PROJ,"(0.15452101669070997, 9.28791000310407e-15)"
1972,28,CDS,LOR,GloVe,PROJ,"(0.22943493352135036, 4.573052895271028e-31)"
1973,28,CS,LOR,GloVe,PROJ,"(0.2451982559881994, 2.255487248986254e-35)"
1974,29,CDS,pfgw,GloVe,PROJ,"(0.22488563993644964, 1.0353465351349286e-29)"
1975,29,CS,pfgw,GloVe,PROJ,"(0.29035531766153627, 3.1791569118081406e-49)"
1976,29,CDS,OR,GloVe,PROJ,"(0.212582521992569, 1.1778285511272145e-26)"
1977,29,CS,OR,GloVe,PROJ,"(0.1732312122156948, 4.163929213067877e-18)"
1978,29,CDS,LOR,GloVe,PROJ,"(0.21530821988343232, 2.5709005434616076e-27)"
1979,29,CS,LOR,GloVe,PROJ,"(0.2695325769289719, 2.088953627022392e-42)"
1980,30,CDS,pfgw,GloVe,PROJ,"(0.2331243461031121, 7.104527975809553e-32)"
1981,30,CS,pfgw,GloVe,PROJ,"(0.2590557792603362, 3.2750943545453354e-39)"
1982,30,CDS,OR,GloVe,PROJ,"(0.17838969873419191, 3.9452422828509804e-19)"
1983,30,CS,OR,GloVe,PROJ,"(0.1773854097811533, 6.258190064861278e-19)"
1984,30,CDS,LOR,GloVe,PROJ,"(0.22752169102046987, 2.1102739814108715e-30)"
1985,30,CS,LOR,GloVe,PROJ,"(0.23785018231366903, 3.789194578585139e-33)"
1986,31,CDS,pfgw,GloVe,PROJ,"(0.2208518065474612, 1.4030244064926972e-28)"
1987,31,CS,pfgw,GloVe,PROJ,"(0.2748611671041997, 6.347039567013036e-44)"
1988,31,CDS,OR,GloVe,PROJ,"(0.1966660161710702, 6.877170380135037e-23)"
1989,31,CS,OR,GloVe,PROJ,"(0.16550227562895983, 1.398489916545483e-16)"
1990,31,CDS,LOR,GloVe,PROJ,"(0.21270424426949625, 1.390463894193282e-26)"
1991,31,CS,LOR,GloVe,PROJ,"(0.2612135621624323, 1.0847721077566056e-39)"
1992,32,CDS,pfgw,GloVe,PROJ,"(0.22890937236592343, 1.668195083288189e-30)"
1993,32,CS,pfgw,GloVe,PROJ,"(0.28388123293327205, 1.1752923009493716e-46)"
1994,32,CDS,OR,GloVe,PROJ,"(0.16805337017367838, 5.508288165832665e-17)"
1995,32,CS,OR,GloVe,PROJ,"(0.16399772113575206, 3.074630377567299e-16)"
1996,32,CDS,LOR,GloVe,PROJ,"(0.2205490791358886, 2.201667776797764e-28)"
1997,32,CS,LOR,GloVe,PROJ,"(0.2579377984429779, 1.5144154054110773e-38)"
1998,33,CDS,pfgw,GloVe,PROJ,"(0.20706345156138276, 2.3043324535339656e-25)"
1999,33,CS,pfgw,GloVe,PROJ,"(0.263284897944539, 1.6615146498333016e-40)"
2000,33,CDS,OR,GloVe,PROJ,"(0.1791592109083237, 2.720028959510857e-19)"
2001,33,CS,OR,GloVe,PROJ,"(0.15354941103760128, 1.601299667869276e-14)"
2002,33,CDS,LOR,GloVe,PROJ,"(0.19792449654771976, 2.8412922534168405e-23)"
2003,33,CS,LOR,GloVe,PROJ,"(0.22849710197104803, 1.1455650909849979e-30)"
2004,34,CDS,pfgw,GloVe,PROJ,"(0.22691044388364057, 2.5216833785835376e-30)"
2005,34,CS,pfgw,GloVe,PROJ,"(0.2646293555606788, 5.172281507640453e-41)"
2006,34,CDS,OR,GloVe,PROJ,"(0.1862942619554956, 8.383151349368191e-21)"
2007,34,CS,OR,GloVe,PROJ,"(0.1487452084334316, 9.682049125787495e-14)"
2008,34,CDS,LOR,GloVe,PROJ,"(0.21826434893184204, 3.9575913204641535e-28)"
2009,34,CS,LOR,GloVe,PROJ,"(0.23400981530345794, 3.3802826362305674e-32)"
2010,35,CDS,pfgw,GloVe,PROJ,"(0.22078133007096817, 9.054382383539624e-29)"
2011,35,CS,pfgw,GloVe,PROJ,"(0.2704561226771361, 7.598253156990049e-43)"
2012,35,CDS,OR,GloVe,PROJ,"(0.1760710651711686, 1.0034965734646188e-18)"
2013,35,CS,OR,GloVe,PROJ,"(0.13503984398724866, 1.4396977589931241e-11)"
2014,35,CDS,LOR,GloVe,PROJ,"(0.20844646665625854, 9.315278043222371e-26)"
2015,35,CS,LOR,GloVe,PROJ,"(0.24260955093432762, 1.4516501010683792e-34)"
2016,36,CDS,pfgw,GloVe,PROJ,"(0.23708305979229174, 5.949140940508168e-33)"
2017,36,CS,pfgw,GloVe,PROJ,"(0.28784886877727955, 2.0725413824490583e-48)"
2018,36,CDS,OR,GloVe,PROJ,"(0.22608438597218028, 4.834695242728045e-30)"
2019,36,CS,OR,GloVe,PROJ,"(0.17060026000279446, 1.2970157531137669e-17)"
2020,36,CDS,LOR,GloVe,PROJ,"(0.22927415981077376, 7.179060127550171e-31)"
2021,36,CS,LOR,GloVe,PROJ,"(0.265148298811805, 4.4590323319081773e-41)"
2022,37,CDS,pfgw,GloVe,PROJ,"(0.21619437996187074, 1.3500287430655991e-27)"
2023,37,CS,pfgw,GloVe,PROJ,"(0.27954758701316224, 1.018025923232869e-45)"
2024,37,CDS,OR,GloVe,PROJ,"(0.14925009060798067, 8.16023802086488e-14)"
2025,37,CS,OR,GloVe,PROJ,"(0.18990848347447767, 1.4890069569938689e-21)"
2026,37,CDS,LOR,GloVe,PROJ,"(0.2013018425450245, 4.531399086629991e-24)"
2027,37,CS,LOR,GloVe,PROJ,"(0.2596160383098832, 1.8661015781069278e-39)"
2028,38,CDS,pfgw,GloVe,PROJ,"(0.23278516589392362, 1.157879233158545e-31)"
2029,38,CS,pfgw,GloVe,PROJ,"(0.26831203274846394, 7.050561266636604e-42)"
2030,38,CDS,OR,GloVe,PROJ,"(0.20679907932200603, 3.3868879648339716e-25)"
2031,38,CS,OR,GloVe,PROJ,"(0.18481971574177847, 2.2987960118773232e-20)"
2032,38,CDS,LOR,GloVe,PROJ,"(0.2269211092476694, 3.9405220560123565e-30)"
2033,38,CS,LOR,GloVe,PROJ,"(0.24732350237324469, 1.2002727151592644e-35)"
2034,39,CDS,pfgw,GloVe,PROJ,"(0.2324290770694113, 9.724294559459412e-32)"
2035,39,CS,pfgw,GloVe,PROJ,"(0.27772894773094403, 4.1577348477195155e-45)"
2036,39,CDS,OR,GloVe,PROJ,"(0.17258026512416108, 5.155804236920661e-18)"
2037,39,CS,OR,GloVe,PROJ,"(0.217687245040205, 5.923490893560537e-28)"
2038,39,CDS,LOR,GloVe,PROJ,"(0.22275519091265378, 3.1765090252775186e-29)"
2039,39,CS,LOR,GloVe,PROJ,"(0.25826622773070673, 4.910278353263915e-39)"
2040,40,CDS,pfgw,GloVe,PROJ,"(0.22972186702132213, 6.634508611637221e-31)"
2041,40,CS,pfgw,GloVe,PROJ,"(0.27568463590992276, 2.8378910432517904e-44)"
2042,40,CDS,OR,GloVe,PROJ,"(0.20404858332248027, 1.3449963993617585e-24)"
2043,40,CS,OR,GloVe,PROJ,"(0.1954200415598512, 1.1716577014356904e-22)"
2044,40,CDS,LOR,GloVe,PROJ,"(0.21924185315159567, 3.1190110269588656e-28)"
2045,40,CS,LOR,GloVe,PROJ,"(0.2601495858086385, 1.8988676187509653e-39)"
2046,41,CDS,pfgw,GloVe,PROJ,"(0.23741071148515341, 4.990178096792889e-33)"
2047,41,CS,pfgw,GloVe,PROJ,"(0.2703339360561907, 1.1267048849849587e-42)"
2048,41,CDS,OR,GloVe,PROJ,"(0.19596135291796724, 7.909903530022297e-23)"
2049,41,CS,OR,GloVe,PROJ,"(0.11934879052440804, 2.6260105542064792e-09)"
2050,41,CDS,LOR,GloVe,PROJ,"(0.21535816362899107, 2.440564073476587e-27)"
2051,41,CS,LOR,GloVe,PROJ,"(0.24087246179057495, 5.618562598987912e-34)"
2052,42,CDS,pfgw,GloVe,PROJ,"(0.22832972078001879, 8.920080665063089e-31)"
2053,42,CS,pfgw,GloVe,PROJ,"(0.28889433949658727, 5.1853293884132166e-49)"
2054,42,CDS,OR,GloVe,PROJ,"(0.20172120328927137, 3.0107042257877853e-24)"
2055,42,CS,OR,GloVe,PROJ,"(0.18552215164898783, 1.0748310050709194e-20)"
2056,42,CDS,LOR,GloVe,PROJ,"(0.21988032100937194, 1.3126833239384317e-28)"
2057,42,CS,LOR,GloVe,PROJ,"(0.26153718865023834, 3.5562846693170002e-40)"
2058,43,CDS,pfgw,GloVe,PROJ,"(0.2306873304473305, 3.506272149208938e-31)"
2059,43,CS,pfgw,GloVe,PROJ,"(0.2693774714531648, 2.6173038158263208e-42)"
2060,43,CDS,OR,GloVe,PROJ,"(0.19046958002460684, 1.3352958114617535e-21)"
2061,43,CS,OR,GloVe,PROJ,"(0.16552888158352552, 1.252922222394642e-16)"
2062,43,CDS,LOR,GloVe,PROJ,"(0.21702963476868592, 1.0462482535692357e-27)"
2063,43,CS,LOR,GloVe,PROJ,"(0.24304561190240986, 1.5836109389895607e-34)"
2064,44,CDS,pfgw,GloVe,PROJ,"(0.2299373356104178, 6.681117552302874e-31)"
2065,44,CS,pfgw,GloVe,PROJ,"(0.27081475459157756, 1.2114453269452873e-42)"
2066,44,CDS,OR,GloVe,PROJ,"(0.20427301629199346, 1.3297715488405337e-24)"
2067,44,CS,OR,GloVe,PROJ,"(0.17011104936853397, 1.9224397713628258e-17)"
2068,44,CDS,LOR,GloVe,PROJ,"(0.2218284633945195, 7.986012082751365e-29)"
2069,44,CS,LOR,GloVe,PROJ,"(0.2373702063059918, 7.056775124284285e-33)"
2070,45,CDS,pfgw,GloVe,PROJ,"(0.21642946095093352, 2.3261284975086454e-27)"
2071,45,CS,pfgw,GloVe,PROJ,"(0.2791990760745817, 4.147184603266345e-45)"
2072,45,CDS,OR,GloVe,PROJ,"(0.18654711753440317, 1.2694143619665706e-20)"
2073,45,CS,OR,GloVe,PROJ,"(0.15037749558340507, 7.314953717884967e-14)"
2074,45,CDS,LOR,GloVe,PROJ,"(0.20685611141596316, 4.376165350386054e-25)"
2075,45,CS,LOR,GloVe,PROJ,"(0.24306845954217562, 2.7938407167717626e-34)"
2076,46,CDS,pfgw,GloVe,PROJ,"(0.2368864673775407, 4.609487544149514e-33)"
2077,46,CS,pfgw,GloVe,PROJ,"(0.2792305839820314, 8.956132649278247e-46)"
2078,46,CDS,OR,GloVe,PROJ,"(0.18653691280689835, 6.576417618142015e-21)"
2079,46,CS,OR,GloVe,PROJ,"(0.166862234388445, 5.475979976245929e-17)"
2080,46,CDS,LOR,GloVe,PROJ,"(0.2280571739414433, 1.05120481949612e-30)"
2081,46,CS,LOR,GloVe,PROJ,"(0.23829287819266487, 1.9007371333953227e-33)"
2082,47,CDS,pfgw,GloVe,PROJ,"(0.24749587112721266, 8.055875140962667e-36)"
2083,47,CS,pfgw,GloVe,PROJ,"(0.28789081976042685, 2.1880268501853432e-48)"
2084,47,CDS,OR,GloVe,PROJ,"(0.17522088771296093, 1.7028212094402595e-18)"
