,decade,word,pfgw,freq,OR,LOR
0,70s,by,0.45378324687368954,399,0.8306776123907588,-0.18551351079429548
1,70s,pig,0.4591823545899066,46,0.8490419603893924,-0.1636466705830207
2,70s,Wellfleet,1.0,28,1.0,0.0
3,70s,tomato,0.602569697616493,40,1.5162040589273384,0.41620988167601525
4,70s,starting,0.29388604522982514,24,0.41618894296143505,-0.8766159320227034
5,70s,Wood,1.0,30,1.0,0.0
6,70s,pretty,0.4147858108377335,837,0.7084545250677311,-0.34466940671340773
7,70s,kitty,0.7451912992514405,292,2.9258487284561587,1.0735846021692665
8,70s,tasted,0.19397806473096985,26,0.24064888717985958,-1.4244163074703484
9,70s,Miriam,1.0,58,1.0,0.0
10,70s,place,0.6078211441625717,190,1.550059215246087,0.4382931335859968
11,70s,buy,0.6025696976164929,140,1.5163030965810982,0.4162751990182118
12,70s,girls,0.9259717507811926,107,12.51200006715337,2.5266881891700725
13,70s,screw,0.07973029777540297,38,0.08662920932679542,-2.446118230135529
14,70s,finish,0.48543556660274784,232,0.9433709407831901,-0.058295711252994965
15,70s,boy,0.5104427435832614,644,1.0427066338728814,0.0418198649998288
16,70s,noise,0.5903808539130083,131,1.4414007870484356,0.3656154095386051
17,70s,none,0.5026796374580089,24,1.010776716410276,0.010719061452861165
18,70s,loose,0.36247326525566576,25,0.5685492572097173,-0.5646673253765674
19,70s,moon,0.5740515142547462,77,1.347750651166558,0.2984370185003743
20,70s,Jack,0.6841389642463193,44,2.166061049498927,0.7729103335458313
21,70s,growing,0.398399532283407,48,0.6622122334932881,-0.4121691800237955
22,70s,together,0.33682715794827944,302,0.5077435838570924,-0.6777787150227685
23,70s,count,0.44709257685514997,54,0.8086063582188804,-0.2124430585626513
24,70s,sugar,0.6074969979345789,81,1.5478370280432399,0.43685849058347337
25,70s,story,0.6025696976164929,275,1.5164368577103546,0.4163634104252953
26,70s,choose,0.5934976230096992,22,1.460029333336175,0.37845652684456427
27,70s,monkeys,0.86565818833035,59,6.444586590571196,1.8632404901245438
28,70s,belong,0.5971757039664145,37,1.482505845167533,0.39373379465939606
29,70s,giraffes,0.4572042416185175,22,0.842308544806259,-0.17160888910078403
30,70s,say,0.530611646080619,1360,1.1307321314462913,0.12286532685988077
31,70s,medicine,0.5788863330188245,59,1.374696497880313,0.3182329779400267
