,decade,word,pfgw,freq,OR,LOR
0,70s,by,0.4493558725932021,385,0.8159536890665308,-0.20339767922351404
1,70s,quiver,0.0,23,1.0,0.0
2,70s,pig,0.3427925284648063,47,0.5215650286434241,-0.6509213169298521
3,70s,crocodile,0.4526060665495689,20,0.8268329435552243,-0.19015260731998884
4,70s,Wellfleet,1.0,25,1.0,0.0
5,70s,tomato,0.7519680759473784,28,3.031875581890139,1.1091814319415108
6,70s,laughing,0.85133688839201,20,5.72687532860042,1.7451700641160002
7,70s,starting,0.45715596476324316,33,0.8421421677624388,-0.17180643366901616
8,70s,Wood,1.0,51,1.0,0.0
9,70s,pretty,0.4414331573726032,793,0.7900623016996005,-0.2356434737196991
10,70s,kitty,0.7510893300432933,283,3.0188748121572746,1.1048841832061995
11,70s,tasted,0.2938456776941182,24,0.4161079736479441,-0.8768105003603496
12,70s,Miriam,1.0,49,1.0,0.0
13,70s,yup,0.5692490866972686,30,1.3215447765730428,0.27880133763085946
14,70s,place,0.5725258029473878,193,1.3394419358234293,0.292253061413441
15,70s,buy,0.6106132651424082,148,1.5683045305725645,0.4499951189971251
16,70s,girls,0.9809667245272233,104,51.55606154673289,3.9426697893259175
17,70s,screw,0.11736488457158568,43,0.1329571429172788,-2.0177284363934898
18,70s,finish,0.5625914824423678,225,1.2863077444999904,0.25177590084161117
19,70s,boy,0.5040513992689869,704,1.0163564519593948,0.016224126169550924
20,70s,noise,0.5707620483810759,132,1.3297892496877943,0.2850204707963698
21,70s,loose,0.5832055490811534,31,1.3992871814232057,0.3359629508309362
22,70s,moon,0.6776279356505015,77,2.1021891158552193,0.7429792378916773
23,70s,Jack,0.6690012431778761,48,2.021263933859759,0.7037230255699002
24,70s,friendly,0.24000963421148008,21,0.3157952091498041,-1.1526613477956054
25,70s,growing,0.46928689777622334,45,0.8842494537031408,-0.1230160687048908
26,70s,together,0.3783341262798246,290,0.6084446006755172,-0.496849413138747
27,70s,count,0.4099506644437725,54,0.694752054018774,-0.36420025387771365
28,70s,sugar,0.6808625407866731,84,2.133652740936045,0.7578354128040207
29,70s,story,0.6384751514225977,283,1.7665029896945665,0.5690018802552381
30,70s,choose,0.7519680759473784,28,3.031875581890139,1.1091814319415108
31,70s,monkeys,0.9449940599990251,72,17.18337535838624,2.8439423674787494
32,70s,belong,0.6071641427369804,43,1.5456378549551342,0.4354366762537876
33,70s,say,0.586396237039873,1312,1.4187992719713554,0.34981093078733855
34,70s,medicine,0.5026310052874694,56,1.010580639381607,0.010525056143782836
35,70s,chimney,0.6153971167087895,31,1.6001209897161406,0.4700792449593833
36,70s,swim,0.6387954571520273,132,1.7687210396293072,0.5702567089209105
