,child_sex,word,freq
0,male,gosh,21
1,male,ninety,22
2,male,second,314
3,male,heart,107
4,male,Robin,36
5,male,oh,6403
6,male,!,3082
7,male,duck,101
8,male,smooth,39
9,male,fill,26
10,male,dogs,48
11,male,kicked,21
12,male,wonderful,54
13,male,hundred,35
14,male,California,32
15,male,pushed,27
16,male,small,73
17,male,snow,90
18,male,hide,58
19,male,human,27
20,male,across,40
21,male,whoa,36
22,male,measure,24
23,male,shake,56
24,male,laugh,51
25,male,answer,71
26,male,Vadar,31
27,male,tag,40
28,male,mean,1289
29,male,cookies,216
30,male,pipe,61
31,male,still,407
32,male,any,919
33,male,doing,881
34,male,tv,258
35,male,live,162
36,male,rain,50
37,male,crash,56
38,male,for,3121
39,male,trouble,109
40,male,practice,21
41,male,Marky's,199
42,male,important,44
43,male,long,398
44,male,life,38
45,male,picked,48
46,male,chips,22
47,male,k,21
48,male,sandwich,107
49,male,you're,2916
50,male,five,346
51,male,cut,349
52,male,olds,30
53,male,trying,193
54,male,friends,200
55,male,wash,246
56,male,choke,188
57,male,ninight,113
58,male,basket,113
59,male,bees,41
60,male,kick,128
61,male,crackers,38
62,male,this,4891
63,male,drinking,58
64,male,thinks,49
65,male,V,26
66,male,milk,650
67,male,reasons,24
68,male,Yoda,44
69,male,castle,20
70,male,another,787
71,male,time,940
72,male,Erin,22
73,male,highchair,110
74,male,truck,191
75,male,found,144
76,male,belly,32
77,male,helicopter,24
78,male,gave,163
79,male,in,6979
80,male,bunny,30
81,male,years,85
82,male,hyena,37
83,male,plenty,26
84,male,presents,54
85,male,Sarlac,27
86,male,lamp,22
87,male,snakes,42
88,male,down,2279
89,male,ding,37
90,male,Hungary,40
91,male,nothing,165
92,male,stupid,26
93,male,lemme,40
94,male,byebye,109
95,male,program,27
96,male,orange,217
97,male,four,330
98,male,snake,140
99,male,wasn't,266
100,male,set,130
101,male,almost,251
102,male,week,119
103,male,cups,48
104,male,ummhm,215
105,male,died,77
106,male,desk,39
107,male,ago,83
108,male,Spanish,24
109,male,covers,22
110,male,hours,26
111,male,one's,103
112,male,we're,783
113,male,catch,164
114,male,rug,46
115,male,tail,34
116,male,buddy,81
117,male,the,21952
118,male,there,5233
119,male,hand,377
120,male,wine,29
121,male,ow,24
122,male,s,65
123,male,fur,28
124,male,huggie,22
125,male,knot,35
126,male,Dabee,39
127,male,beer,48
128,male,am,252
129,male,uhoh,55
130,male,honk,31
131,male,need,594
132,male,Teddy,70
133,male,squeak,53
134,male,draw,126
135,male,nah,36
136,male,finish,207
137,male,Bear,24
138,male,pole,27
139,male,dollar,33
140,male,mom,71
141,male,comb,26
142,male,trucks,51
143,male,probably,171
144,male,Superman,27
145,male,don't,5198
146,male,kneel,37
147,male,syrup,66
148,male,news,22
149,male,their,338
150,male,turn,802
151,male,fits,26
152,male,share,58
153,male,nicer,20
154,male,mistake,78
155,male,closet,38
156,male,pig,44
157,male,upon,39
158,male,showing,30
159,male,ate,193
160,male,king,108
161,male,gung,20
162,male,rule,25
163,male,ship,31
164,male,medicine,172
165,male,a_lot,51
166,male,knight,26
167,male,stars,22
168,male,lights,101
169,male,rock,85
170,male,elbows,50
171,male,Brussels,21
172,male,beads,25
173,male,move,304
174,male,soon,147
175,male,gas,70
176,male,hate,53
177,male,too,1837
178,male,Jimmy,30
179,male,days,98
180,male,them,2272
181,male,water,599
182,male,your,7224
183,male,should,604
184,male,eeat,39
185,male,played,107
186,male,kiss,375
187,male,they're,788
188,male,outside,326
189,male,spoon,250
190,male,bark,76
191,male,hair,298
192,male,example,35
193,male,football,29
194,male,round,38
195,male,gold,24
196,male,throwing,43
197,male,breath,23
198,male,bank,22
199,male,carrots,21
200,male,easy,106
201,male,dishes,41
202,male,page,53
203,male,Brian,67
204,male,we'd,44
205,male,course,70
206,male,working,80
207,male,Flintstones,23
208,male,fruit,23
209,male,noodle,22
210,male,tiger,67
211,male,better,697
212,male,sorry,202
213,male,missing,48
214,male,wait,691
215,male,strawberry,63
216,male,mwuh,63
217,male,pudding,50
218,male,excuse,38
219,male,ready,752
220,male,breakfast,261
221,male,had,695
222,male,crazy,60
223,male,King,44
224,male,eats,46
225,male,where,2339
226,male,grab,64
227,male,screwdriver,39
228,male,group,37
229,male,say,2554
230,male,haha,38
231,male,"""/.",1049
232,male,feather,26
233,male,fighter,21
234,male,splash,36
235,male,toast,120
236,male,yell,44
237,male,pajamas,25
238,male,jumped,96
239,male,yup,60
240,male,talking,271
241,male,helping,23
242,male,sprouts,27
243,male,yuck,22
244,male,holds,24
245,male,headache,39
246,male,as_soon_as,29
247,male,yogurt,22
248,male,enough,292
249,male,turkey,101
250,male,milkshake,24
251,male,zoo,101
252,male,fighting,20
253,male,expensive,35
254,male,balls,29
255,male,tight,98
256,male,eat,1647
257,male,most,63
258,male,seems,29
259,male,call,325
260,male,late,104
261,male,yelling,23
262,male,you've,282
263,male,disco,29
264,male,camping,31
265,male,decide,28
266,male,said,1452
267,male,shells,22
268,male,works,72
269,male,jump,352
270,male,Brendon,41
271,male,hits,29
272,male,people,550
273,male,which,498
274,male,maybe,765
275,male,babies,39
276,male,asking,30
277,male,steps,37
278,male,squirt,44
279,male,lots_of,74
280,male,stops,30
281,male,pulling,48
282,male,remember,572
283,male,please,306
284,male,doctor,85
285,male,chopped,20
286,male,blocks,106
287,male,came,276
288,male,dinner,190
289,male,sir,26
290,male,New,21
291,male,da_who,40
292,male,old,343
293,male,get,4486
294,male,case,26
295,male,violent,36
296,male,sad,72
297,male,wish,86
298,male,green,119
299,male,park,82
300,male,himself,41
301,male,middle,76
302,male,rough,67
303,male,understand,185
304,male,camera,30
305,male,j,20
306,male,laughing,26
307,male,button,90
308,male,nickel,32
309,male,hm,560
310,male,Mexico,20
311,male,happening,40
312,male,sort,62
313,male,plastic,39
314,male,blink,23
315,male,straight,86
316,male,taught,45
317,male,no-no,214
318,male,store,257
319,male,also,108
320,male,sounds,117
321,male,cats,27
322,male,wouldn't,200
323,male,next,388
324,male,kid,55
325,male,bye,121
326,male,lightning,29
327,male,David,69
328,male,months,25
329,male,goat,21
330,male,sit,505
331,male,taperecorder,128
332,male,they,4020
333,male,sugar,143
334,male,year,114
335,male,it,18226
336,male,alive,40
337,male,Hungarian,38
338,male,infinity,57
339,male,moomilk,38
340,male,.,102506
341,male,first,613
342,male,fox,29
343,male,reach,56
344,male,puzzle,37
345,male,cemetery,57
346,male,raisins,99
347,male,cause,238
348,male,Grandpa,62
349,male,sister,61
350,male,best,141
351,male,crawl,40
352,male,underoos,32
353,male,computer,49
354,male,pulled,29
355,male,that'll,59
356,male,she,1291
357,male,so_that,58
358,male,hope,138
359,male,Chi,174
360,male,wrap,22
361,male,McDonald's,25
362,male,downstairs,89
363,male,seven,135
364,male,got,2221
365,male,nuhhuh,25
366,male,rip,29
367,male,seventy,20
368,male,french,37
369,male,music,75
370,male,hungry,168
371,male,other,939
372,male,than,236
373,male,me,4677
374,male,sock,61
375,male,brother,194
376,male,tree,376
377,male,lady,67
378,male,woman,30
379,male,Batman,30
380,male,last,324
381,male,half,66
382,male,He_Man,48
383,male,engine,42
384,male,teeth,203
385,male,these,803
386,male,shovel,20
387,male,peanuts,21
388,male,Sumac,21
389,male,telling,92
390,male,boat,145
391,male,where's,559
392,male,bike,37
393,male,lie,63
394,male,horse,133
395,male,uhhuh,1177
396,male,there's,821
397,male,arm,88
398,male,fine,109
399,male,bedroom,54
400,male,num,22
401,male,useta,107
402,male,thought,375
403,male,register,39
404,male,Wan,25
405,male,stone,66
406,male,type,44
407,male,from,673
408,male,upstairs,120
409,male,grapes,25
410,male,somewhere,37
411,male,oops,114
412,male,hill,32
413,male,books,85
414,male,some,2428
415,male,together,251
416,male,not,4111
417,male,start,201
418,male,e,39
419,male,apple,152
420,male,tall,47
421,male,off,1258
422,male,toys,341
423,male,glue,29
424,male,brought,48
425,male,pick,336
426,male,ouch,31
427,male,sposta,174
428,male,couple,74
429,male,goose,25
430,male,promise,47
431,male,close,385
432,male,toy,94
433,male,dump,32
434,male,hear,416
435,male,matter,72
436,male,stage,21
437,male,Honey,135
438,male,doggies,27
439,male,falling,55
440,male,empty,41
441,male,bubbles,22
442,male,exactly,39
443,male,extra,21
444,male,giant,38
445,male,farm,36
446,male,it's,2994
447,male,wipe,106
448,male,problems,23
449,male,numbers,39
450,male,toilet,20
451,male,eleven,34
452,male,forty,23
453,male,balloons,30
454,male,pour,69
455,male,tea,85
456,male,Spiderman,28
457,male,boots,30
458,male,terrible,65
459,male,earth,30
460,male,guy,389
461,male,em,223
462,male,movie,154
463,male,anymore,215
464,male,sky,55
465,male,only,312
466,male,tastes,27
467,male,piece,161
468,male,cards,24
469,male,know,3718
470,male,Ross,2794
471,male,minutes,53
472,male,wolf,33
473,male,men,68
474,male,find,456
475,male,policeman,129
476,male,dum,29
477,male,costs,30
478,male,that'd,20
479,male,today,600
480,male,nuuw,32
481,male,up,4057
482,male,road,105
483,male,at,2168
484,male,bubba,21
485,male,rabbit,82
486,male,mail,37
487,male,bear,167
488,male,ring,89
489,male,line,55
490,male,Tom,23
491,male,seem,26
492,male,reading,71
493,male,refrigerator,194
494,male,you'll,366
495,male,Moe's,20
496,male,spank,63
497,male,Ewok,39
498,male,Mister,24
499,male,Sean,22
500,male,tub,20
501,male,Mickey,34
502,male,pau,40
503,male,microphone,78
504,male,worked,37
505,male,block,52
506,male,fire,176
507,male,night,327
508,male,Mark's,32
509,male,makes,206
510,male,glad,80
511,male,bathtub,29
512,male,something,757
513,male,wise,20
514,male,press,64
515,male,breaking,25
516,male,why,2426
517,male,send,21
518,male,whether,32
519,male,way,882
520,male,sometimes,162
521,male,mother,59
522,male,food,321
523,male,carry,46
524,male,gun,114
525,male,Eddie,27
526,male,horn,27
527,male,mimi,23
528,male,rather,37
529,male,over,1333
530,male,nope,108
531,male,gets,174
532,male,tower,53
533,male,wife,30
534,male,cloud,30
535,male,flat,37
536,male,body,102
537,male,giving,40
538,male,band,22
539,male,Wompa,23
540,male,‡,3137
541,male,jumping,55
542,male,town,29
543,male,new,351
544,male,he,5283
545,male,won't,522
546,male,I,13701
547,male,Guy,33
548,male,bang,100
549,male,glasses,42
550,male,fit,111
551,male,animal,108
552,male,robber,23
553,male,that,11444
554,male,kinda,47
555,male,true,164
556,male,lay,28
557,male,fish,189
558,male,times,72
559,male,miss,69
560,male,keep,344
561,male,train,77
562,male,video,28
563,male,until,157
564,male,sun,70
565,male,sharp,25
566,male,bottom,148
567,male,corner,33
568,male,went,723
569,male,honey,361
570,male,Texas,38
571,male,olives,21
572,male,land,73
573,male,everybody,190
574,male,circle,25
575,male,suppose,25
576,male,didldow,91
577,male,bit,343
578,male,try,535
579,male,Pink,40
580,male,carriage,43
581,male,wore,29
582,male,hot,290
583,male,smiling,33
584,male,pull,395
585,male,possible,30
586,male,police,24
587,male,every,114
588,male,mhm,900
589,male,vase,28
590,male,smoke,21
591,male,sand,37
592,male,take,1542
593,male,fair,43
594,male,„,820
595,male,though,236
596,male,wheels,98
597,male,away,615
598,male,who's,413
599,male,chocolate,279
600,male,tickle,123
601,male,likes,101
602,male,rice,40
603,male,machines,51
604,male,someone,44
605,male,finished,183
606,male,dreams,30
607,male,Star,84
608,male,closed,107
609,male,parents,38
610,male,mountain,24
611,male,television,21
612,male,witch,50
613,male,ideas,59
614,male,feeling,45
615,male,anywhere,33
616,male,door,357
617,male,mix,30
618,male,tire,146
619,male,eighty,22
620,male,very,981
621,male,wear,113
622,male,mommy,241
623,male,hello,91
624,male,lap,33
625,male,learn,183
626,male,Mrs,43
627,male,asleep,34
628,male,must,211
629,male,hitting,33
630,male,disappeared,30
631,male,MacWhinney,22
632,male,anything,333
633,male,Santa_Claus,20
634,male,sound,121
635,male,ta,58
636,male,tape,722
637,male,grape,25
638,male,sticky,26
639,male,Bro,56
640,male,zuggle,23
641,male,crying,54
642,male,Aaron,24
643,male,hour,45
644,male,own,116
645,male,either,148
646,male,nine,138
647,male,think,2711
648,male,kite,20
649,male,then,2647
650,male,hasta,127
651,male,napkin,32
652,male,point,31
653,male,blows,25
654,male,ntuu,20
655,male,indian,29
656,male,sing,99
657,male,Jedi,79
658,male,looking,169
659,male,cream,156
660,male,walk,368
661,male,gone,142
662,male,is,12003
663,male,made,456
664,male,complete,24
665,male,penny,89
666,male,angry,21
667,male,bus,182
668,male,change,126
669,male,number,158
670,male,lick,29
671,male,trooper,21
672,male,eating,209
673,male,pop,47
674,male,read,386
675,male,special,94
676,male,picture,227
677,male,left,137
678,male,chin,27
679,male,bag,111
680,male,didn't,1190
681,male,belt,65
682,male,high,123
683,male,boy,952
684,male,shelf,31
685,male,bites,20
686,male,jo,21
687,male,throw,554
688,male,uhuh,275
689,male,chickens,33
690,male,turtle,66
691,male,sign,20
692,male,upset,21
693,male,m,45
694,male,buy,302
695,male,river,47
696,male,words,285
697,male,brakes,21
698,male,hurts,64
699,male,leaves,141
700,male,jack,28
701,male,Merry,23
702,male,somebody's,23
703,male,pan,25
704,male,arms,81
705,male,win,50
706,male,spinners,27
707,male,we,5361
708,male,bite,501
709,male,sea,21
710,male,school,664
711,male,cash,37
712,male,monkey,141
713,male,pretending,23
714,male,end,281
715,male,washing,21
716,male,pussy,45
717,male,sleep,241
718,male,tummy,167
719,male,diapers,38
720,male,waffle,24
721,male,cows,28
722,male,Sunday,36
723,male,weird,32
724,male,welcome,151
725,male,hum,73
726,male,Rossy,108
727,male,bagels,67
728,male,arrow,34
729,male,shirt,163
730,male,barn,24
731,male,clean,132
732,male,Micah,21
733,male,mama,24
734,male,eyes,120
735,male,everyone,33
736,male,Miss,31
737,male,hanging,32
738,male,shall,48
739,male,tires,20
740,male,dog,203
741,male,station,22
742,male,c,23
743,male,opened,30
744,male,spit,36
745,male,present,82
746,male,have,4315
747,male,toes,29
748,male,soup,60
749,male,Halloween,35
750,male,hippo,58
751,male,changed,42
752,male,fat,60
753,male,thing,496
754,male,couldn't,113
755,male,each_other,34
756,male,problem,99
757,male,was,3302
758,male,looked,67
759,male,turned,126
760,male,regular,35
761,male,d,21
762,male,burn,30
763,male,brown,38
764,male,called,317
765,male,twenty,67
766,male,nuts,28
767,male,grocery,22
768,male,boys,326
769,male,after,451
770,male,poison,21
771,male,Sandra,22
772,male,names,127
773,male,song,71
774,male,cartoons,46
775,male,cup,309
776,male,spaghetti,37
777,male,questions,29
778,male,whoops,89
779,male,out,1709
780,male,beach,66
781,male,ramp,34
782,male,even,334
783,male,goodbye,33
784,male,gyere,20
785,male,mustache,49
786,male,playing,209
787,male,he'll,119
788,male,yellow,161
789,male,Daddy'll,45
790,male,sleepy,21
791,male,donkey,25
792,male,teacher,56
793,male,carrying,20
794,male,few,43
795,male,Julie,27
796,male,geese,60
797,male,telephone,47
798,male,would,1720
799,male,pieces,97
800,male,floor,210
801,male,screws,26
802,male,under,139
803,male,we've,70
804,male,show,583
805,male,driver,20
806,male,dirty,118
807,male,bagel,24
808,male,clock,92
809,male,doors,25
810,male,wants,329
811,male,who,1288
812,male,taste,87
813,male,excellent,31
814,male,done,410
815,male,anyone,30
816,male,name,610
817,male,egg,95
818,male,hulk,37
819,male,thunder,34
820,male,noise,91
821,male,deal,86
822,male,sideways,21
823,male,sticks,39
824,male,horsie,68
825,male,b,54
826,male,saying,284
827,male,caterpillar,21
828,male,what,13650
829,male,Daniel,27
830,male,John,42
831,male,idea,381
832,male,suit,30
833,male,crumbs,44
834,male,yet,312
835,male,pie,42
836,male,add,39
837,male,toot,86
838,male,monsters,50
839,male,yours,179
840,male,knife,42
841,male,I'm,2676
842,male,tough,35
843,male,knees,27
844,male,did,5206
845,male,drank,41
846,male,rocking,51
847,male,man,293
848,male,/.,478
849,male,record,81
850,male,ya,527
851,male,weapons,27
852,male,brush,139
853,male,lion,79
854,male,ah,306
855,male,run,145
856,male,smart,142
857,male,street,100
858,male,gimme,29
859,male,feel,377
860,male,meant,59
861,male,ears,42
862,male,broken,103
863,male,threw,61
864,male,hamburger,33
865,male,knocked,29
866,male,penguins,25
867,male,seat,70
868,male,be,2600
869,male,budleyley,26
870,male,tonight,220
871,male,back,1740
872,male,badji,77
873,male,country,22
874,male,truth,29
875,male,roll,60
876,male,looks,319
877,male,o,90
878,male,keys,105
879,male,hit,251
880,male,aren't,204
881,male,like,3851
882,male,girls,93
883,male,bum,32
884,male,microwave,29
885,male,Albuquerque,36
886,male,bowl,79
887,male,summer,59
888,male,Jenny,55
889,male,splashy,25
890,male,drawer,48
891,male,beep,44
892,male,morning,298
893,male,splat,36
894,male,soft,28
895,male,cheese,115
896,male,talk,640
897,male,eggs,122
898,male,vegetables,45
899,male,lets,46
900,male,head,490
901,male,bet,134
902,male,handle,21
903,male,fixed,78
904,male,chop,33
905,male,pants,86
906,male,army,29
907,male,ketchup,21
908,male,tapes,57
909,male,brothers,53
910,male,floppy,50
911,male,daddy,398
912,male,you,36877
913,male,meat,113
914,male,alligator,44
915,male,plate,77
916,male,garbage,61
917,male,to,12300
918,male,fingers,80
919,male,game,202
920,male,pee,112
921,male,oop,82
922,male,kill,65
923,male,policeman's,28
924,male,sauce,34
925,male,Paul,23
926,male,face,183
927,male,carpet,21
928,male,scared,66
929,male,bathroom,80
930,male,things,623
931,male,Empire,54
932,male,snap,70
933,male,puppy,28
934,male,young,30
935,male,aw,25
936,male,certainly,25
937,male,spin,32
938,male,care,82
939,male,others,21
940,male,corn,36
941,male,takes,51
942,male,owie,28
943,male,see,4049
