,decade,word,pfgw,freq,OR,LOR
0,70s,by,0.5031147433235024,158,1.012544406869902,0.012466377673735606
1,70s,pig,0.9737836416845603,35,37.15357920574951,3.6150601112268053
2,70s,crocodile,0.31026982386588675,24,0.4498126947607932,-0.7989240167320358
3,70s,pretty,0.5724964633581627,207,1.3394596310362326,0.2922662722107487
4,70s,kitty,0.9257286258328711,273,12.486316199562488,2.5246333406471435
5,70s,grilled,0.0,23,1.0,0.0
6,70s,Miriam,1.0,34,1.0,0.0
7,70s,yup,0.9984008929697674,1145,629.8786030267753,6.445527107209487
8,70s,place,0.6902727738252867,76,2.2291296116729,0.8016112006149129
9,70s,buy,0.5717796369154614,60,1.3353313840155945,0.2891794887758451
10,70s,screw,0.08344291480848214,39,0.09101853988768367,-2.3966920581869586
11,70s,finish,0.6860231727376147,30,2.185130757926646,0.7816756702016951
12,70s,boy,0.6498892873152015,305,1.8575059043751998,0.6192346762723967
13,70s,noise,0.5592149972977222,67,1.268754156151402,0.23803543958695128
14,70s,none,0.5437519204132873,23,1.1918077537206486,0.17547127520037253
15,70s,Jack,0.8810167937058766,70,7.407554207842051,2.0025003184060095
16,70s,moon,0.7529295183996894,72,3.048263165995642,1.1145719746470204
17,70s,piggy,0.6860231727376148,21,2.185076050746659,0.7816506337755557
18,70s,growing,0.4618947764318509,25,0.8583606081721206,-0.15273097854606443
19,70s,together,0.307669226442538,83,0.44429369141611474,-0.8112694680694735
20,70s,count,0.2044884387226924,21,0.2570298934796745,-1.3585628838096848
21,70s,feets,0.5220968578014537,22,1.0924820359742118,0.0884522048082201
22,70s,sugar,0.6421899625340921,37,1.794919706745513,0.5849602893216549
23,70s,story,0.7884611905413512,75,3.72848234071787,1.3160012716938272
24,70s,monkeys,0.6412794220022955,29,1.787794156218853,0.5809825449666718
25,70s,say,0.5102342472598053,379,1.0418519786876352,0.040999878238138256
26,70s,medicine,0.5220968578014535,20,1.0924813244808935,0.08845155354483404
27,70s,swim,0.6640753545395646,59,1.9771437365681528,0.6816532459301423
28,70s,through,0.18728509395714904,155,0.23028390598310328,-1.4684423574324001
29,70s,barrels,0.41256115180366354,23,0.7022842371808399,-0.35341706063569794
30,70s,lemme,1.0,45,1.0,0.0
31,70s,outside,0.3051118616579952,293,0.43871784964233884,-0.8238987840554228
32,70s,Rufus,0.0,38,1.0,0.0
33,70s,sorry,0.5381714726657396,31,1.1653261730921625,0.1530010247345885
34,70s,nurse,0.6500077540918988,27,1.8573182741429188,0.6191336592533273
35,70s,took,0.4075317405375951,44,0.6878133057043011,-0.3742378358609685
36,70s,ago,0.20134776277900576,32,0.25207491163317514,-1.3780289672605903
37,70s,skirt,0.9076832284771388,20,9.833491055972303,2.285794014139435
38,70s,tall,0.4503548573276928,28,0.8193389803125072,-0.1992573853846645
39,70s,Chris,0.08675612051436421,25,0.09498383332892946,-2.35404857734804
40,70s,knocked,0.3188953834338953,20,0.4681786860004682,-0.7589052482411919
41,70s,game,0.22286304599986814,101,0.2866592419905826,-1.2494610787709564
42,70s,Christopher,1.0,47,1.0,0.0
43,70s,teacher,0.2669471214846812,28,0.36412382872001603,-1.0102612804052307
44,70s,pants,0.6116799484138703,105,1.5754698424011457,0.4545535404268772
45,70s,called,0.6347735269597626,57,1.738225916345001,0.5528650047852303
46,70s,trash,0.4214021516097014,25,0.7282952386081256,-0.3170487654589935
47,70s,poisonous,0.0,20,1.0,0.0
48,70s,lives,0.49828372214929983,21,0.9931578465155931,-0.006865668339439624
49,70s,lie,0.9857898254481201,129,69.43897555942279,4.240448317354773
50,70s,tape,0.23158032486945845,185,0.3011571557568426,-1.2001230383374064
51,70s,makes,0.5628527841892152,61,1.2876319087191663,0.25280480168187547
52,70s,tongue,0.7108211009633513,26,2.458268897864974,0.8994574021762818
53,70s,looking,0.4970904285628226,80,0.988425663828688,-0.011641840181813131
54,70s,hunhunh,0.0,107,1.0,0.0
55,70s,la,0.7775759884114272,21,3.4962247166806435,1.251683733954261
56,70s,fast,0.2669471214846812,72,0.3640700134641277,-1.0104090851595935
57,70s,flat,0.04730866862545222,23,0.04965060786957519,-3.0027446454727458
58,70s,rest,0.3479113900349662,64,0.5334585481380963,-0.6283739092194286
59,70s,flying,0.6137584488136208,27,1.5891259082900682,0.4631841218541425
60,70s,wall,0.5289286596513522,73,1.1228556844880833,0.11587515858299696
61,70s,eight,0.6425119474416361,82,1.7976092062910447,0.5864575633105834
62,70s,needs,0.5220968578014537,50,1.0924919980302843,0.08846132350337851
63,70s,something,0.4563419128555547,458,0.8391451366088097,-0.1753715998607719
64,70s,jumping,0.7252857446266696,41,2.640511987935121,0.9709728331792072
65,70s,bounce,0.6628971350418627,28,1.9665874206578187,0.6762997668509455
66,70s,candy,0.2629316464783535,130,0.35656788088231806,-1.0312306480462554
67,70s,knot,0.17224732398619852,25,0.20806595722934798,-1.5699001474828795
68,70s,telephone,0.6930425045680096,46,2.2580800541696804,0.8145149186728249
69,70s,knock,0.5753116824718034,56,1.3547526199966144,0.3036188693958681
70,70s,yeah,0.46377114995312907,4773,0.862647008226205,-0.14774970028036738
71,70s,popped,0.15966069824994833,27,0.18997058948466206,-1.660886010989187
72,70s,we,0.34048733962130695,1879,0.514016783842971,-0.6654993606690881
73,70s,first,0.27193060938381186,157,0.37330261611347854,-0.9853658850136171
74,70s,cry,0.9203124585394483,162,11.56103706067124,2.4476405703511586
75,70s,apple,0.8260835650065711,123,4.752774775492471,1.5587286107511833
76,70s,two,0.4075317405375951,704,0.6871996224375562,-0.3751304577337264
77,70s,says,0.6261859888114317,76,1.6753661107990183,0.5160317150046524
78,70s,mice,0.45516600703687293,30,0.8354049944335328,-0.17983864844335795
79,70s,babies,0.9326055026941105,41,13.84176060944173,2.6276901537636705
80,70s,wonder,0.6759173449537953,32,2.08580799221091,0.7351563064221094
81,70s,cheese,0.47390906401252625,104,0.9007761928639184,-0.1044984508270454
82,70s,sleep,0.8181296782178646,261,4.504083966403648,1.504984533293202
83,70s,wrong,0.17361600122057133,62,0.21003042409687894,-1.5605028821064726
84,70s,bathroom,0.915169283101056,87,10.794134966208414,2.3790029279359937
85,70s,stick,0.4358969229748271,70,0.7726749471335778,-0.2578968270690895
86,70s,alligator,0.13841973772240496,39,0.1606256867149728,-1.8286785480734786
87,70s,butter,0.2468417795885449,156,0.3275560377663381,-1.1160961308606052
88,70s,Abe,0.0,69,1.0,0.0
89,70s,look,0.5269141678910971,1139,1.1142868580548662,0.1082146110992012
90,70s,snakes,0.04730866862545222,23,0.04965060786957519,-3.0027446454727458
91,70s,the,0.5043427737445282,8164,1.0180705845561762,0.017909252223857777
92,70s,pens,0.1349987879824899,40,0.156035282377714,-1.8576731282170622
93,70s,paper,0.4473706931473243,242,0.8093802115902166,-0.21148649508458156
94,70s,fight,0.5568054315396284,43,1.2563907055474342,0.22824309096909054
95,70s,yellow,0.5987416372087266,97,1.4923720069219284,0.40036680510098926
96,70s,doctor,0.6578570104293957,69,1.923067049380911,0.6539213330715571
97,70s,cold,0.5542800176838529,201,1.2437617144461544,0.21814042809648462
98,70s,rain,0.6860231727376148,27,2.185112521638777,0.7816673245391301
99,70s,nothing,0.42714977818170907,106,0.7455728393704538,-0.29360244415724207
100,70s,hafta,0.5069546563500855,429,1.0282562337259133,0.027864390571399146
101,70s,fruit,0.6748708667609092,29,2.0758582485727914,0.7303746819380854
102,70s,raining,0.4214021516097014,80,0.7282492440039704,-0.31711192124272625
103,70s,drawing,0.8072407248139032,29,4.188381934292529,1.4323144861501003
104,70s,poop,0.053052110154461686,41,0.05600979476093906,-2.8822286970959965
105,70s,queen,0.7319886686954156,21,2.731385311360384,1.0048089205514483
106,70s,closed,0.5437519204132873,46,1.1918254632748086,0.1754861344950275
107,70s,family,0.8515326934047842,25,5.736254731788386,1.7468065116188538
108,70s,hm,0.15460652664581062,265,0.18264221247714177,-1.70022616296438
109,70s,paint,0.21781738060896724,64,0.2784016545531892,-1.2786904074605483
110,70s,trick,0.12285379573019607,44,0.14002771853496535,-1.9659148864347074
111,70s,end,0.24164193362551137,31,0.3186016186358531,-1.1438138010550232
112,70s,more,0.666574680070227,1115,2.0047451201150492,0.6955169305406963
113,70s,would,0.2752388176867818,566,0.37906745191318575,-0.9700411163493805
114,70s,part,0.34220298684841155,186,0.5200042659348609,-0.653918263719428
115,70s,walk,0.6174273116226356,109,1.6141894671734276,0.4788329527805569
116,70s,Patsy,0.0,63,1.0,0.0
117,70s,clean,0.8476001648564749,67,5.563652875134593,1.7162548844684558
118,70s,Agra,1.0,22,1.0,0.0
119,70s,anything,0.363051865921802,70,0.569907138391195,-0.5622818465288149
120,70s,fish,0.41097285299181174,195,0.6975377880240669,-0.3601985903755129
121,70s,falling,0.5420225724568113,25,1.1835320818587476,0.16850325721645093
122,70s,walking,0.7988993152785824,51,3.9735484787157316,1.3796595188309653
123,70s,likes,0.7407472863293592,47,2.857726134928945,1.0500262508885991
124,70s,Wilbur,1.0,29,1.0,0.0
125,70s,seen,0.21452719543917848,20,0.2730961850618129,-1.2979312196157433
126,70s,Daddy,0.41574381112856346,1473,0.7102830512179337,-0.34209172470479926
127,70s,carriage,1.0,32,1.0,0.0
128,70s,or,0.3466743863757473,208,0.530384672475879,-0.6341527385750263
129,70s,hear,0.7479767746153192,223,2.970358930909651,1.0886827976707063
130,70s,juice,0.8340354013891219,196,5.030373097541438,1.615494155822377
131,70s,reach,0.43830913302975705,48,0.7803049204724937,-0.2480705120065703
132,70s,arm,0.9562353359438678,63,21.859112003878924,3.0846178599598453
133,70s,ssh,0.813776683298737,35,4.370622860000769,1.4749055298435607
134,70s,forgot,0.2583391110752802,91,0.34821480243251585,-1.0549357412577856
135,70s,cars,0.6210271300879847,55,1.6388734995383194,0.49400911529331015
136,70s,Jason,0.0,50,1.0,0.0
137,70s,wipe,0.606657948598283,41,1.542416675831748,0.43335045642860615
138,70s,diaper,1.0,55,1.0,0.0
139,70s,lick,0.18698828113813284,46,0.22994718014021864,-1.4699056479971668
140,70s,spread,0.4765480917137128,22,0.9103882815445097,-0.09388408745860921
141,70s,make,0.46360541755317564,849,0.8639066186892701,-0.14629059623992155
142,70s,trees,0.8636924433941906,34,6.33754116524576,1.8464908643984954
143,70s,bag,0.6055801199707835,89,1.5355834051088049,0.4289103773062245
144,70s,win,0.09848787470248498,44,0.10922001092400124,-2.2143909822398116
145,70s,jumped,0.1793153606345623,42,0.21845275645069467,-1.521185505441849
146,70s,but,0.7286569780814002,536,2.6903263138717746,0.989662492528772
147,70s,magic,0.20642031812921394,26,0.2600844473555801,-1.3467489031804438
148,70s,eating,0.7391095414206995,212,2.835186331025408,1.042107660249328
149,70s,real,0.154032877354193,196,0.1819028199899973,-1.704282690609581
150,70s,eggs,0.6763702372312252,67,2.090319714055046,0.7373170275095872
151,70s,song,0.5647088812959985,35,1.2973565867019559,0.2603287994687748
152,70s,fingers,0.43334170289115914,34,0.7647066064518114,-0.26826303969660503
153,70s,Deedee,1.0,30,1.0,0.0
154,70s,it,0.41102767037532445,6665,0.6917112694175226,-0.3685866511597227
