,child_sex,word,freq
0,male,held,28
1,male,tails,21
2,male,second,297
3,male,heart,101
4,male,Robin,28
5,male,oh,6336
6,male,!,2945
7,male,duck,97
8,male,smooth,53
9,male,fill,32
10,male,dogs,74
11,male,whoever,21
12,male,kicked,22
13,male,wonderful,55
14,male,hundred,34
15,male,California,26
16,male,pushed,27
17,male,small,94
18,male,snow,79
19,male,hide,61
20,male,across,49
21,male,village,25
22,male,whoa,32
23,male,messing,22
24,male,shake,50
25,male,laugh,53
26,male,answer,74
27,male,bows,20
28,male,Boston,21
29,male,Vadar,40
30,male,tag,39
31,male,mean,1278
32,male,cookies,183
33,male,pipe,53
34,male,still,461
35,male,any,882
36,male,doing,900
37,male,tv,258
38,male,live,163
39,male,rain,42
40,male,crash,52
41,male,for,3141
42,male,trouble,108
43,male,practice,20
44,male,Marky's,226
45,male,important,45
46,male,long,422
47,male,life,37
48,male,picked,45
49,male,chips,23
50,male,k,27
51,male,sandwich,87
52,male,you're,2854
53,male,five,354
54,male,cut,354
55,male,olds,27
56,male,trying,207
57,male,friends,179
58,male,wash,261
59,male,choke,164
60,male,ninight,104
61,male,basket,103
62,male,bees,30
63,male,kick,110
64,male,crackers,34
65,male,this,4858
66,male,drinking,48
67,male,thinks,51
68,male,ax,26
69,male,milk,667
70,male,Yoda,47
71,male,another,834
72,male,time,997
73,male,highchair,98
74,male,truck,177
75,male,found,120
76,male,belly,28
77,male,helicopter,36
78,male,shave,20
79,male,gave,153
80,male,in,6938
81,male,bunny,40
82,male,years,97
83,male,hyena,25
84,male,plenty,29
85,male,presents,77
86,male,Sarlac,21
87,male,lamp,20
88,male,snakes,33
89,male,down,2168
90,male,ding,24
91,male,Hungary,20
92,male,nothing,148
93,male,stupid,29
94,male,lemme,33
95,male,byebye,89
96,male,program,29
97,male,orange,211
98,male,four,319
99,male,snake,123
100,male,wasn't,245
101,male,set,143
102,male,almost,261
103,male,week,111
104,male,cups,51
105,male,died,73
106,male,ummhm,236
107,male,they've,20
108,male,desk,44
109,male,rub,25
110,male,ago,77
111,male,covers,25
112,male,one's,123
113,male,we're,803
114,male,catch,155
115,male,rug,49
116,male,tail,24
117,male,buddy,62
118,male,the,22182
119,male,there,5205
120,male,hand,372
121,male,wine,38
122,male,ow,37
123,male,s,60
124,male,fur,21
125,male,huggie,21
126,male,knot,34
127,male,Dabee,29
128,male,beer,48
129,male,am,223
130,male,uhoh,75
131,male,honk,37
132,male,cousin,21
133,male,need,589
134,male,Teddy,62
135,male,squeak,60
136,male,draw,112
137,male,nah,28
138,male,Tonya,20
139,male,finish,238
140,male,pole,31
141,male,dollar,38
142,male,mom,76
143,male,comb,24
144,male,trucks,42
145,male,probably,168
146,male,Superman,28
147,male,don't,5375
148,male,kneel,37
149,male,syrup,67
150,male,news,32
151,male,their,356
152,male,turn,821
153,male,fits,23
154,male,share,55
155,male,mistake,81
156,male,closet,37
157,male,pig,61
158,male,upon,48
159,male,showing,43
160,male,ate,171
161,male,king,103
162,male,rule,27
163,male,ship,36
164,male,medicine,157
165,male,a_lot,56
166,male,knight,29
167,male,lights,91
168,male,rock,74
169,male,elbows,53
170,male,Brussels,27
171,male,move,274
172,male,soon,160
173,male,gas,61
174,male,hate,50
175,male,too,1702
176,male,Jimmy,32
177,male,days,107
178,male,them,2206
179,male,Edna,26
180,male,hedge,20
181,male,water,665
182,male,your,7291
183,male,should,588
184,male,eeat,40
185,male,played,69
186,male,kiss,408
187,male,they're,813
188,male,outside,337
189,male,spoon,220
190,male,bark,102
191,male,hair,289
192,male,example,21
193,male,football,29
194,male,round,39
195,male,throwing,45
196,male,breath,20
197,male,bank,23
198,male,carrots,30
199,male,easy,116
200,male,dishes,37
201,male,page,52
202,male,Brian,69
203,male,we'd,61
204,male,course,84
205,male,working,75
206,male,Flintstones,25
207,male,fruit,25
208,male,noodle,38
209,male,tiger,73
210,male,better,666
211,male,sorry,255
212,male,missing,46
213,male,wait,675
214,male,strawberry,49
215,male,mwuh,84
216,male,pudding,53
217,male,excuse,43
218,male,ready,792
219,male,breakfast,307
220,male,had,731
221,male,crazy,54
222,male,King,50
223,male,eats,47
