,child_sex,word,freq
0,male,Chi's,40
1,male,sunshine,33
2,male,buzz,46
3,male,Robin,68
4,male,!,9354
5,male,logs,30
6,male,wonderful,44
7,male,fold,34
8,male,umbrella,48
9,male,snow,94
10,male,human,24
11,male,across,45
12,male,answer,35
13,male,north,33
14,male,Boston,23
15,male,mean,442
16,male,cookies,190
17,male,pipe,44
18,male,still,733
19,male,live,180
20,male,roared,59
21,male,k,28
22,male,five,390
23,male,trying,216
24,male,whee,42
25,male,friends,111
26,male,Timmy,102
27,male,kick,37
28,male,this,7586
29,male,thinks,32
30,male,castle,32
31,male,time,891
32,male,found,322
33,male,bunny,267
34,male,years,111
35,male,plenty,33
36,male,cooking,95
37,male,down,1911
38,male,nothing,180
39,male,dip,26
40,male,lemme,105
41,male,orange,208
42,male,snake,42
43,male,crayon,79
44,male,set,147
45,male,week,107
46,male,Tuesday,105
47,male,paying,25
48,male,rub,24
49,male,ago,67
50,male,bean,22
51,male,one's,158
52,male,tail,101
53,male,buddy,79
54,male,remind,22
55,male,ow,76
56,male,s,24
57,male,crab,41
58,male,fuzzy,60
59,male,Richard,27
60,male,moved,26
61,male,need,597
62,male,nah,38
63,male,finish,319
64,male,Bear,402
65,male,comb,48
66,male,mom,35
67,male,bouncie,28
68,male,probably,298
69,male,bathtime,26
70,male,themselves,24
71,male,Mot,72
72,male,share,45
73,male,showing,31
74,male,king,30
75,male,ship,29
76,male,medicine,48
77,male,lights,23
78,male,rock,47
79,male,beads,37
80,male,move,216
81,male,certain,21
82,male,Sesame,27
83,male,them,2603
84,male,your,5822
85,male,should,719
86,male,played,117
87,male,kiss,129
88,male,pear,25
89,male,outside,233
90,male,hair,225
91,male,swings,20
92,male,throwing,53
93,male,doll,113
94,male,dish,62
95,male,dressing,34
96,male,page,201
97,male,Brian,50
98,male,we'd,50
99,male,fruit,67
100,male,better,599
101,male,boring,59
102,male,strawberry,33
103,male,ready,494
104,male,breakfast,90
105,male,had,836
106,male,g,31
107,male,nineteen,21
108,male,grab,32
109,male,stays,20
110,male,"""/.",195
111,male,toast,51
112,male,yell,21
113,male,pajamas,39
114,male,yuck,57
115,male,yogurt,35
116,male,enough,282
117,male,turkey,57
118,male,zoo,118
119,male,test,20
120,male,eat,1783
121,male,seems,32
122,male,call,419
123,male,yelling,21
124,male,said,1587
125,male,Swiss,30
126,male,people,436
127,male,maybe,630
128,male,asking,26
129,male,snort,46
130,male,laying,20
131,male,lots_of,95
132,male,calf,59
133,male,Mother,22
134,male,please,779
135,male,past,123
136,male,blocks,199
137,male,sir,68
138,male,New,28
139,male,wish,29
140,male,himself,163
141,male,understand,67
142,male,camera,47
143,male,laughing,91
144,male,button,128
145,male,nickel,31
146,male,hm,1330
147,male,happening,46
148,male,plastic,52
149,male,also,158
150,male,sounds,88
151,male,pages,32
152,male,wouldn't,164
153,male,next,447
154,male,bye,230
155,male,David,91
156,male,sit,871
157,male,they,3426
158,male,fox,40
159,male,reach,69
160,male,puzzle,181
161,male,crawl,31
162,male,Lassie,54
163,male,ooh,89
164,male,that'll,40
165,male,lonely,31
166,male,she,1548
167,male,Ernie,72
168,male,built,135
169,male,hope,120
170,male,whining,24
171,male,seven,96
172,male,bundles,24
173,male,french,20
174,male,music,58
175,male,hungry,864
176,male,other,935
177,male,than,370
178,male,me,3397
