,word,pfgw,freq,OR,LOR
0,trunk,0.1501103752759382,453,0.17656413161845666,-1.7340711166591878
1,Dad,0.17406143344709898,879,0.2106160128535513,-1.5577186477304197
2,April,0.9696969696969697,33,32.00104963770569,3.4657687034400824
3,same,0.46731234866828086,413,0.8772476604012797,-0.1309659314915571
4,climbing,0.8208955223880596,67,4.583541872781237,1.5224720339253053
5,shave,0.44999999999999996,20,0.8181800867834572,-0.2006728116179425
6,boat,0.5136612021857924,366,1.0561909525907507,0.054668995253960656
7,penguin,0.5576923076923077,52,1.2608775699676122,0.2318079626321749
8,roller,0.28571428571428575,42,0.39999238182302976,-0.9163097774979474
9,Minnie,0.6666666666666667,21,2.000014813153234,0.6931545871091337
10,pan,0.5555555555555556,36,1.2500052904454557,0.22314778366161794
11,black,0.5325884543761639,537,1.1394844400542983,0.13057591454613043
12,wrap,0.45454545454545453,33,0.8333306881245999,-0.18232473104947272
13,apart,0.5267175572519084,131,1.1129114690891746,0.10697952653240021
14,careful,0.41964285714285715,112,0.7230631512470058,-0.3242587145147166
15,cock_a_doodle_doo,0.7586206896551724,29,3.142907024305567,1.1451481755470068
16,I've,0.5507246376811594,207,1.2258336915833203,0.20362117707546248
17,bit,0.592896174863388,366,1.4564806470991267,0.3760230100644872
18,telephones,0.5957446808510638,47,1.473698244247789,0.38777505384584937
19,rock,0.5093167701863355,322,1.03798127416662,0.037277744279061074
20,Zach,0.21212121212121213,33,0.26922535677256015,-1.3122064925844503
21,Cleo,1.0,26,1.0,0.0
22,push,0.3532258064516129,620,0.5460294708307604,-0.605082328813364
23,crayon,0.6546762589928057,139,1.8959195961182145,0.6397039958229768
24,pumps,0.88,25,7.333480760725342,1.9924502682234027
25,ya,0.5797317436661699,671,1.3795888583121838,0.3217855260202366
26,unhunh,0.4948453608247423,97,0.979590800208549,-0.020620345323735002
27,send,0.3846153846153845,39,0.6249940482803498,-0.4700131520425176
28,son,0.34375,32,0.5238039814908726,-0.6466377457711817
29,cries,0.6333333333333334,30,1.727287348124698,0.546552171036017
30,horsies,0.6969696969696969,33,2.300031636964248,0.8329228780423491
31,tickle,0.4806201550387597,129,0.9253682384746946,-0.07756352504044214
32,burned,0.4516129032258064,31,0.8235267976788411,-0.19415918869311696
33,isn't,0.5064935064935064,385,1.0263212201469625,0.025980777814506608
34,looked,0.46875,96,0.8823473393801612,-0.1251694916766431
35,Chicky,0.7272727272727273,22,2.666694882256344,0.9808398338018786
36,take,0.47771836007130125,2805,0.9145546226607303,-0.08931808339889064
37,cash,0.5192307692307693,52,1.0800022854893645,0.07696315732774521
38,ant,0.5499999999999999,20,1.2222248086375926,0.20067281161794245
39,hotdog,0.7692307692307693,52,3.3334320904050454,1.204002431008575
40,radio,0.41304347826086957,46,0.7036977470603083,-0.35140635157748684
41,they're,0.5411119812059515,1277,1.179311986685116,0.16493120629948957
42,o,0.6215384615384615,325,1.6424137255115543,0.49616694367229613
43,bracelet,0.575,40,1.3529497656916512,0.3022872204074803
44,gas,0.1395348837209302,129,0.16214620506855631,-1.8192568503352076
45,lock,0.338235294117647,68,0.5110992134493426,-0.6711915521460026
46,alphabet,0.5454545454545454,33,1.2000038091126672,0.1823247310494727
47,Koko,0.021739130434782608,46,0.02222118766702041,-3.8067090458381183
48,nice,0.364153627311522,703,0.5725911649967508,-0.5575833160621152
49,river,0.07547169811320754,53,0.08162876626913998,-2.505573551327316
50,card,0.9090909090909092,44,10.000380920133745,2.302623184281938
51,pear,0.7647058823529412,102,3.250185706032113,1.1787121350267735
52,purse,0.6153846153846154,65,1.6000253946755831,0.47001950079202137
53,plain,0.40540540540540543,37,0.6818131318742362,-0.38299965886798826
54,mommy,0.5492481203007519,2660,1.2188537413963025,0.19791086085300486
55,frisbee,0.6956521739130435,23,2.2857360520263224,0.8266880959006427
56,bicycle,0.711111111111111,90,2.461637438172162,0.9008267537872602
57,puts,0.3255813953488372,43,0.48275095871384477,-0.7282543717327721
58,bother,0.5,24,1.0,0.0
59,broken,0.5031055900621119,483,1.0125032147041362,0.012425695009947594
60,bikes,0.22727272727272727,22,0.2941139126860068,-1.2237881285702985
61,guitar,0.5142857142857142,35,1.05882464973902,0.057159471926240976
62,eleven,0.61875,160,1.6230160797363495,0.4842861958994879
63,Mel,1.0,24,1.0,0.0
64,talks,0.58,50,1.3809640704288944,0.32278185702056217
65,feather,0.24999999999999997,28,0.3333283956521601,-1.0986271018213436
66,sort_of,0.0,20,1.0,0.0
67,oof_oof,1.0,55,1.0,0.0
68,plates,0.6285714285714286,105,1.6923560411932503,0.5261216652846818
69,steal,0.42857142857142855,21,0.7499976193272537,-0.2876852466871472
70,sandwiches,0.6153846153846154,26,1.6000101576122838,0.47000997773326125
71,pssh,0.06896551724137931,29,0.074072114687149,-2.6027161375177252
72,Millisandy,1.0,24,1.0,0.0
73,morning,0.5435540069686411,287,1.1908711995523007,0.17468513973273458
74,fixing,0.723404255319149,47,2.6154427297540197,0.961433387107826
75,person,0.31746031746031744,126,0.465093640405488,-0.7655165164523473
76,flower,0.6654411764705882,272,1.9892004308575113,0.6877327644568099
77,smaller,0.16279069767441862,43,0.19443847807969347,-1.6376394740331417
78,dishes,0.6292134831460674,89,1.6970109960806885,0.5288684659486496
79,orange,0.5649717514124294,708,1.2988277705865985,0.2614621427446376
80,Easter_Bunny,0.9310344827586208,29,13.50035710771321,2.6027161375177252
81,scared,0.4930875576036866,217,0.9727241847466649,-0.027654705895052364
82,spot,0.36734693877551017,49,0.5806371744411818,-0.5436292018126601
83,...,0.5951842751842752,10175,1.473292465171143,0.3874996684651534
84,Gloria,1.0,33,1.0,0.0
85,plants,0.3076923076923077,26,0.4444397418859704,-0.8109407970288719
86,forty,0.503875968992248,129,1.0156260746729027,0.01550524467487882
87,words,0.47619047619047616,126,0.9090851374515904,-0.0953165286277292
88,Dumbo,0.6153846153846154,104,1.6000406325127823,0.4700290242437688
89,de,0.0,27,1.0,0.0
90,spill,0.5189873417721519,79,1.0789507933644757,0.07598908131069063
91,cupcakes,0.8999999999999999,30,9.000228548936454,2.1972499713400615
92,wings,0.4565217391304348,46,0.8399964448168922,-0.17435761951457687
93,ones,0.40079365079365076,504,0.6688033857074307,-0.40226515486286996
94,set,0.44339622641509435,212,0.7965899386787565,-0.22741523864481533
95,lay,0.7757009345794392,107,3.4585492419873507,1.2408492069179216
