,word,pfgw,freq,OR,LOR,class
0,patty,1.0,63,1.0,0.0,"Black,WC"
1,told,0.5245901639344263,122,1.1035088998917293,0.09849501183095671,"Black,WC"
2,Miss,0.5072463768115942,69,1.0294211882742808,0.02899669115493874,"Black,WC"
3,Anthony,0.14089347079037803,291,0.16368620916947413,-1.8098040426897122,"Black,WC"
4,thank_you,0.6013513513513513,148,1.5088890530927732,0.4113736536186958,"Black,WC"
5,looking,0.6666666666666667,66,2.0004028234260134,0.693348571992336,"Black,WC"
6,until,0.3555555555555555,45,0.5516584907524272,-0.5948261003372559,"Black,WC"
7,dress,0.4230769230769231,26,0.733306486549151,-0.3101915382251323,"Black,WC"
8,Eric,0.25,20,0.33330282729923977,-1.0987038109584275,"Black,WC"
9,!,0.8110516934046346,1683,4.334101253968265,1.4665142655473697,"Black,WC"
10,box,0.35,40,0.5384023988166439,-0.619149045207154,"Black,WC"
11,watched,1.0,48,1.0,0.0,"Black,WC"
12,taking,0.6046511627906977,43,1.5295377608969205,0.4249655726969546,"Black,WC"
13,doctor,0.6818181818181819,22,2.1430140453919035,0.7622132705492451,"Black,WC"
14,beat,0.25,28,0.33329062410386884,-1.0987404245655568,"Black,WC"
15,headsets,0.48484848484848486,33,0.9411678562525809,-0.060633774589954115,"Black,WC"
16,ran,0.15625,32,0.1851479000324042,-1.6866003136668297,"Black,WC"
17,great,0.44,25,0.7856927124055678,-0.24118951413220494,"Black,WC"
18,Philip,0.0,60,1.0,0.0,"Black,WC"
19,Torrence,0.6458333333333333,48,1.8237631077036733,0.6009020080551707,"Black,WC"
20,Bernard,0.0,111,1.0,0.0,"Black,WC"
21,watch,0.6331360946745561,169,1.72651785709009,0.5461065807368433,"Black,WC"
22,five,0.4039408866995074,203,0.6774438997674178,-0.3894285344281245,"Black,WC"
23,.,0.48611865204329097,27627,0.9384041789111081,-0.0635745284227059,"Black,WC"
24,what're,0.14893617021276595,47,0.1749471473285377,-1.7432713659399168,"Black,WC"
25,e,0.7592592592592594,54,3.1546545954411784,1.1488790115344183,"Black,WC"
26,hurt,0.4032258064516129,62,0.675601458224481,-0.39215193563684714,"Black,WC"
27,t,0.4827586206896552,29,0.9333247909401818,-0.06900202409292731,"Black,WC"
28,man,0.34146341463414637,205,0.5182098850221522,-0.6573749353468493,"Black,WC"
29,Graeme,0.6666666666666666,24,2.0001464437061243,0.6932203997324184,"Black,WC"
30,garbage,0.35714285714285715,28,0.5555148789821094,-0.5878598854148784,"Black,WC"
31,ears,0.2380952380952381,21,0.31246854065234103,-1.1632514847857454,"Black,WC"
32,around,0.5,180,1.0,0.0,"Black,WC"
33,own,0.4166666666666667,48,0.7142334110472285,-0.3365454638361401,"Black,WC"
34,haven't,0.5428571428571428,35,1.1875326075017847,0.1718777154985405,"Black,WC"
35,avenue,0.23529411764705885,34,0.30764161935168205,-1.1788197470193271,"Black,WC"
36,wow,0.2753623188405797,69,0.3798921778607648,-0.9678678089958886,"Black,WC"
37,was,0.4804045512010114,791,0.9243109985665743,-0.07870668543504797,"Black,WC"
38,soon,0.5,36,1.0,0.0,"Black,WC"
39,about,0.5238095238095238,315,1.1001512263078783,0.09544764881673475,"Black,WC"
40,first,0.31,100,0.44911908118367166,-0.8004672121854248,"Black,WC"
41,wait,0.5020576131687242,486,1.00828295815451,0.008248842711678602,"Black,WC"
42,boy,0.39622641509433965,106,0.6561178259834661,-0.42141489338681815,"Black,WC"
43,somebody,0.4819277108433735,83,0.9302070100206109,-0.07234812618461821,"Black,WC"
44,Charlie,0.8148148148148149,27,4.4006846619252915,1.4817601338020367,"Black,WC"
45,yes,0.6138328530259366,347,1.5907036657898845,0.46417647543318585,"Black,WC"
46,Mister,0.39999999999999997,25,0.666636159236582,-0.4055108703003645,"Black,WC"
47,bit,0.6103896103896104,77,1.5669105036041477,0.4491058485355541,"Black,WC"
48,comes,0.40229885057471265,87,0.6729721764897253,-0.39605129270358674,"Black,WC"
49,hit,0.4683544303797469,79,0.8809120575983149,-0.12679747914270154,"Black,WC"
50,caught,0.0,25,1.0,0.0,"Black,WC"
51,anybody,0.31578947368421056,38,0.4614793229761059,-0.7733180299950572,"Black,WC"
52,Tanisha,0.625,24,1.6667581931452768,0.5108805381453346,"Black,WC"
53,ahead,0.4915254237288136,118,0.9666489645805675,-0.0339198643462185,"Black,WC"
54,Joyce,0.0,34,1.0,0.0,"Black,WC"
55,let's,0.4875,160,0.9511846673940892,-0.05004705295952517,"Black,WC"
56,really,0.38461538461538464,143,0.6248111575015107,-0.4703058228992214,"Black,WC"
57,hear,0.49462365591397855,465,0.9786785263904283,-0.02155205974291546,"Black,WC"
58,click,0.04761904761904762,21,0.04999130609854309,-2.9959061667016664,"Black,WC"
59,turned,0.14285714285714285,28,0.166636160911756,-1.7919425205103827,"Black,WC"
60,nursery,0.4807692307692308,52,0.9259089750265791,-0.07697934827499754,"Black,WC"
61,putting,0.6363636363636364,22,1.7500961019229537,0.5596707018121732,"Black,WC"
62,easter,0.5238095238095238,21,1.1000100675440685,0.09531933207523224,"Black,WC"
63,made,0.556701030927835,97,1.2559404328874546,0.22788464087633628,"Black,WC"
64,bother,0.3125,32,0.4544955332962252,-0.7885671931439736,"Black,WC"
65,today,0.5114503816793893,262,1.0469325527538276,0.045864510285032446,"Black,WC"
66,finish,0.6451612903225806,93,1.8186313151198286,0.598084193516878,"Black,WC"
67,if,0.48727272727272725,550,0.9502325516332292,-0.05104853315115315,"Black,WC"
68,street,0.21428571428571433,70,0.2726274256596979,-1.2996491570778335,"Black,WC"
69,played,0.11320754716981134,53,0.12761167306552815,-2.0587634305508775,"Black,WC"
70,god,0.31666666666666665,60,0.4633213183688759,-0.7693344734397042,"Black,WC"
71,big,0.42613636363636365,176,0.7423974507929008,-0.29787053125405233,"Black,WC"
72,you'd,0.5833333333333334,24,1.4000512543589088,0.33650884620743726,"Black,WC"
73,find,0.5230769230769231,65,1.0968043139502641,0.09240078247328003,"Black,WC"
74,twenty,0.4155844155844156,154,0.7109418128949487,-0.34116469093157,"Black,WC"
75,ask,0.5104166666666666,96,1.042572281674513,0.04169100722684455,"Black,WC"
76,going,0.4308943089430895,615,0.756552467970896,-0.27898339195135974,"Black,WC"
77,cmon,0.0,37,1.0,0.0,"Black,WC"
78,nose,0.380952380952381,21,0.615356455195379,-0.4855535771362448,"Black,WC"
79,happen,0.2692307692307692,26,0.3683805912562968,-0.9986386598751036,"Black,WC"
80,area,0.09999999999999999,20,0.11109484167294564,-2.197371013000887,"Black,WC"
81,pen,0.0,21,1.0,0.0,"Black,WC"
82,than,0.4,85,0.6665629186157569,-0.4056207422949008,"Black,WC"
83,James,1.0,33,1.0,0.0,"Black,WC"
84,book,0.6666666666666666,81,2.00049441946914,0.6933943597432238,"Black,WC"
85,took,0.4961832061068702,131,0.9848394667501327,-0.015276629011039357,"Black,WC"
86,something,0.5246753246753246,385,1.1040174212485947,0.09895572784687955,"Black,WC"
87,ate,0.575,40,1.353015479876161,0.30233579027335755,"Black,WC"
88,straight,0.6521739130434783,23,1.875120128503176,0.6286727259051004,"Black,WC"
89,Jt,1.0,30,1.0,0.0,"Black,WC"
90,saw,0.477124183006536,153,0.9124415064102565,-0.09163129814425017,"Black,WC"
91,ginger,0.0,23,1.0,0.0,"Black,WC"
92,john,0.6666666666666667,30,2.0001830613347003,0.6932387070386195,"Black,WC"
93,oh,0.5304347826086957,1265,1.1304305493316744,0.12259857726334017,"Black,WC"
94,grow,0.625,24,1.6667581931452768,0.5108805381453346,"Black,WC"
95,mother,0.5,156,1.0,0.0,"Black,WC"
96,remember,0.536231884057971,69,1.1563029244022118,0.14522778125293798,"Black,WC"
97,need,0.5035460992907801,141,1.0142950024463182,0.014193792291468721,"Black,WC"
98,your,0.4817997977755309,1978,0.9291380912922865,-0.07349790612092834,"Black,WC"
99,green,0.26829268292682923,123,0.36647534480654215,-1.0038240319331861,"Black,WC"
100,yup,0.761904761904762,21,3.200322176153473,1.1632514847857454,"Black,WC"
101,listening,0.25,28,0.33329062410386884,-1.0987404245655568,"Black,WC"
102,like,0.5086294416243655,985,1.035285746696479,0.03467747237793706,"Black,WC"
103,shirt,0.45454545454545453,88,0.8332723017159039,-0.18239479741689885,"Black,WC"
104,sorry,0.4680851063829787,47,0.8799758354614603,-0.12786083158979547,"Black,WC"
105,nice,0.5125000000000001,80,1.0513012998914566,0.05002873005989069,"Black,WC"
106,whole,0.6842105263157895,38,2.1669443249395104,0.7733180299950573,"Black,WC"
107,stomach,0.6206896551724138,29,1.6364684786633439,0.4925405533396462,"Black,WC"
108,fifteen,0.6052631578947368,38,1.5334456140350878,0.4275172386906296,"Black,WC"
109,hands,0.5203252032520325,123,1.084795426464976,0.0813914221783072,"Black,WC"
110,piece,0.6226415094339622,53,1.6501963566459172,0.5008942848599003,"Black,WC"
111,open,0.5443037974683544,79,1.1945209903669118,0.177745260142444,"Black,WC"
112,paint,0.8055555555555556,36,4.143691448239067,1.4215870447138192,"Black,WC"
113,spell,0.33333333333333337,27,0.49995881534631714,-0.6932295532598487,"Black,WC"
114,father,0.9500000000000001,40,19.00626172929922,2.9447684895718824,"Black,WC"
115,help,0.48000000000000004,50,0.9230600244888706,-0.08006101464483154,"Black,WC"
116,amen,0.21428571428571433,28,0.272687337189886,-1.2994294251559757,"Black,WC"
117,playing,0.6198347107438016,121,1.6308677814611992,0.4891122544185824,"Black,WC"
118,Vanessa,0.0,76,1.0,0.0,"Black,WC"
119,gave,0.6097560975609757,41,1.5626287208919156,0.4463694806060867,"Black,WC"
120,plate,0.5957446808510638,47,1.473805617985648,0.3878479112485366,"Black,WC"
121,wet,0.7307692307692308,52,2.7148820694570683,0.9987485157784364,"Black,WC"
122,girl,0.43333333333333335,90,0.7646218748956638,-0.2683738485349517,"Black,WC"
123,juice,0.7435897435897436,195,2.9025245583168386,1.0655808956451873,"Black,WC"
124,sure,0.481203007518797,133,0.927493765776325,-0.075269206058096,"Black,WC"
125,much,0.5118110236220472,127,1.0484158965076409,0.04728035498821841,"Black,WC"
126,Roland,0.24242424242424243,33,0.3199502127854299,-1.1395898803385052,"Black,WC"
127,yours,0.5632183908045977,87,1.2896035477068852,0.25433484377984633,"Black,WC"
128,next,0.45454545454545453,66,0.8332875638103433,-0.18237648172988935,"Black,WC"
129,hi,0.6487804878048781,205,1.8482546627165926,0.6142417682256451,"Black,WC"
130,leave,0.4703389830508475,236,0.8878861142155697,-0.11891179397191161,"Black,WC"
131,fun,0.25,20,0.33330282729923977,-1.0987038109584275,"Black,WC"
132,bought,0.32142857142857145,28,0.47364085825928126,-0.7473059274711932,"Black,WC"
133,four,0.45604395604395603,182,0.8382609870108725,-0.17642578664042866,"Black,WC"
134,number,0.125,24,0.1428336100615775,-1.9460748921936766,"Black,WC"
135,push,0.5555555555555556,45,1.250057209285296,0.22318931769514974,"Black,WC"
136,grandma,0.9024390243902438,41,9.25279440843678,2.2249256041112395,"Black,WC"
137,Lynette,0.9683257918552035,221,30.629454829823437,3.4219621221170233,"Black,WC"
138,Adrienne,0.8596491228070174,57,6.127299174174174,1.8127540613704558,"Black,WC"
139,hadta,0.6129032258064516,31,1.5834347788944416,0.4595963982066889,"Black,WC"
140,start,0.6164383561643836,73,1.6073929892387613,0.47461360523338053,"Black,WC"
141,bed,0.6017699115044248,113,1.5114293708570528,0.4130558062971358,"Black,WC"
142,tv,0.6428571428571428,70,1.8003295858204857,0.5879697513743711,"Black,WC"
143,sunday,0.07500000000000001,40,0.08105585222817767,-2.5126168282476167,"Black,WC"
144,almost,0.6595744680851063,47,1.9377660377876638,0.6615357826451247,"Black,WC"
145,mom,0.18181818181818182,44,0.22216527606176625,-1.5043336873379465,"Black,WC"
146,years,0.4,30,0.6666300570804464,-0.4055200239953445,"Black,WC"
147,fingers,0.17391304347826086,23,0.21049741560061097,-1.558281903366846,"Black,WC"
148,Pleshette,0.7333333333333333,30,2.7503523995203705,1.0117290487487096,"Black,WC"
149,couldn't,0.4634146341463415,41,0.863612649089611,-0.14663093351775072,"Black,WC"
150,live,0.19696969696969696,66,0.2451932209477825,-1.4057087223341491,"Black,WC"
151,Cruz,0.5869565217391304,46,1.4211566941629563,0.35147111338254383,"Black,WC"
152,Mary,0.4090909090909091,44,0.692256999327614,-0.36779800599971274,"Black,WC"
153,on,0.5240198785201546,1811,1.101812280354091,0.09695635171418003,"Black,WC"
154,that's,0.4819159335288368,1023,0.9298722885380567,-0.07270802641728738,"Black,WC"
155,pour,0.9166666666666666,24,11.002013711544974,2.3980783207299825,"Black,WC"
156,either,0.52,50,1.0833531660671079,0.08006101464483159,"Black,WC"
157,milk,0.5657894736842105,76,1.3031495953770056,0.2647840999771348,"Black,WC"
158,answer,0.5,22,1.0,0.0,"Black,WC"
159,he,0.332063975628332,1313,0.4951349579715774,-0.7029249112067997,"Black,WC"
160,down,0.5313807531380753,478,1.1342406074694713,0.12596335869844238,"Black,WC"
161,even,0.5616438356164384,73,1.2813555665922074,0.2479185539482488,"Black,WC"
162,?,0.5037432154220476,10686,1.015867462479308,0.015742890331265986,"Black,WC"
163,under,0.5185185185185185,27,1.0769329335305593,0.0741171246759282,"Black,WC"
164,please,0.3238095238095238,105,0.4787110417795636,-0.7366581166713702,"Black,WC"
165,into,0.7755102040816326,49,3.4553993267226204,1.2399380299106413,"Black,WC"
166,hm,0.6040268456375839,298,1.526290661349895,0.42284038743099567,"Black,WC"
167,shh,0.8571428571428571,21,6.000823760926274,1.791896753291879,"Black,WC"
168,yall,0.4166666666666667,84,0.714194171049844,-0.3366004053646939,"Black,WC"
169,two,0.36658354114713215,401,0.5781726923771278,-0.547882679195367,"Black,WC"
170,monkey,0.9090909090909091,33,10.002471554241462,2.3028322178803218,"Black,WC"
171,Mickey,0.8050847457627118,118,4.133158694975178,1.4190419318345908,"Black,WC"
172,raining,0.5714285714285714,21,1.3333699429195534,0.2877095292645042,"Black,WC"
173,ring,0.4642857142857143,28,0.8666508023674415,-0.14311914876885556,"Black,WC"
174,our,0.6351351351351351,74,1.7410594818354876,0.5544938255301086,"Black,WC"
175,hurry,0.7,20,2.3335041811963624,0.8473710782194395,"Black,WC"
176,thanks,0.4583333333333333,24,0.8461383576245103,-0.16707238945627664,"Black,WC"
177,excuse,0.5774647887323944,71,1.3668042942239147,0.31247538306260586,"Black,WC"
178,any,0.3870967741935484,124,0.6314170411150329,-0.4597887138099844,"Black,WC"
179,set,0.4193548387096774,31,0.7221891715988366,-0.3254681638833695,"Black,WC"
180,pencil,0.27999999999999997,25,0.3888497387618797,-0.9445622856637591,"Black,WC"
181,bye,0.5882352941176471,68,1.428728367016247,0.3567847948162767,"Black,WC"
182,people,0.61,100,1.5644176417168396,0.4475136408215997,"Black,WC"
183,take,0.5869017632241813,397,1.4216307396703827,0.3518046209154521,"Black,WC"
184,fifty,0.4,20,0.6666422611693285,-0.4055017170242699,"Black,WC"
185,thought,0.5714285714285715,63,1.3334431862220066,0.28776445872444373,"Black,WC"
186,bathroom,0.5492957746478873,71,1.2188281006829376,0.19788982388835813,"Black,WC"
187,white,0.5925925925925927,54,1.4546786046863858,0.3747849859737047,"Black,WC"
188,Michael,0.21921182266009853,406,0.28017081575142105,-1.2723558055664828,"Black,WC"
189,we're,0.44999999999999996,140,0.8180769326818222,-0.20079889706850984,"Black,WC"
190,started,0.657142857142857,35,1.9168596491228072,0.6506882475714599,"Black,WC"
191,talking,0.3470319634703196,219,0.5311424383376909,-0.6327250482545331,"Black,WC"
192,as,0.456,125,0.8381508688664449,-0.1765571602574786,"Black,WC"
193,just,0.5849358974358975,624,1.4106380462387367,0.34404211709894633,"Black,WC"
194,you've,0.6666666666666666,21,2.000128135897272,0.6932112464563178,"Black,WC"
195,eat,0.5925925925925926,486,1.4557466206775744,0.3755189103706081,"Black,WC"
196,she's,0.6444444444444444,90,1.8129314883486702,0.5949451419515008,"Black,WC"
197,messing,0.5,30,1.0,0.0,"Black,WC"
198,been,0.47794117647058815,136,0.9154426596204581,-0.0883475496849531,"Black,WC"
199,clean,0.15384615384615385,39,0.18177325433862174,-1.704995223910522,"Black,WC"
200,spanish,0.09999999999999999,20,0.11109484167294564,-2.197371013000887,"Black,WC"
201,taste,0.4222222222222222,45,0.7307224097410269,-0.3137216317883682,"Black,WC"
202,Trina,0.949748743718593,199,18.9310137142019,2.9408015144584385,"Black,WC"
203,the,0.4646999495713566,3966,0.8658485633756674,-0.14404525479229782,"Black,WC"
204,pee,0.36666666666666664,30,0.5789049787618173,-0.5466169275509908,"Black,WC"
205,doing,0.5189393939393939,264,1.0788390011393716,0.07588546396530423,"Black,WC"
206,haha,0.5271317829457364,129,1.1148255536849405,0.10869793857763983,"Black,WC"
207,son,0.6190476190476191,21,1.6250743639026175,0.4855535771362448,"Black,WC"
208,circle,0.5294117647058824,34,1.1250205940231568,0.11780134128719597,"Black,WC"
209,knee,0.4166666666666667,24,0.7142595650599275,-0.33650884620743715,"Black,WC"
210,teach,0.5454545454545455,22,1.2000219657517321,0.18233986141953407,"Black,WC"
211,have,0.4971363115693013,873,0.988565062172772,-0.01150081944511307,"Black,WC"
212,yet,0.515625,64,1.0645356185256494,0.06253866512571254,"Black,WC"
213,quiet,0.7466666666666666,75,2.9483669160816013,1.0812514292964965,"Black,WC"
214,saying,0.3676470588235294,68,0.5812995565455512,-0.5424890671418853,"Black,WC"
215,happy,0.12698412698412698,126,0.1453294026511303,-1.9287523706454226,"Black,WC"
216,from,0.5032679738562091,153,1.0131671730794072,0.01308123937002965,"Black,WC"
217,room,0.5204081632653061,98,1.085146122459157,0.0817146530021128,"Black,WC"
218,kids,0.5652173913043478,46,1.3000713978415883,0.26241918437597167,"Black,WC"
219,shoulder,1.0,25,1.0,0.0,"Black,WC"
220,coming,0.65,100,1.8576530238496396,0.6193138758314783,"Black,WC"
221,forget,0.5,24,1.0,0.0,"Black,WC"
222,looks,0.19999999999999998,25,0.24996568071164477,-1.3864316476966825,"Black,WC"
223,mm,0.5903614457831325,166,1.4415724888535675,0.3657345239312151,"Black,WC"
224,wanted,0.45945945945945943,37,0.8499766603207147,-0.16254638832098292,"Black,WC"
225,ready,0.4782608695652173,115,0.9166247016670024,-0.0870571580371997,"Black,WC"
226,ding,0.7586206896551725,29,3.143288652473923,1.1452695933928543,"Black,WC"
227,use,0.6024096385542169,83,1.5153873407171707,0.41567107672359194,"Black,WC"
228,sister,0.47297297297297297,74,0.8974030357614824,-0.10825020260501043,"Black,WC"
229,stuff,0.5238095238095238,42,1.1000201371154497,0.0953284861053541,"Black,WC"
230,shake,0.6071428571428572,28,1.545539417015583,0.4353729866424042,"Black,WC"
231,in,0.4983069977426636,1772,0.9931958615884335,-0.00682739210224184,"Black,WC"
232,full,0.6818181818181819,22,2.1430140453919035,0.7622132705492451,"Black,WC"
233,hold,0.4736842105263158,133,0.8999423129750023,-0.10542461440654913,"Black,WC"
234,there's,0.45070422535211263,142,0.8204076352305893,-0.19795394611026437,"Black,WC"
235,seat,0.7142857142857143,42,2.5004119257069104,0.9164554885837871,"Black,WC"
236,i,0.6666666666666666,36,2.0002196816446833,0.6932570153502255,"Black,WC"
237,throw,0.30612244897959184,49,0.4410997498635179,-0.8184842389457228,"Black,WC"
238,cover,0.4827586206896552,29,0.9333247909401818,-0.06900202409292731,"Black,WC"
239,apple,1.0,23,1.0,0.0,"Black,WC"
240,kind,0.3406593406593406,91,0.5165295094072487,-0.6606228586425904,"Black,WC"
241,business,0.37037037037037035,27,0.588197608468719,-0.5306923187176364,"Black,WC"
242,"""/.",0.3548387096774194,62,0.5499093829804761,-0.5980017725470628,"Black,WC"
243,Christopher,0.59375,32,1.4616187261582396,0.3795445380947141,"Black,WC"
244,whose,0.3448275862068966,29,0.5262724368098798,-0.641936259626223,"Black,WC"
245,sposta,0.4117647058823529,34,0.6999615592308185,-0.35672986083118235,"Black,WC"
246,right,0.5010155721056194,1477,1.0040983101876197,0.004089934989398214,"Black,WC"
247,end,0.24000000000000002,25,0.31575190275101117,-1.1527984916382252,"Black,WC"
248,has,0.6694915254237289,118,2.0263830594618,0.7062524597522041,"Black,WC"
249,top,0.36956521739130427,46,0.5861425112295576,-0.534192325747302,"Black,WC"
250,every,0.7710843373493976,83,3.36980902383696,1.2148560732739129,"Black,WC"
251,all,0.48954703832752616,574,0.9589387779846447,-0.04192804556859232,"Black,WC"
252,crystal,0.8108108108108109,37,4.286616599167518,1.4554977502522017,"Black,WC"
253,be,0.5798816568047337,676,1.3816508034162118,0.32327901861044867,"Black,WC"
254,him,0.2786069651741293,402,0.3855771402506074,-0.9530140015855372,"Black,WC"
255,slow,0.5294117647058824,34,1.1250205940231568,0.11780134128719597,"Black,WC"
256,pants,0.4827586206896552,29,0.9333247909401818,-0.06900202409292731,"Black,WC"
257,little,0.40054495912806537,367,0.6677348369607776,-0.4038641349087775,"Black,WC"
258,salad,0.8684210526315789,38,6.601691688026364,1.8873259325565825,"Black,WC"
259,Derwood,0.02821316614420063,319,0.028952280124138516,-3.5421063172998832,"Black,WC"
260,get,0.4995417048579285,1091,0.9981593177504074,-0.0018423783868506047,"Black,WC"
261,it'll,0.30000000000000004,20,0.42854005064919615,-0.8473710782194394,"Black,WC"
262,hello,0.71875,96,2.5565384255358983,0.9386541659494652,"Black,WC"
263,means,0.5238095238095238,21,1.1000100675440685,0.09531933207523224,"Black,WC"
264,run,0.2619047619047619,42,0.35477375778020404,-1.036274994697575,"Black,WC"
265,breakfast,0.4090909090909091,22,0.692282347905426,-0.3677613893764792,"Black,WC"
266,fishing,0.6818181818181819,22,2.1430140453919035,0.7622132705492451,"Black,WC"
267,momma,0.7916666666666666,24,3.8004869386933198,1.3351292002842858,"Black,WC"
268,he's,0.3949044585987261,157,0.6524343749834338,-0.42704471958129914,"Black,WC"
269,work,0.4736842105263158,76,0.8999670441333981,-0.10539713395782571,"Black,WC"
270,water,0.5195530726256983,179,1.081464681750214,0.07831630915116343,"Black,WC"
271,glass,0.8260869565217391,23,4.750652150035696,1.5582819033668462,"Black,WC"
272,mean,0.47586206896551725,145,0.9078365405932691,-0.09669093795968771,"Black,WC"
273,table,0.6806722689075629,119,2.132418366874766,0.7572567191702146,"Black,WC"
274,does,0.3923076923076923,130,0.6454041229232577,-0.4378786112172524,"Black,WC"
275,one,0.501679731243001,893,1.0067693260750046,0.00674651706381484,"Black,WC"
276,Chim,1.0,49,1.0,0.0,"Black,WC"
277,probably,0.5806451612903226,31,1.3846787508404828,0.3254681638833696,"Black,WC"
278,Robert,1.0,42,1.0,0.0,"Black,WC"
279,u,0.6296296296296297,27,1.7001089185033318,0.5306923187176366,"Black,WC"
280,we,0.41289437585733885,729,0.7024514099652109,-0.35317904747571316,"Black,WC"
281,feet,0.7096774193548387,62,2.4450263005042414,0.8940558797214313,"Black,WC"
282,yeah,0.5122312824314307,1349,1.050471135537251,0.049238764045127434,"Black,WC"
283,door,0.32432432432432434,74,0.4798857655447647,-0.7342071918523521,"Black,WC"
284,warm,0.5333333333333334,30,1.1428780633865891,0.13354969792024518,"Black,WC"
285,face,0.3170731707317073,82,0.46415821814002084,-0.7675297975081283,"Black,WC"
286,back,0.5199999999999999,575,1.0835619811453496,0.08025374492239393,"Black,WC"
287,Carl,0.3375394321766561,317,0.5090430650394375,-0.6752226588604254,"Black,WC"
288,cheese,1.0,33,1.0,0.0,"Black,WC"
289,Michelle,0.888888888888889,27,8.001537771512783,2.07963374464676,"Black,WC"
290,coat,0.6326530612244898,49,1.7224271698512372,0.5437344413579287,"Black,WC"
291,bread,0.8181818181818182,55,4.501441937964625,1.5043977761081402,"Black,WC"
292,there,0.5164212910532276,883,1.068200293042964,0.06597526325691964,"Black,WC"
293,aren't,0.32,25,0.4705494736218745,-0.7538541743223725,"Black,WC"
294,recorder,0.576923076923077,26,1.363686287170151,0.3101915382251322,"Black,WC"
295,song,0.4444444444444444,36,0.7999707112587753,-0.22318016291093698,"Black,WC"
296,puppet,1.0,28,1.0,0.0,"Black,WC"
297,hunm,0.5853658536585367,41,1.4118551630301637,0.34490455805212306,"Black,WC"
298,daddy,0.85,20,5.667392790022211,1.734729186594637,"Black,WC"
299,b,0.1904761904761905,21,0.23526612413078787,-1.4470379624582597,"Black,WC"
300,mess,0.42105263157894735,38,0.727232788080148,-0.3185086490162912,"Black,WC"
301,front,0.4090909090909091,22,0.692282347905426,-0.3677613893764792,"Black,WC"
