,child_sex,word,freq
0,male,ninety,25
1,male,second,343
2,male,heart,78
3,male,Robin,38
4,male,oh,6514
5,male,!,3046
6,male,duck,116
7,male,smooth,51
8,male,fill,30
9,male,dogs,61
10,male,whoever,24
11,male,kicked,32
12,male,wonderful,51
13,male,hundred,35
14,male,California,29
15,male,pushed,24
16,male,small,83
17,male,snow,91
18,male,hide,63
19,male,human,27
20,male,across,39
21,male,village,23
22,male,whoa,33
23,male,shake,49
24,male,laugh,35
25,male,answer,87
26,male,Boston,20
27,male,Vadar,34
28,male,tag,33
29,male,mean,1301
30,male,cookies,219
31,male,pipe,49
32,male,still,419
33,male,any,898
34,male,doing,810
35,male,tv,279
36,male,live,164
37,male,rain,45
38,male,crash,48
39,male,for,3242
40,male,trouble,103
41,male,Marky's,239
42,male,important,35
43,male,long,402
44,male,life,39
45,male,picked,47
46,male,k,27
47,male,sandwich,80
48,male,you're,2839
49,male,five,337
50,male,cut,322
51,male,olds,26
52,male,trying,193
53,male,friends,178
54,male,wash,274
55,male,choke,207
56,male,ninight,128
57,male,basket,119
58,male,bees,43
59,male,kick,116
60,male,crackers,42
61,male,this,4919
62,male,drinking,46
63,male,thinks,45
64,male,ax,22
65,male,milk,616
66,male,Yoda,37
67,male,castle,23
68,male,another,811
69,male,time,1002
70,male,Erin,22
71,male,highchair,98
72,male,truck,180
73,male,found,143
74,male,belly,28
75,male,bouncing,22
76,male,helicopter,28
77,male,gave,160
78,male,in,6902
79,male,bunny,33
80,male,years,85
81,male,hyena,29
82,male,plenty,22
83,male,presents,63
84,male,Sarlac,23
85,male,snakes,40
86,male,down,2131
87,male,ding,26
88,male,Hungary,38
89,male,nothing,172
90,male,stupid,41
91,male,lemme,51
92,male,byebye,94
93,male,whoo,20
94,male,program,31
95,male,orange,211
96,male,four,303
97,male,snake,150
98,male,wasn't,278
99,male,set,141
100,male,almost,235
101,male,week,120
102,male,cups,56
103,male,died,68
104,male,ummhm,240
105,male,they've,22
106,male,desk,36
107,male,rub,25
108,male,ago,71
109,male,Matt,28
110,male,covers,26
111,male,one's,130
112,male,we're,751
113,male,catch,145
114,male,otherwise,24
115,male,rug,34
116,male,tail,42
117,male,buddy,73
118,male,the,21811
119,male,there,5205
120,male,hand,389
121,male,wine,37
122,male,ow,32
123,male,s,60
124,male,fur,21
125,male,Dabee,45
126,male,beer,42
127,male,am,244
128,male,uhoh,62
129,male,honk,34
130,male,need,599
131,male,Teddy,77
132,male,squeak,58
133,male,draw,113
134,male,nah,38
135,male,finish,232
136,male,pole,21
137,male,dollar,44
138,male,mom,80
139,male,trucks,46
140,male,probably,159
141,male,Superman,23
142,male,don't,5242
143,male,kneel,33
144,male,syrup,50
145,male,company,22
146,male,their,347
147,male,turn,793
148,male,fits,27
149,male,share,48
150,male,E,20
151,male,mistake,93
152,male,closet,31
153,male,pig,52
154,male,upon,30
155,male,showing,24
156,male,ate,175
157,male,king,94
158,male,gung,21
159,male,ship,30
160,male,medicine,162
161,male,a_lot,44
162,male,lights,83
163,male,rock,101
164,male,surprised,20
165,male,elbows,51
166,male,Brussels,27
167,male,beads,21
168,male,move,311
169,male,soon,154
170,male,gas,71
171,male,hate,66
172,male,too,1781
173,male,Jimmy,36
174,male,days,126
175,male,them,2268
176,male,water,625
177,male,your,7419
178,male,should,582
179,male,eeat,35
180,male,played,72
181,male,kiss,381
182,male,they're,820
183,male,outside,343
184,male,spoon,245
185,male,bark,87
186,male,hair,309
187,male,example,22
188,male,football,29
189,male,round,38
190,male,gold,30
191,male,throwing,39
192,male,breath,21
193,male,carrots,23
194,male,easy,113
195,male,dishes,36
196,male,page,57
197,male,Brian,78
198,male,we'd,71
199,male,course,67
200,male,working,76
201,male,Flintstones,23
202,male,fruit,25
203,male,noodle,28
204,male,tiger,71
205,male,better,676
206,male,sorry,202
207,male,missing,46
208,male,wait,691
209,male,strawberry,46
210,male,mwuh,74
211,male,pudding,42
212,male,excuse,40
213,male,ready,744
214,male,breakfast,295
215,male,had,740
216,male,crazy,61
217,male,nineteen,24
218,male,King,52
219,male,eats,32
220,male,where,2458
221,male,grab,71
222,male,screwdriver,42
223,male,group,22
224,male,say,2569
225,male,haha,42
226,male,"""/.",1034
227,male,feather,22
228,male,fighter,30
229,male,splash,33
230,male,toast,135
231,male,yell,58
232,male,pajamas,37
233,male,jumped,101
234,male,yup,39
235,male,talking,263
236,male,helping,31
237,male,sprouts,27
238,male,yuck,30
239,male,headache,34
240,male,as_soon_as,34
241,male,yogurt,23
242,male,enough,280
243,male,turkey,94
244,male,zoo,88
245,male,expensive,23
246,male,balls,32
247,male,tight,88
248,male,eat,1604
249,male,most,57
250,male,seems,27
251,male,call,353
252,male,late,108
253,male,yelling,22
254,male,you've,263
255,male,disco,37
256,male,camping,20
257,male,decide,34
258,male,said,1466
259,male,works,55
260,male,jump,370
261,male,Brendon,42
262,male,hits,28
263,male,people,572
264,male,which,482
265,male,maybe,811
266,male,babies,54
267,male,asking,29
268,male,steps,34
269,male,squirt,49
270,male,lots_of,89
271,male,stops,32
272,male,pulling,50
273,male,remember,572
274,male,please,313
275,male,doctor,78
276,male,blocks,110
277,male,came,275
278,male,dinner,192
279,male,da_who,34
280,male,old,335
281,male,get,4520
282,male,case,45
283,male,violent,43
284,male,sad,70
285,male,wish,86
286,male,green,124
287,male,park,80
288,male,himself,45
289,male,middle,69
290,male,rough,76
291,male,understand,198
292,male,camera,33
293,male,laughing,39
294,male,button,96
295,male,nickel,22
296,male,hm,549
297,male,Mexico,21
298,male,happening,41
299,male,sees,21
300,male,sort,55
301,male,plastic,20
302,male,blink,27
303,male,bend,23
304,male,straight,79
305,male,moon,25
306,male,taught,47
307,male,no-no,158
308,male,store,248
309,male,also,96
310,male,sounds,103
311,male,cats,36
312,male,in_between,20
313,male,wouldn't,214
314,male,next,385
315,male,kid,70
316,male,bye,110
317,male,lightning,32
318,male,David,73
319,male,months,23
320,male,goat,26
321,male,sit,497
322,male,taperecorder,101
323,male,they,3735
324,male,sugar,125
325,male,year,128
326,male,it,18233
327,male,alive,44
328,male,Hungarian,37
329,male,infinity,48
330,male,moomilk,29
331,male,.,102102
332,male,first,624
333,male,fox,25
334,male,reach,73
335,male,puzzle,36
336,male,doggy,24
337,male,cemetery,45
338,male,raisins,86
339,male,cause,241
340,male,Grandpa,58
341,male,sister,55
342,male,best,170
343,male,crawl,31
344,male,row,23
345,male,eighteen,24
346,male,underoos,41
347,male,computer,46
348,male,pulled,35
349,male,that'll,73
350,male,she,1202
351,male,so_that,62
352,male,built,23
353,male,hope,133
354,male,ugly,21
355,male,Chi,183
356,male,x,20
357,male,McDonald's,27
358,male,downstairs,94
359,male,seven,145
360,male,got,2218
361,male,nuhhuh,36
362,male,seventy,21
363,male,french,34
364,male,music,66
365,male,hungry,165
366,male,other,991
367,male,than,239
368,male,me,4815
369,male,sock,51
370,male,brother,190
371,male,tree,400
372,male,lady,72
373,male,woman,21
374,male,Batman,38
375,male,last,360
376,male,half,103
377,male,He_Man,40
378,male,engine,39
379,male,teeth,189
380,male,these,799
381,male,telling,92
382,male,boat,155
383,male,where's,538
384,male,bike,25
385,male,lie,73
386,male,horse,101
387,male,uhhuh,1180
388,male,there's,859
389,male,arm,75
390,male,fine,108
391,male,bedroom,48
392,male,num,37
393,male,useta,118
394,male,thought,376
395,male,register,37
396,male,stone,68
397,male,type,50
398,male,from,677
399,male,upstairs,106
400,male,somewhere,35
401,male,oops,132
402,male,hill,41
403,male,brick,20
404,male,puts,23
405,male,books,77
406,male,some,2384
407,male,how'd,26
408,male,together,248
409,male,not,4104
410,male,start,222
411,male,e,39
412,male,apple,167
413,male,tall,39
414,male,off,1307
415,male,toys,377
416,male,glue,29
417,male,brought,46
418,male,pick,336
419,male,ouch,35
420,male,sposta,169
421,male,couple,62
422,male,goose,21
423,male,promise,60
424,male,teasing,28
425,male,close,365
426,male,toy,94
427,male,dump,34
428,male,hear,468
429,male,matter,72
430,male,stage,22
431,male,Honey,139
432,male,doggies,30
433,male,falling,50
434,male,empty,43
435,male,bubbles,21
436,male,exactly,34
437,male,extra,28
438,male,giant,46
439,male,farm,27
440,male,it's,3080
441,male,wipe,92
442,male,poppop,23
443,male,numbers,29
444,male,forty,37
445,male,balloons,23
446,male,pour,61
447,male,tea,80
448,male,Spiderman,43
449,male,boots,34
450,male,terrible,60
451,male,earth,57
452,male,tomatoes,24
453,male,guy,376
454,male,em,214
455,male,movie,160
456,male,anymore,210
457,male,sky,49
458,male,only,310
459,male,tastes,23
460,male,piece,188
461,male,Steven,22
462,male,cards,34
463,male,know,3826
464,male,Ross,2832
465,male,minutes,66
466,male,wolf,37
467,male,men,66
468,male,find,493
469,male,policeman,123
470,male,dum,31
471,male,that'd,24
472,male,today,594
473,male,nuuw,28
474,male,road,124
475,male,up,4046
476,male,at,2088
