,child_sex,word,freq
0,male,Chi's,43
1,male,sunshine,28
2,male,buzz,45
3,male,Robin,49
4,male,!,9076
5,male,logs,27
6,male,wonderful,27
7,male,fold,23
8,male,umbrella,47
9,male,snow,95
10,male,human,21
11,male,across,32
12,male,answer,37
13,male,Boston,20
14,male,mean,460
15,male,cookies,163
16,male,pipe,53
17,male,still,756
18,male,live,164
19,male,roared,51
20,male,k,28
21,male,five,403
22,male,trying,237
23,male,whee,41
24,male,friends,91
25,male,Timmy,94
26,male,kick,39
27,male,this,7436
28,male,thinks,29
29,male,biting,32
30,male,castle,29
31,male,time,892
32,male,found,339
33,male,shave,25
34,male,bunny,297
35,male,years,123
36,male,plenty,25
37,male,cooking,69
38,male,down,1915
39,male,nothing,169
40,male,dip,31
41,male,lemme,102
42,male,orange,219
43,male,snake,46
44,male,crayon,70
45,male,set,150
46,male,week,87
47,male,Tuesday,90
48,male,paying,20
49,male,ago,89
50,male,hours,27
51,male,one's,150
52,male,tail,103
53,male,buddy,68
54,male,ow,76
55,male,s,21
56,male,crab,32
57,male,fuzzy,62
58,male,tiptoe,22
59,male,Richard,35
60,male,moved,31
61,male,need,589
62,male,nah,32
63,male,finish,325
64,male,Bear,411
65,male,comb,60
66,male,mom,37
67,male,bouncie,53
68,male,probably,275
69,male,bathtime,29
70,male,company,27
71,male,themselves,30
72,male,Mot,87
73,male,share,65
74,male,showing,24
75,male,king,22
76,male,ship,24
77,male,medicine,55
78,male,perfect,22
79,male,rock,73
80,male,beads,39
81,male,move,262
82,male,Sesame,21
83,male,them,2628
84,male,your,5716
85,male,should,718
86,male,played,88
87,male,kiss,133
88,male,pear,30
89,male,outside,227
90,male,hair,210
91,male,swings,21
92,male,gold,20
93,male,throwing,41
94,male,doll,95
95,male,dish,58
96,male,dressing,26
97,male,page,208
98,male,Brian,68
99,male,we'd,61
100,male,fruit,72
101,male,better,543
102,male,boring,58
103,male,naughty,21
104,male,strawberry,34
105,male,ready,460
106,male,breakfast,111
107,male,had,810
108,male,g,35
109,male,nineteen,24
110,male,grab,27
111,male,stays,23
112,male,"""/.",219
113,male,toast,43
114,male,pajamas,30
115,male,yuck,41
116,male,yogurt,39
117,male,enough,308
118,male,turkey,59
119,male,zoo,124
120,male,test,26
121,male,eat,1865
122,male,call,427
123,male,said,1535
124,male,Swiss,22
125,male,people,461
126,male,maybe,727
127,male,asking,36
128,male,snort,45
129,male,lots_of,79
130,male,calf,70
131,male,Mother,33
132,male,please,775
133,male,past,105
134,male,blocks,209
135,male,sir,70
136,male,New,26
137,male,wish,33
