,word,pfgw,freq,OR,LOR
0,Pinocchio,0.926470588235294,68,12.600338491295936,2.5337236779851575
1,May,0.5306122448979592,49,1.1304363533631172,0.12260371160489374
2,grandmother's,0.7999999999999999,20,4.000022232113454,1.3862999191328085
3,Pluto,0.75,28,3.0000194531443225,1.098618773028527
4,April,0.7352941176470588,102,2.7778395353361307,1.0216734800058451
5,climbing,0.48305084745762716,118,0.9344244982861586,-0.06782444905178134
6,shave,0.36363636363636365,44,0.5714253954123637,-0.5596213459792321
7,boat,0.42379958246346555,479,0.7354823757377008,-0.3072287015150315
8,feathers,0.5277777777777778,36,1.117648094143977,0.1112265614491432
9,apart,0.40340909090909094,528,0.6761585278456823,-0.39132772178456865
10,careful,0.39095022624434395,1105,0.6418302663490323,-0.4434313928813317
11,cock_a_doodle_doo,0.1702127659574468,47,0.20512525985913085,-1.5841344627396274
12,age,0.5,92,1.0,0.0
13,push,0.3865248226950354,1410,0.6299643971383279,-0.46209197367229365
14,crayon,0.5571428571428572,280,1.258083163626908,0.22958926390475637
15,maker,0.43478260869565216,23,0.7692297003821311,-0.26236565397168593
16,unhunh,0.32258064516129037,62,0.4761856239345025,-0.7419475345188379
17,Lynn,0.0,26,1.0,0.0
18,Ross's,0.0,52,1.0,0.0
19,aunt,0.7241379310344828,58,2.625031611666998,0.965092938510885
20,horsies,0.8333333333333334,36,5.000055580644041,1.609449028501125
21,tickle,0.4487951807228915,332,0.8141948275472186,-0.2055555957371486
22,become,0.3043478260869565,46,0.4374963525472652,-0.8266869102540436
23,raincoat,0.5,30,1.0,0.0
24,looked,0.5621621621621622,555,1.2839916562555154,0.24997370700328767
25,pussycat,0.64,25,1.7777835416590437,0.5753673870815181
26,buying,0.5955056179775281,89,1.472233814512446,0.38678084907346594
27,cash,0.47368421052631576,152,0.8999966650964829,-0.10536422111304382
28,grandma's,0.8709677419354839,31,6.750071907358311,1.9095531577696683
29,ant,0.3243243243243243,37,0.47999710983060556,-0.7339751962845663
30,how're,0.4137931034482758,29,0.7058807182299806,-0.34830901011175824
31,radio,0.4545454545454545,77,0.8333306314902131,-0.18232479901095483
32,o,0.5501355013550135,369,1.2229125250838917,0.20123532927692944
33,bracelet,0.6451612903225806,93,1.8182045560339628,0.5978495064961029
34,nice,0.45301044212397246,4501,0.8280260533870426,-0.18871065964861586
35,river,0.4777070063694268,157,0.9146311808489511,-0.08923437600501229
36,card,0.7469135802469136,162,2.9513288705918934,1.0822555335304276
37,pear,0.5555555555555556,108,1.2500069476770441,0.22314910944039865
38,laundry,0.4042553191489362,94,0.6785657712349119,-0.3877738681710157
39,tasting,0.14285714285714285,21,0.16666550875106295,-1.7917664167458112
40,hood,0.47619047619047616,42,0.9090900669638392,-0.09531110614453078
41,plain,0.5254237288135594,59,1.107144395536396,0.10178408382572171
42,frisbee,0.5,34,1.0,0.0
43,finally,0.6237623762376238,101,1.6579139343974556,0.5055601460759357
44,bicycle,0.619718309859155,142,1.629655293480632,0.4883685160621354
45,puts,0.5726495726495726,117,1.3400105512397473,0.2926774879913327
46,broken,0.3930885529157668,463,0.6476571315968663,-0.43439384056821
47,tonsils,0.5869565217391305,46,1.4210578971063295,0.35140159220214445
48,guitar,0.456140350877193,57,0.8387077350886186,-0.17589298232222358
49,Mel,1.0,40,1.0,0.0
50,feather,0.2,30,0.24999791574901725,-1.3863026981585747
51,sort_of,0.24,25,0.31578757226226134,-1.1526855311260185
52,fooling,0.5399999999999999,50,1.1739152183700057,0.16034450275902357
53,bits,0.5555555555555556,27,1.2500017368830592,0.22314494081969172
54,plates,0.5618556701030928,194,1.2823671964985528,0.24870774221260772
55,June,0.8690476190476191,336,6.637126025834745,1.8926790423569848
56,steal,0.4444444444444445,36,0.799998517859103,-0.2231454039920472
57,pain,0.2727272727272727,22,0.37499826312418105,-0.980833884691303
