,decade,word,pfgw,freq,OR,LOR
0,70s,by,0.5560582041542985,363,1.252709849463466,0.2253090844246829
1,70s,pig,0.36329901127637115,36,0.5705781207103328,-0.5611051852941352
2,70s,Wellfleet,1.0,30,1.0,0.0
3,70s,tomato,0.6385524148315833,33,1.7667043217609164,0.5691158458671144
4,70s,laughing,0.8855785768189025,26,7.740117471862358,2.0464168647296614
5,70s,starting,0.2710982014141553,26,0.37191287169742904,-0.9890956680089364
6,70s,Wood,1.0,40,1.0,0.0
7,70s,pretty,0.4168360679377887,743,0.7145027087915864,-0.33616849044853175
8,70s,kitty,0.7452234289359375,304,2.9263988602348747,1.073772609177514
9,70s,Miriam,1.0,46,1.0,0.0
10,70s,place,0.6957882975784055,209,2.2877811964520913,0.8275824380233346
11,70s,buy,0.576781649128755,141,1.3629404413362822,0.30964445501445753
12,70s,girls,0.9618871910837055,130,25.247583305628726,3.228730440472641
13,70s,screw,0.1482507623539252,34,0.17404127388220608,-1.74846280167698
14,70s,finish,0.4463047378017625,232,0.8059837450300609,-0.2156917041353748
15,70s,boy,0.5315135338500447,686,1.1346896108184836,0.12635914288894282
16,70s,noise,0.549354290274924,117,1.2190829049554344,0.19809885881443648
17,70s,moon,0.583384765621645,74,1.4003512958544904,0.33672313075499766
18,70s,Jack,0.6466115941155476,45,1.8298245158506967,0.6042200692775427
19,70s,friendly,0.14402077660635088,21,0.16824468119100422,-1.7823359234918799
20,70s,growing,0.3354412974809545,63,0.5047247290111464,-0.6837420893899584
21,70s,together,0.33915650751254955,270,0.5130760056028417,-0.6673312857159717
22,70s,count,0.576781649128755,47,1.3628778098056384,0.3095985007175204
23,70s,sugar,0.6272171093539679,96,1.682657428033584,0.5203743460844048
24,70s,story,0.6473264618231429,279,1.8359643291781707,0.6075698634573673
25,70s,choose,0.7932243987928151,24,3.8363327261687923,1.344516891051343
26,70s,monkeys,0.8915441764386056,64,8.221659321975086,2.106772052683532
27,70s,dessert,0.8582986455580254,21,6.057386452604568,1.801278428605834
28,70s,belong,0.6687679865538106,33,2.019103496981724,0.7026535995234241
29,70s,say,0.5392118095914488,1343,1.1705875224663713,0.15750577872571922
30,70s,medicine,0.6212785957432583,63,1.6405432073120068,0.49502741096429326
31,70s,chimney,0.6794854790941828,31,2.1200586077308516,0.7514437334578629
32,70s,swim,0.7241182510795523,90,2.625078942994848,0.9651109691132346
33,70s,through,0.3414120433909617,224,0.5182830854173539,-0.6572336890530275
34,70s,barrels,0.23766674682667907,89,0.3117160854141227,-1.1656624881052537
35,70s,cinnamon,0.24499085164762965,37,0.32446783500260207,-1.1255688694685877
36,70s,lemme,0.869499486920133,38,6.66340231883317,1.8966302127920833
37,70s,shore,0.0,30,1.0,0.0
38,70s,outside,0.29148437379625347,449,0.4111568678717843,-0.888780463650787
39,70s,sorry,0.6046758290097636,166,1.5297388603680138,0.42509704133891074
40,70s,nurse,1.0,38,1.0,0.0
41,70s,took,0.450169180318507,230,0.8186815872426678,-0.20006005309001054
42,70s,ago,0.41282015655074394,95,0.703018725146893,-0.35237175147088123
43,70s,skirt,0.7758449367745941,31,3.4613862290142547,1.241669153056939
44,70s,broom,0.46389302543558136,26,0.8652942011605257,-0.14468571292833096
45,70s,tall,0.5423516720905889,50,1.185099884594105,0.16982706183153798
46,70s,Chris,0.031537994195268884,32,0.0325619385597195,-3.4246112015451953
47,70s,knocked,0.4022751624911424,45,0.6729918096960672,-0.39602211925385883
48,70s,loves,0.7386744510392348,38,2.8268080442028496,1.0391481755227623
49,70s,game,0.20600579005286382,269,0.25932485630528246,-1.3496737317749457
50,70s,teacher,0.6877517701863101,35,2.202672438211305,0.7896713678004509
51,70s,pants,0.7081758316618165,177,2.4272910769191425,0.8867758523586803
52,70s,handle,0.04586724809577901,22,0.04806914521627508,-3.0351147792964657
53,70s,called,0.7094031104185098,376,2.442419086655582,0.8929889771212218
54,70s,trash,0.3097134513114273,78,0.44863146121275066,-0.8015535273606225
55,70s,lives,0.24565324610524364,41,0.32562875027999383,-1.1219973493661828
56,70s,grocery,0.3354412974809545,27,0.5047437208410558,-0.6837044620031602
57,70s,summer,0.646235981774389,59,1.8268435068483644,0.6025896179244457
58,70s,lie,0.6913450177584132,103,2.2401448208247303,0.8065405159309855
59,70s,tape,0.27238974435938224,329,0.3741841798248418,-0.9830071433612417
60,70s,picnic,0.5549718936643635,38,1.2470656659227757,0.2207933244315654
61,70s,makes,0.4686498428941786,178,0.8819668215112777,-0.1256008410170477
62,70s,tongue,0.38101900691800955,66,0.6155277787390752,-0.48527520238729716
63,70s,looking,0.44189489570042173,273,0.7916973245860875,-0.23357612613837664
64,70s,market,0.8162396409500773,27,4.4421120580838345,1.4911299520977235
65,70s,valentine,0.9145362609916633,58,10.702512016772348,2.3704784818368334
66,70s,fast,0.3120294700855616,100,0.4534964987354653,-0.7907677299959658
67,70s,flat,0.2746098436767049,33,0.3785506007541382,-0.9714055274465276
68,70s,able,0.3308605422173974,73,0.4944180078358738,-0.7043739498857302
69,70s,rest,0.4123650204076483,139,0.7016823462502296,-0.3542744755835854
70,70s,flying,0.4547282514825263,42,0.8339378580290912,-0.18159639015594004
71,70s,exactly,0.3354412974809546,30,0.5047421382441946,-0.6837075974544337
72,70s,Peter,0.011536070298360854,350,0.011658071738214724,-4.451756485816662
73,70s,pat,0.8058339951357523,46,4.150604642838881,1.4232540206994295
74,70s,Ethan,1.0,44,1.0,0.0
75,70s,wall,0.6310737238950227,97,1.7107071859579148,0.5369068440623149
76,70s,eight,0.5324789331289956,83,1.138960584006205,0.130116078077142
77,70s,needs,0.5219714793324104,102,1.0919409618009608,0.08795681157635273
78,70s,fox,0.7730942543703467,35,3.4073239497382732,1.2259272177331588
79,70s,mane,1.0,22,1.0,0.0
80,70s,something,0.4988954578251229,864,0.9955855183888921,-0.004424254206288382
81,70s,jumping,0.5213512186261186,79,1.0892262430591673,0.08546757541187046
82,70s,quite,0.24131303160994644,96,0.3180165401264722,-1.1456518845782606
83,70s,dear,0.7794104223357617,72,3.533759144499877,1.2623622177831573
84,70s,hitting,0.26852284894628237,30,0.3670805214227137,-1.0021740505716337
