,word,pfgw,freq,OR,LOR
0,Pinocchio,0.9629629629629629,54,26.00060212977935,3.2581196965909878
1,May,0.6792452830188679,53,2.1176656947383212,0.7503143946542677
2,Pluto,0.8076923076923076,26,4.200031125030916,1.4350919359835101
3,April,0.7796610169491526,118,3.538569710052037,1.2637226087923956
4,climbing,0.4796747967479675,123,0.9218728650377305,-0.0813479553479095
5,shave,0.3409090909090909,44,0.5172380253292651,-0.6592521132687084
6,boat,0.45517241379310347,435,0.8354279456001164,-0.17981117571878436
7,feathers,0.43478260869565216,46,0.769228631523592,-0.26236704349068296
8,counted,0.38095238095238093,21,0.6153831902544181,-0.4855101316209529
9,apart,0.42610364683301344,521,0.7424484342244196,-0.2978018595729663
10,careful,0.36720751494449183,1171,0.5802132908586517,-0.5443595001827606
11,cock_a_doodle_doo,0.13636363636363635,66,0.15789122651978307,-1.8458489227868402
12,Zach,0.23809523809523808,21,0.3124984078645701,-1.1631559046520352
13,age,0.4729729729729729,74,0.897434234763208,-0.1082154373343743
14,push,0.4013840830449827,1445,0.6704316972878852,-0.3998334497746358
15,crayon,0.5472312703583062,307,1.2086493289092977,0.18950347902992093
16,maker,0.34375,32,0.5238070976916503,-0.6466317966153553
17,unhunh,0.37499999999999994,64,0.5999955535608336,-0.5108330345253943
18,Lynn,0.0,32,1.0,0.0
19,Ross's,0.0,39,1.0,0.0
20,aunt,0.7058823529411764,51,2.4000233439353704,0.8754784639463341
21,horsies,0.8205128205128205,39,4.571481505424312,1.5198373329889416
22,tickle,0.49127906976744184,344,0.9657116017903943,-0.03489003821543278
23,become,0.22499999999999998,40,0.2903196223493333,-1.2367728168864718
24,raincoat,0.3666666666666667,30,0.5789452232220907,-0.5465474117185961
25,looked,0.5077821011673151,514,1.0316243763110293,0.03113462436106704
26,buying,0.5529411764705882,85,1.236847261139814,0.21256561055611053
27,cash,0.4093567251461988,171,0.6930593554263914,-0.36663963349404993
28,grandma's,0.8,50,4.000055580901476,1.386308256248722
29,ant,0.4482758620689655,29,0.8124988710270574,-0.20764075428436995
30,how're,0.3170731707317073,41,0.4642824886487354,-0.7672621002636021
31,radio,0.32941176470588235,85,0.4912214720115272,-0.7108601897260899
32,o,0.4834834834834834,333,0.9360417422822939,-0.0660952070434952
33,Ellen,0.47826086956521746,23,0.9166662420960388,-0.08701184015769475
34,bracelet,0.6075949367088607,79,1.548399288759048,0.4372216803819635
35,nice,0.4552972731336611,4474,0.8357087633490312,-0.179475095791805
36,river,0.5063291139240507,158,1.0256419757595083,0.02531873434938142
37,card,0.7133757961783439,157,2.488966128332244,0.9118674147481588
38,pear,0.6326530612244898,98,1.7222429623440187,0.5436274891678351
39,laundry,0.3157894736842105,114,0.4615294831017805,-0.7732093417021748
40,hood,0.4375,48,0.7777756163172974,-0.25131720730538515
41,plain,0.5531914893617021,47,1.2380981053453726,0.2135764161512553
42,frisbee,0.5151515151515151,33,1.0625004921173227,0.060625084985572446
43,finally,0.6036036036036035,111,1.5227434945530878,0.4205136385553018
44,bicycle,0.6287878787878789,132,1.693904226603387,0.5270360577977037
45,puts,0.7073170731707317,123,2.416723754126972,0.882412802316837
46,sneaky,0.047619047619047616,21,0.04999955999247819,-2.9957410737431487
47,broken,0.38900634249471455,473,0.6366472348719102,-0.4515395682189473
48,tonsils,0.6444444444444445,45,1.8125109134859885,0.5947131289622141
49,guitar,0.3962264150943396,53,0.6562466564908195,-0.4212185599604147
50,Mel,1.0,28,1.0,0.0
51,this'll,0.5238095238095237,21,1.1000005094847534,0.0953106429721752
52,feather,0.19230769230769232,26,0.238093473650779,-1.43509193598351
53,sort_of,0.06451612903225806,31,0.06896465479429464,-2.6741611549874507
54,fooling,0.6842105263157895,57,2.1666877410820486,0.7731996148394313
55,bits,0.7083333333333334,24,2.428582676967374,0.8873078266826248
56,Don,0.44,25,0.7857131939612426,-0.24116344632172645
57,plates,0.5142857142857142,210,1.0588264720227583,0.05716119296869185
58,June,0.9017543859649123,285,9.179545068929231,2.2169776466429005
59,steal,0.4166666666666667,36,0.7142837292765039,-0.336475015637969
60,pain,0.5909090909090909,22,1.4444471205284568,0.3677266327971482
61,herd,0.7352941176470589,68,2.7778189490066025,1.0216660690645187
62,interest,0.4651162790697674,43,0.8695640091220302,-0.1397633318857893
63,Asian,0.7095652173913044,575,2.4433865314653227,0.8933849997623178
64,hyrax,0.6229508196721312,61,1.6521853916972804,0.5020988913793503
65,purr,0.18749999999999997,32,0.23076709307591514,-1.466346332174033
66,smaller,0.6222222222222221,225,1.6471007836044005,0.49901664155430075
67,dishes,0.5640326975476839,367,1.293778166063567,0.25756674866495016
68,Helen,0.9,60,9.000200092542801,2.1972468095938367
69,orange,0.5055837563451777,985,1.0225924800954966,0.022341049926080315
70,Easter_Bunny,1.0,22,1.0,0.0
71,spot,0.38271604938271603,162,0.6199890875051471,-0.47805340189604545
72,Michelle,0.42,50,0.7241352478421623,-0.32277709763073936
73,...,0.5219508364093302,12733,1.092118617717763,0.08811949570718881
74,words,0.4192307692307692,520,0.7218262174010193,-0.325970865181743
75,Dumbo,0.45744680851063835,94,0.8431341307423734,-0.1706292224362087
76,spill,0.5248226950354609,282,1.104484774215731,0.09937895855506938
77,cupcakes,0.5722222222222222,180,1.3376784469694363,0.29093560918350103
78,Clifford,0.6326530612244898,49,1.7222325921342236,0.5436214678100806
79,changes,0.5454545454545454,22,1.2000011116036133,0.18232248312987
80,ones,0.45009242144177447,1082,0.8184464434388948,-0.20034731688487953
81,set,0.48360655737704916,732,0.9364975246025933,-0.06560840034484731
82,gasped,0.5859872611464968,157,1.4154023161903333,0.3474138130792436
83,lay,0.5422993492407809,461,1.184855527903026,0.16962084977315375
84,faucet,0.619047619047619,21,1.6250037632431422,0.4855101316209529
85,diving,0.20833333333333337,24,0.26315618833331916,-1.3350075510867507
86,dad's,0.47826086956521746,23,0.9166662420960388,-0.08701184015769475
87,coloring,0.5841584158415841,101,1.404772965899758,0.3398756996216874
88,buddy,0.013071895424836602,153,0.013244119049827596,-4.324201670374415
89,knocks,0.15384615384615385,26,0.18181666600068944,-1.7047564292693862
90,Africa,0.5851063829787234,94,1.4102668614387002,0.3437789499137154
91,stops,0.1702127659574468,47,0.20512525985913085,-1.5841344627396274
92,figure,0.4291338582677165,254,0.7517116030788586,-0.28540253513381
93,tickling,0.7333333333333334,30,2.750017832057222,1.0116073960419008
94,unless,0.4871794871794872,117,0.9499986799431959,-0.05129468392199397
95,attach,0.2962962962962963,27,0.42105048638296627,-0.8650025323400384
96,jeez,0.5,30,1.0,0.0
97,goody,0.8695652173913043,23,6.6667191592540185,1.8971278587429852
98,Snoopy,0.6790123456790123,81,2.1154130295364664,0.7492500792652899
99,shaped,0.5277777777777778,36,1.117648094143977,0.1112265614491432
100,fun,0.5052816901408451,1136,1.0213579913398998,0.02113310587561963
101,dolphin,0.3333333333333333,72,0.4999944419510419,-0.6931582967196457
102,woof,0.44074074074074066,270,0.7880677891932886,-0.2381711659293228
103,pounds,0.5904255319148937,188,1.4415811438550334,0.36574052777462307
104,Parent,0.7941176470588236,34,3.8571785875072355,1.3499359803339124
105,trains,0.30864197530864196,81,0.4464221614733071,-0.806490224269822
106,stove,0.5047021943573667,319,1.0189887577573855,0.018810721556946294
107,cent,0.7727272727272727,22,3.400018897305188,1.2237809896376075
108,wiping,0.4444444444444445,45,0.7999981473204464,-0.22314586716633336
109,throat,0.2888888888888889,90,0.40624284979497727,-0.9008041459977518
110,rinse,0.5625,48,1.2857178587507236,0.2513172073053852
111,Cindy,0.6470588235294118,34,1.8333418247891533,0.6061404352627637
112,sew,0.7142857142857143,21,2.500010421298355,0.9162949003848088
113,older,0.5161290322580645,186,1.0666696310583017,0.06454130025086728
114,happen,0.3275529865125241,519,0.4870656296877435,-0.7193564017601084
115,brother's,0.4545454545454546,44,0.8333317894337052,-0.18232340947522457
116,basket,0.49714285714285716,350,0.9886354477578473,-0.011429622229907488
117,him,0.4619916654691766,6959,0.8584965553762374,-0.15257261102745273
118,hon,0.3506493506493506,77,0.5399942474113351,-0.6161967924225321
119,summer,0.6046511627906977,301,1.5294563958357248,0.4249123754320721
120,Mouse,0.7982456140350878,114,3.956646356066271,1.3753967866798715
121,Ryan,0.18072289156626503,83,0.2205828203057568,-1.5114820523224384
122,colors,0.5831663326653307,499,1.3990922516666588,0.33582363465775594
123,machine,0.2310756972111554,251,0.3004993436059199,-1.2023097093489612
124,tire,0.39024390243902435,328,0.6399786560638688,-0.4463204530847448
125,ark,0.6818181818181818,22,2.1428650828939846,0.7621437573905581
126,knife,0.40366972477064217,218,0.67690990823211,-0.39021708991462195
127,clothes,0.5349143610013175,759,1.1501698817898636,0.13990965476068065
128,fruits,0.7692307692307693,26,3.3333549479281253,1.20397928868335
129,owl,0.6013805004314063,1159,1.5088222699307143,0.411329392816438
130,monsters,0.33684210526315794,95,0.5079292148082059,-0.6774131820412329
131,elevator,0.25,36,0.3333305543281616,-1.098620625718378
132,manatee,0.7976190476190476,84,3.9412677442884734,1.3715024340651525
133,hook,0.5426356589147286,129,1.186446722865653,0.17096289311742482
134,scrambled,0.4255319148936171,47,0.7407383391190971,-0.30010783464481283
135,salad,0.5076586433260394,457,1.0311144544967326,0.030640211964239914
136,turtle,0.4794007490636704,267,0.9208586174400991,-0.08244876434769714
137,joke,0.25,72,0.33332777529982116,-1.0986289629076607
138,water's,0.5499999999999999,20,1.2222233544105632,0.20067162179763745
139,frog,0.6044776119402986,268,1.5283415297509784,0.42418318000367716
140,reason,0.2843601895734597,211,0.39733424533480743,-0.9229774247218625
141,size,0.44078947368421056,152,0.7882287224112299,-0.23796697437358985
142,doo_doo,0.19047619047619047,21,0.23529270090260518,-1.4469250041183808
143,wicked,0.17777777777777778,45,0.21621331203197647,-1.5314898029067054
144,pancake,0.74,50,2.846185484469186,1.0459796712857528
145,Bubbles,0.41025641025641024,39,0.6956499184812437,-0.36290873587783656
146,problems,0.5972222222222222,72,1.4827682355601097,0.39391077013358033
147,mush,0.4545454545454546,44,0.8333317894337052,-0.18232340947522457
148,carrot,0.4946808510638298,188,0.9789464615525034,-0.021278324818812634
149,stepped,0.47222222222222227,72,0.8947351844338608,-0.11122748780350795
150,cooking,0.5882352941176471,340,1.428611132157688,0.3567027360629093
151,whew,0.32608695652173914,46,0.4838673819188456,-0.7259444141114479
152,disappeared,0.35294117647058826,34,0.5454520190826971,-0.6061404352627637
153,snaps,0.6521739130434783,23,1.875006079090707,0.6286119015988287
154,Burger,0.5555555555555556,27,1.2500017368830592,0.22314494081969172
155,tapes,0.2702702702702703,74,0.3703645378606646,-0.9932675209104865
156,load,0.5416666666666667,72,1.181821466142657,0.16705686370309128
157,s,0.625,248,1.666714530547964,0.5108543416824058
158,million,0.475,40,0.904761066645352,-0.10008438489675932
159,wrote,0.6132075471698113,106,1.5853834770752675,0.4608263194385585
160,waved,0.5791245791245792,297,1.376029956231996,0.3192025097916166
161,favorites,0.44776119402985076,67,0.8108081819965656,-0.20972377319156082
162,Mummy's,0.8928571428571429,56,8.333503164652237,2.120283915750695
163,ha,0.619047619047619,42,1.625007526531603,0.4855124474827302
164,anyway,0.47731397459165154,551,0.9131838691499691,-0.09081802857584068
165,fruit,0.6335877862595419,262,1.7292227333132921,0.5476720204478531
166,chimney,0.6513157894736842,608,1.868083746646798,0.6249131710537488
167,neither,0.4545454545454546,66,0.833331017473165,-0.1823243358300182
168,you're,0.47904642409033876,11955,0.9193428931182807,-0.08409611074524823
169,meow,0.46846846846846846,333,0.8813473590952565,-0.12630345255198344
170,Massachusetts,0.44,25,0.7857131939612426,-0.24116344632172645
