,decade,word,pfgw,freq,OR,LOR
0,70s,by,0.4523643916184364,156,0.8259415671927391,-0.19123124986089526
1,70s,pig,0.9048492529348987,29,9.511349985822184,2.252485820827864
2,70s,tomato,0.8144390243902438,20,4.389483451902258,1.4792115554492968
3,70s,pretty,0.5501563189053489,203,1.2231790722928548,0.20145326650405862
4,70s,kitty,0.9451559884185404,284,17.267112939590454,2.8488037061855547
5,70s,Miriam,1.0,29,1.0,0.0
6,70s,yup,0.996809662930489,1143,315.21363214427794,5.753250606237204
7,70s,place,0.7379672022740736,107,2.817398143778512,1.0358138150018392
8,70s,buy,0.4821372584610815,61,0.930998667967765,-0.07149743246037388
9,70s,screw,0.22804826649599602,33,0.2953796429737634,-1.219493824686161
10,70s,finish,0.7828590067683275,30,3.605766075888956,1.2825342518751925
11,70s,boy,0.6329298888919522,252,1.7251386194892258,0.5453074063788904
12,70s,noise,0.5878745855994453,69,1.4265744758192378,0.35527609908477886
13,70s,moon,0.7162083526058997,66,2.5242540026297475,0.9259455745719276
14,70s,Jack,0.8562513496005183,90,5.959501337282554,1.7849868093356938
15,70s,growing,0.401395275645621,29,0.6705234443800073,-0.39969661135340245
16,70s,together,0.32702174011939117,101,0.4858088572422898,-0.7219400302989004
17,70s,count,0.3853753116055766,22,0.6269860907371733,-0.46683092242754076
18,70s,sugar,0.6784697208098724,38,2.1103416152947903,0.7468498373664145
19,70s,story,0.8242011242658241,58,4.689659318552728,1.5453599398523423
20,70s,monkeys,0.6422855970455478,29,1.7956369710185884,0.5853598174990311
21,70s,say,0.45809523947965564,347,0.8451619375156496,-0.16822702795559674
22,70s,swim,0.6654169644329614,45,1.9890164492254865,0.6876402699359219
23,70s,through,0.1260012074864158,155,0.14404721547053756,-1.9376141479366789
24,70s,barrels,0.3542692242403667,24,0.5486050971174069,-0.6003764093854369
25,70s,lemme,1.0,42,1.0,0.0
26,70s,outside,0.24765634270796247,299,0.32882174104759915,-1.1122394955785622
27,70s,Rufus,0.0,45,1.0,0.0
28,70s,sorry,0.557885194267849,43,1.2619025156016799,0.23262051517793436
29,70s,nurse,0.6869651086240949,30,2.1947168177178384,0.7860530257750846
30,70s,took,0.5319347155450479,57,1.1364847113569145,0.1279399118283484
31,70s,ago,0.16632132610774628,26,0.1994781576942218,-1.6120505338881614
32,70s,tall,0.41520319762710023,28,0.7099710032862943,-0.34253115022260855
33,70s,Chris,0.054597776324395025,20,0.05774355864920352,-2.85174347434305
34,70s,game,0.16493243065251179,118,0.19739618614578017,-1.6225424726061752
35,70s,Christopher,1.0,47,1.0,0.0
36,70s,teacher,0.31984674329501916,30,0.47022000709165807,-0.7545545936077342
37,70s,pants,0.6220566318926974,105,1.6462138265531088,0.4984780005936098
38,70s,called,0.5403655947387499,58,1.1756829315179276,0.1618491970673079
39,70s,poisonous,0.0,22,1.0,0.0
40,70s,lie,0.9857403117338791,128,69.19419549570466,4.236916978985615
41,70s,tape,0.2507271116972086,184,0.334405942454197,-1.0953996274324833
42,70s,picnic,0.205201317536011,21,0.2581573005907278,-1.354186187635182
43,70s,makes,0.6441900272189017,53,1.8106958075218673,0.5937111954509732
44,70s,tongue,0.5893032140187692,30,1.4349435236775845,0.3611254921148633
45,70s,looking,0.4931697629402448,100,0.9730374412041942,-0.027332717367724208
46,70s,seal,0.932045945801104,27,13.718283827361942,2.618729529004653
47,70s,hunhunh,0.0,111,1.0,0.0
48,70s,la,0.7486359431344044,26,2.9785841879147474,1.0914480828927073
49,70s,fast,0.29478442035382607,58,0.41793410219021115,-0.8724315091481424
50,70s,flat,0.0,32,1.0,0.0
51,70s,rest,0.3278096285243069,65,0.4875945573461735,-0.7182710435657559
52,70s,flying,0.7271329903879655,24,2.6650077935735883,0.9802069820313886
53,70s,Peter,0.07267978408497301,30,0.07836189356903167,-2.5464175212024664
54,70s,pat,1.0,27,1.0,0.0
55,70s,wall,0.5474716170791671,82,1.209875918877953,0.19051780796855308
56,70s,eight,0.5884385634757748,76,1.4299138273908756,0.3576141818902538
57,70s,needs,0.6131437998598839,44,1.585057441634659,0.4606206474515274
58,70s,fox,0.788614994776501,22,3.731063494150125,1.3166933120921056
59,70s,something,0.4511195593072281,453,0.8216228294746515,-0.19647383414884922
60,70s,jumping,0.7137775832113492,36,2.4940752421399854,0.9139180160649851
61,70s,bounce,0.6406829291331145,21,1.7831360237544753,0.5783736252333103
62,70s,candy,0.37398287760154764,139,0.5972478112863456,-0.5154231574353472
63,70s,telephone,0.6131437998598839,44,1.585057441634659,0.4606206474515274
64,70s,Lois,0.0,22,1.0,0.0
65,70s,knock,0.7117199045129021,39,2.469155279214904,0.9038760999265232
66,70s,yeah,0.47137794364785474,4780,0.8898861968208439,-0.11666169317248073
67,70s,we,0.32862777825891837,1945,0.4871073576008583,-0.719270733375366
68,70s,first,0.26246620134565807,147,0.35569072552831255,-1.0336936742267722
69,70s,cry,0.8437969853563622,154,5.406285869415087,1.687562326481145
70,70s,apple,0.7700911034201954,154,3.3516581268990464,1.2094551866365157
71,70s,lettuce,0.11635167530802251,28,0.13165178260768715,-2.027594852624942
72,70s,two,0.41046331501626576,729,0.695581184203563,-0.3630075466039682
73,70s,says,0.6777409106953759,70,2.103485703972981,0.7435958277206042
74,70s,mice,0.5728509045539613,20,1.3411319457868849,0.2935139930363063
75,70s,babies,0.920136045852491,46,11.524711123486009,2.444493523361287
76,70s,wonder,0.7234939556937253,44,2.6169450285996434,0.9620076178247701
77,70s,cheese,0.5484981306113452,118,1.2149332867729452,0.19468916727920563
78,70s,sleep,0.7877946599080294,263,3.7166807348495996,1.3128309943921816
79,70s,wrong,0.17996033456928515,60,0.21939285217203036,-1.516891310650609
80,70s,bathroom,0.9080493110949963,80,9.880337913108058,2.290546712906495
81,70s,stick,0.5421019620762403,79,1.1839506147711985,0.16885682509460836
82,70s,alligator,0.1622230858919549,40,0.19359777313848295,-1.6419726065896825
83,70s,butter,0.3240448414711149,148,0.47920687381434207,-0.7356228879299744
84,70s,Abe,0.0,69,1.0,0.0
85,70s,look,0.5019912716002155,1132,1.008030587802411,0.007998514230849752
86,70s,snakes,0.03418565414666907,32,0.03538822038791486,-3.341376271621973
87,70s,the,0.4964453111669917,8042,0.9854535560535886,-0.014653280792035378
88,70s,chickens,0.7149402646340942,23,2.508223233617604,0.9195746274291015
89,70s,pens,0.07432071507424949,44,0.08026642512719577,-2.522403863432786
90,70s,paper,0.48199454432950156,231,0.9304245763367639,-0.0721142633191914
91,70s,fight,0.5808920743163315,43,1.3860919001289416,0.32648820457890254
92,70s,yellow,0.5728509045539613,100,1.3412480479644255,0.29360055957638165
93,70s,doctor,0.6534907685213124,87,1.8863028983377297,0.6346187748883899
94,70s,cold,0.5893032140187692,210,1.4352868549684759,0.3613647281671908
95,70s,rain,0.6279902506544699,33,1.6882080151899819,0.5236676203289768
96,70s,nothing,0.3470403647579456,95,0.5313759135377596,-0.6322855731086887
97,70s,hafta,0.48264743063585547,420,0.9328175668122701,-0.06954563121731987
98,70s,fruit,0.6085278630602199,29,1.5545331054730291,0.44117524683093207
99,70s,raining,0.4742919617465865,82,0.9021685309931932,-0.10295393491633607
100,70s,boom,0.3137496617456929,34,0.45715220966137254,-0.782738880824655
101,70s,drawing,0.7271329903879655,24,2.6650077935735883,0.9802069820313886
102,70s,poop,0.04965618977372766,44,0.05223610776674936,-2.9519813035518
103,70s,closed,0.4641697433388195,34,0.8662471475508313,-0.14358502135405876
104,70s,family,0.9602225196586918,23,24.14378953554913,3.1840271849376784
105,70s,hm,0.13495512273350405,241,0.1558135765684002,-1.8590950083381936
106,70s,paint,0.18268412047905147,65,0.22345111010875557,-1.4985626355740436
107,70s,end,0.5110060968144756,41,1.0450222342022275,0.044038161938970595
108,70s,trick,0.07034989550326975,31,0.07565922607224385,-2.5815158888509315
109,70s,more,0.6721005329436165,1130,2.0557229357943014,0.7206275796572166
