,child_sex,word,freq
0,male,second,315
1,male,heart,122
2,male,Robin,24
3,male,oh,6423
4,male,!,3071
5,male,duck,133
6,male,smooth,42
7,male,fill,30
8,male,dogs,63
9,male,whoever,21
10,male,kicked,30
11,male,wonderful,62
12,male,hundred,34
13,male,California,37
14,male,pushed,26
15,male,small,98
16,male,snow,64
17,male,hide,67
18,male,human,21
19,male,across,34
20,male,village,24
21,male,whoa,20
22,male,measure,20
23,male,messing,22
24,male,shake,52
25,male,laugh,35
26,male,answer,68
27,male,Boston,21
28,male,Vadar,45
29,male,tag,37
30,male,mean,1358
31,male,cookies,190
32,male,pipe,42
33,male,still,416
34,male,any,936
35,male,doing,868
36,male,tv,255
37,male,live,152
38,male,rain,48
39,male,crash,65
40,male,for,3157
41,male,trouble,107
42,male,Marky's,213
43,male,important,30
44,male,long,375
45,male,life,47
46,male,picked,48
47,male,chips,24
48,male,k,23
49,male,sandwich,95
50,male,you're,2860
51,male,five,313
52,male,cut,323
53,male,olds,22
54,male,trying,191
55,male,friends,199
56,male,wash,258
57,male,choke,160
58,male,ninight,115
59,male,basket,114
60,male,bees,38
61,male,kick,137
62,male,crackers,43
63,male,this,5056
64,male,drinking,55
65,male,thinks,48
66,male,V,21
67,male,ax,20
68,male,milk,625
69,male,reasons,21
70,male,Yoda,49
71,male,another,752
72,male,time,929
73,male,highchair,100
74,male,truck,186
75,male,found,153
76,male,belly,31
77,male,helicopter,32
78,male,gave,164
79,male,in,6884
80,male,bunny,46
81,male,years,70
82,male,hyena,33
83,male,plenty,28
84,male,presents,57
85,male,Sarlac,31
86,male,snakes,32
87,male,down,2201
88,male,ding,32
89,male,Hungary,36
90,male,nothing,178
91,male,stupid,37
92,male,lemme,37
93,male,byebye,92
94,male,whoo,20
95,male,program,24
96,male,orange,221
97,male,four,322
98,male,snake,142
99,male,wasn't,292
100,male,set,143
101,male,almost,239
102,male,week,102
103,male,cups,44
104,male,died,89
105,male,ummhm,218
106,male,they've,27
107,male,desk,35
108,male,forgotten,22
109,male,ago,80
110,male,Spanish,21
111,male,covers,21
112,male,hours,25
113,male,one's,129
114,male,we're,807
115,male,catch,171
116,male,rug,51
117,male,tail,32
118,male,buddy,80
119,male,the,22292
120,male,there,5253
121,male,hand,389
122,male,wine,28
123,male,ow,26
124,male,s,69
125,male,fur,30
126,male,knot,22
127,male,Dabee,38
128,male,beer,60
129,male,am,254
130,male,uhoh,54
131,male,honk,29
132,male,need,581
133,male,Teddy,75
134,male,squeak,61
135,male,draw,142
136,male,nah,33
137,male,finish,220
138,male,dollar,41
139,male,mom,78
140,male,trucks,31
141,male,probably,161
142,male,Superman,26
143,male,don't,5400
144,male,kneel,26
145,male,syrup,64
146,male,news,20
147,male,their,342
148,male,turn,831
149,male,fits,27
150,male,share,59
151,male,mistake,86
152,male,closet,32
153,male,fancy,24
154,male,pig,39
155,male,upon,33
156,male,showing,21
157,male,ate,179
158,male,king,99
159,male,gung,20
160,male,ship,33
161,male,medicine,191
162,male,a_lot,58
