,child_sex,word,freq
0,male,Chi's,50
1,male,buzz,23
2,male,Robin,69
3,male,!,9247
4,male,logs,34
5,male,wonderful,29
6,male,fold,23
7,male,umbrella,52
8,male,snow,106
9,male,across,44
10,male,answer,39
11,male,mean,481
12,male,cookies,184
13,male,pipe,53
14,male,still,778
15,male,live,166
16,male,roared,61
17,male,k,26
18,male,five,374
19,male,trying,220
20,male,whee,46
21,male,friends,85
22,male,otter,22
23,male,Timmy,101
24,male,kick,28
25,male,this,7316
26,male,thinks,36
27,male,castle,36
28,male,time,861
29,male,found,371
30,male,bunny,320
31,male,years,116
32,male,plenty,31
33,male,cooking,82
34,male,snakes,22
35,male,down,1990
36,male,nothing,163
37,male,dip,24
38,male,lemme,100
39,male,orange,222
40,male,snake,34
41,male,crayon,68
42,male,set,165
43,male,week,100
44,male,Tuesday,85
45,male,ago,74
46,male,bean,24
47,male,hours,22
48,male,one's,153
49,male,tail,80
50,male,buddy,63
51,male,ow,81
52,male,crab,31
53,male,fuzzy,54
54,male,tiptoe,22
55,male,Richard,27
56,male,moved,22
57,male,need,561
58,male,nah,29
59,male,finish,366
60,male,pork,23
61,male,Bear,420
62,male,comb,54
63,male,mom,42
64,male,bouncie,40
65,male,probably,254
66,male,bathtime,31
67,male,Mot,80
68,male,share,47
69,male,king,26
70,male,ship,27
71,male,medicine,37
72,male,lights,25
73,male,rock,59
74,male,beads,43
75,male,move,229
76,male,Sesame,40
77,male,them,2584
78,male,your,5815
79,male,should,725
80,male,played,116
81,male,pear,27
82,male,kiss,113
83,male,outside,227
84,male,hair,222
85,male,throwing,43
86,male,doll,106
87,male,dish,49
88,male,dressing,23
89,male,page,209
90,male,Brian,55
91,male,we'd,45
92,male,fruit,64
93,male,better,602
94,male,boring,54
95,male,strawberry,41
96,male,ready,500
97,male,breakfast,82
98,male,had,879
99,male,g,27
100,male,nineteen,21
101,male,grab,31
102,male,stays,34
103,male,"""/.",207
104,male,toast,49
105,male,pajamas,37
106,male,yuck,39
107,male,yogurt,33
108,male,enough,321
109,male,turkey,56
110,male,zoo,127
111,male,shade,27
112,male,test,21
113,male,eat,1918
114,male,seems,23
115,male,call,422
116,male,said,1546
117,male,Swiss,24
118,male,people,427
119,male,maybe,708
120,male,asking,40
121,male,snort,39
122,male,laying,22
123,male,lots_of,87
124,male,calf,63
125,male,Mother,23
126,male,please,739
127,male,past,147
128,male,blocks,204
129,male,sir,56
130,male,New,26
131,male,case,20
132,male,wish,45
133,male,himself,141
134,male,understand,76
135,male,camera,45
136,male,laughing,90
137,male,button,118
138,male,nickel,34
139,male,hm,1372
140,male,happening,37
141,male,plastic,42
142,male,also,150
143,male,sounds,90
144,male,pages,39
145,male,wouldn't,192
146,male,next,438
147,male,bye,201
148,male,David,76
149,male,sit,897
150,male,they,3368
151,male,fox,43
152,male,reach,70
153,male,puzzle,174
154,male,crawl,36
155,male,Lassie,53
156,male,ooh,68
157,male,that'll,34
158,male,lonely,36
159,male,she,1507
160,male,Ernie,72
161,male,built,100
162,male,hope,107
163,male,whining,24
164,male,seven,89
165,male,bundles,21
166,male,nuhhuh,24
167,male,french,20
168,male,music,58
169,male,hungry,801
170,male,other,907
171,male,than,367
172,male,me,3548
173,male,sock,39
174,male,brother,87
175,male,tree,222
176,male,moose,29
177,male,last,315
178,male,swan,28
179,male,sandbox,22
180,male,these,1421
181,male,telling,83
182,male,where's,984
183,male,good_night,38
184,male,Terry,20
185,male,uhhuh,666
186,male,there's,1272
187,male,Bobby,21
188,male,arm,89
189,male,bedroom,28
190,male,thought,321
191,male,type,23
192,male,from,650
193,male,upstairs,56
194,male,grapes,21
195,male,somewhere,43
196,male,oops,173
197,male,how'd,22
198,male,e,65
199,male,tall,108
200,male,cracker,38
201,male,tweet,35
202,male,glue,22
203,male,brought,88
204,male,pick,363
205,male,shop,21
206,male,couple,121
207,male,dress,36
208,male,ridges,27
209,male,hear,277
210,male,kiwi,49
211,male,Honey,34
212,male,falling,59
213,male,extra,26
214,male,giant,43
215,male,farm,100
216,male,it's,4010
217,male,tear,40
218,male,creatures,32
219,male,whenever,24
220,male,eleven,20
221,male,balloons,28
222,male,boots,123
223,male,em,94
224,male,anymore,292
225,male,only,381
226,male,mashed,49
227,male,Ross,128
228,male,wolf,42
229,male,men,67
230,male,policeman,138
231,male,today,471
232,male,up,3594
233,male,at,3099
234,male,tasty,21
235,male,rabbit,98
236,male,clap,23
237,male,line,56
238,male,night_night,58
239,male,seem,40
240,male,chasing,21
241,male,you'll,305
242,male,Mister,60
243,male,newspaper,22
244,male,tub,29
245,male,peek_a_boo,38
246,male,block,86
247,male,breaking,21
248,male,why,1794
249,male,way,865
250,male,growing,21
251,male,carry,57
252,male,horn,25
253,male,taken,20
254,male,gets,130
255,male,giving,59
256,male,oranges,114
257,male,rocket,224
258,male,town,47
259,male,won't,332
260,male,bang,37
261,male,fit,237
262,male,watched,30
263,male,wan,36
264,male,times,56
265,male,train,193
266,male,video,20
267,male,bottom,76
268,male,definitely,38
269,male,everybody,98
270,male,circle,75
271,male,suppose,26
272,male,bit,225
273,male,clouds,101
274,male,pull,245
275,male,police,38
276,male,mhm,985
277,male,elephants's,21
278,male,coloring,25
279,male,though,277
280,male,tacos,22
281,male,chocolate,196
282,male,tickle,71
283,male,panda,22
284,male,rained,46
285,male,someone,99
286,male,finished,178
287,male,covered,27
288,male,spots,23
289,male,anywhere,33
290,male,door,371
291,male,mix,48
292,male,very,1258
293,male,cock_a_doodle_doo,26
294,male,wear,142
295,male,mommy,251
296,male,learn,95
297,male,ruff,21
298,male,must,316
299,male,ho,30
300,male,anything,376
301,male,tape,172
302,male,Bro,413
303,male,hyrax,20
304,male,rainbow,25
305,male,grew,39
306,male,own,128
307,male,either,136
308,male,Carol,20
309,male,point,72
310,male,sing,145
311,male,looking,305
312,male,Moosh,33
313,male,angry,47
314,male,shapes,20
315,male,bus,263
316,male,change,108
317,male,number,171
318,male,eating,434
319,male,pop,178
320,male,picture,265
321,male,left,211
322,male,chin,22
323,male,bag,198
324,male,yard,44
325,male,Nathan,23
326,male,boy,967
327,male,shelf,31
328,male,Miffy,35
329,male,throw,360
330,male,choo_choo,33
331,male,sign,25
332,male,buy,192
333,male,t_v,21
334,male,walks,122
335,male,somebody's,20
336,male,pan,77
337,male,win,20
338,male,we,4490
339,male,sea,87
340,male,school,467
341,male,cash,27
342,male,pretending,49
343,male,spring,25
344,male,cows,74
345,male,welcome,64
346,male,Miss,39
347,male,cocoon,209
348,male,shall,104
349,male,station,31
350,male,//.,151
351,male,spit,22
352,male,have,4085
353,male,toes,48
354,male,Asian,153
355,male,babys,38
356,male,softly,24
357,male,changed,31
358,male,couldn't,100
359,male,each_other,26
360,male,pickles,21
361,male,charge,44
362,male,problem,50
363,male,was,3268
364,male,regular,21
365,male,burn,20
366,male,brown,63
367,male,twenty,78
368,male,nuts,21
